ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
33,2007,2007-12-09,13,27.134,OAK,@,GNB,L 7-38,,,,,,,,,,,,,,,
34,2007,2007-12-16,14,27.141,OAK,,IND,L 14-21,,,,,,,,,,,,,,,
35,2007,2007-12-23,15,27.148,OAK,@,JAX,L 11-49,,,,,,,,,,,,,,,
36,2007,2007-12-30,16,27.155,OAK,,SDG,L 17-30,,,,,,,,,,,,,,,
37,2008,2008-09-08,1,28.042,OAK,,DEN,L 14-41,,,,,,,,,,,,,,,
38,2008,2008-09-14,2,28.048,OAK,@,KAN,W 23-8,,,,,,,,,,,,,,,
39,2008,2008-09-21,3,28.055,OAK,@,BUF,L 23-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
40,2008,2008-09-28,4,28.062,OAK,,SDG,L 18-28,,,,,,,,,,,,,,,
41,2008,2008-10-12,5,28.076,OAK,@,NOR,L 3-34,,,,,,,,,,,,,,,
42,2008,2008-10-19,6,28.083,OAK,,NYJ,W 16-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
43,2008,2008-10-26,7,28.090,OAK,@,BAL,L 10-29,,,,,,,,,,,,,,,
44,2008,2008-11-02,8,28.097,OAK,,ATL,L 0-24,,0,0,,0,0,0,,0,0.0,2,2,0,0,0
45,2008,2008-11-09,9,28.104,OAK,,CAR,L 6-17,*,0,0,,0,0,0,,0,0.0,1,1,1,0,0
46,2008,2008-11-16,10,28.111,OAK,@,MIA,L 15-17,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
47,2008,2008-11-23,11,28.118,OAK,@,DEN,W 31-10,,,,,,,,,,,,,,,
48,2008,2008-11-30,12,28.125,OAK,,KAN,L 13-20,,,,,,,,,,,,,,,
49,2008,2008-12-04,13,28.129,OAK,@,SDG,L 7-34,,,,,,,,,,,,,,,
50,2008,2008-12-14,14,28.139,OAK,,NWE,L 26-49,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
51,2008,2008-12-21,15,28.146,OAK,,HOU,W 27-16,,,,,,,,,,,,,,,
52,2008,2008-12-28,16,28.153,OAK,@,TAM,W 31-24,,,,,,,,,,,,,,,
53,2009,2009-09-14,1,29.048,OAK,,SDG,L 20-24,,,,,,,,,,,,,,,
54,2009,2009-09-20,2,29.054,OAK,@,KAN,W 13-10,,0,0,,0,1,0,0.00,0,0.0,0,0,0,0,0
55,2009,2009-09-27,3,29.061,OAK,,DEN,L 3-23,,,,,,,,,,,,,,,
56,2009,2009-10-04,4,29.068,OAK,@,HOU,L 6-29,,,,,,,,,,,,,,,
57,2009,2009-10-11,5,29.075,OAK,@,NYG,L 7-44,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
58,2009,2009-10-18,6,29.082,OAK,,PHI,W 13-9,,1,4,4.00,0,0,0,,0,0.0,0,0,0,0,0
59,2009,2009-10-25,7,29.089,OAK,,NYJ,L 0-38,,,,,,,,,,,,,,,
60,2009,2009-11-01,8,29.096,OAK,@,SDG,L 16-24,,,,,,,,,,,,,,,
61,2009,2009-11-15,9,29.110,OAK,,KAN,L 10-16,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
62,2009,2009-11-22,10,29.117,OAK,,CIN,W 20-17,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
63,2009,2009-11-26,11,29.121,OAK,@,DAL,L 7-24,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
64,2009,2009-12-06,12,29.131,OAK,@,PIT,W 27-24,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
65,2009,2009-12-13,13,29.138,OAK,,WAS,L 13-34,,,,,,,,,,,,,,,
66,2009,2009-12-20,14,29.145,OAK,@,DEN,W 20-19,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
67,2009,2009-12-27,15,29.152,OAK,@,CLE,L 9-23,,1,7,7.00,0,0,0,,0,0.0,0,0,0,0,0
68,2009,2010-01-03,16,29.159,OAK,,BAL,L 13-21,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
69,2010,2010-09-12,1,30.046,OAK,@,TEN,L 13-38,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
70,2010,2010-09-19,2,30.053,OAK,,STL,W 16-14,,,,,,,,,,,,,,,
71,2010,2010-09-26,3,30.060,OAK,@,ARI,L 23-24,,,,,,,,,,,,,,,
72,2010,2010-10-03,4,30.067,OAK,,HOU,L 24-31,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
73,2010,2010-10-10,5,30.074,OAK,,SDG,W 35-27,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
74,2010,2010-10-17,6,30.081,OAK,@,SFO,L 9-17,,,,,,,,,,,,,,,
75,2010,2010-10-24,7,30.088,OAK,@,DEN,W 59-14,,,,,,,,,,,,,,,
76,2010,2010-10-31,8,30.095,OAK,,SEA,W 33-3,,,,,,,,,,,,,,,
77,2010,2010-11-07,9,30.102,OAK,,KAN,W 23-20,,,,,,,,,,,,,,,
78,2010,2010-11-21,10,30.116,OAK,@,PIT,L 3-35,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
79,2010,2010-11-28,11,30.123,OAK,,MIA,L 17-33,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
80,2010,2010-12-05,12,30.130,OAK,@,SDG,W 28-13,,,,,,,,,,,,,,,
81,2010,2010-12-12,13,30.137,OAK,@,JAX,L 31-38,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
82,2010,2010-12-19,14,30.144,OAK,,DEN,W 39-23,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
83,2010,2010-12-26,15,30.151,OAK,,IND,L 26-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
84,2010,2011-01-02,16,30.158,OAK,@,KAN,W 31-10,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
