ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2002,2002-10-20,6,22.239,DET,,CHI,W 23-20,,1,,,,,0.0%,
2,2002,2002-10-27,7,22.246,DET,@,BUF,L 17-24,,,,,,,0.0%,
3,2002,2002-12-29,16,22.309,DET,,MIN,L 36-38,,3,1,8,8.00,0,33.3%,2.67
4,2003,2003-12-28,16,23.308,HOU,,IND,L 17-20,,0,,,,,0.0%,
5,2004,2004-09-26,3,24.216,HOU,@,KAN,W 24-21,,,,,,,0.0%,
6,2004,2004-10-03,4,24.223,HOU,,OAK,W 30-17,,,,,,,0.0%,
7,2004,2004-10-10,5,24.230,HOU,,MIN,L 28-34,,0,,,,,0.0%,
8,2004,2004-10-17,6,24.237,HOU,@,TEN,W 20-10,*,,,,,,0.0%,
9,2004,2004-10-31,7,24.251,HOU,,JAX,W 20-6,,,,,,,0.0%,
10,2004,2004-11-21,10,24.272,HOU,,GNB,L 13-16,,,,,,,0.0%,
11,2004,2004-11-28,11,24.279,HOU,,TEN,W 31-21,,,,,,,0.0%,
12,2004,2004-12-12,13,24.293,HOU,,IND,L 14-23,,,,,,,0.0%,
13,2004,2004-12-19,14,24.300,HOU,@,CHI,W 24-5,,,,,,,0.0%,
14,2004,2004-12-26,15,24.307,HOU,@,JAX,W 21-0,,,,,,,0.0%,
15,2004,2005-01-02,16,24.314,HOU,,CLE,L 14-22,,1,,,,,0.0%,
16,2005,2005-09-11,1,25.200,HOU,@,BUF,L 7-22,,2,1,14,14.00,0,50.0%,7.00
17,2005,2005-09-18,2,25.207,HOU,,PIT,L 7-27,*,1,1,12,12.00,0,100.0%,12.00
18,2005,2005-10-09,4,25.228,HOU,,TEN,L 20-34,,,0,0,,0,0.0%,
19,2005,2005-10-16,5,25.235,HOU,@,SEA,L 10-42,,,0,0,,0,0.0%,
20,2005,2005-10-23,6,25.242,HOU,,IND,L 20-38,,,0,0,,0,0.0%,
21,2005,2005-10-30,7,25.249,HOU,,CLE,W 19-16,,1,0,0,,0,0.0%,0.00
22,2005,2005-11-13,9,25.263,HOU,@,IND,L 17-31,*,,0,0,,0,0.0%,
23,2005,2005-11-27,11,25.277,HOU,,STL,L 27-33,,0,0,0,,0,0.0%,
24,2005,2005-12-04,12,25.284,HOU,@,BAL,L 15-16,,0,0,0,,0,0.0%,
25,2006,2006-12-24,15,26.304,BUF,,TEN,L 29-30,,,0,0,,0,0.0%,
26,2006,2006-12-31,16,26.311,BUF,@,BAL,L 7-19,,,0,0,,0,0.0%,
27,2007,2007-09-23,3,27.212,BUF,@,NWE,L 7-38,,,0,0,,0,0.0%,
28,2007,2007-10-28,7,27.247,BUF,@,NYJ,W 13-3,,,0,0,,0,0.0%,
