ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-03,1,25.194,NWE,,CLE,W 17-14,9,6,77,12.83,0,66.7%,8.56,0,0,,0,0,0
2,1995,1995-09-10,2,25.201,NWE,,MIA,L 3-20,12,8,112,14.00,0,66.7%,9.33,0,0,,0,0,0
3,1995,1995-09-17,3,25.208,NWE,@,SFO,L 3-28,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0
4,1995,1995-10-01,4,25.222,NWE,@,ATL,L 17-30,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
5,1995,1995-10-08,5,25.229,NWE,,DEN,L 3-37,7,2,31,15.50,0,28.6%,4.43,0,0,,0,0,0
6,1995,1995-10-15,6,25.236,NWE,@,KAN,L 26-31,9,7,65,9.29,1,77.8%,7.22,0,0,,0,1,6
7,1995,1995-10-29,8,25.250,NWE,,CAR,L 17-20,6,3,41,13.67,0,50.0%,6.83,0,0,,0,0,0
8,1995,1995-11-05,9,25.257,NWE,@,NYJ,W 20-7,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
9,1995,1995-11-12,10,25.264,NWE,@,MIA,W 34-17,2,0,0,,0,0.0%,0.00,,,,,,
10,1995,1995-11-19,11,25.271,NWE,,IND,L 10-24,6,2,18,9.00,0,33.3%,3.00,0,0,,0,0,0
11,1995,1995-11-26,12,25.278,NWE,@,BUF,W 35-25,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0
12,1995,1995-12-03,13,25.285,NWE,,NOR,L 17-31,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0
13,1995,1995-12-10,14,25.292,NWE,,NYJ,W 31-28,3,0,0,,0,0.0%,0.00,,,,,,
14,1995,1995-12-16,15,25.298,NWE,@,PIT,L 27-41,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0
15,1996,1996-09-01,1,26.193,NWE,@,MIA,L 10-24,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0
16,1996,1996-09-08,2,26.200,NWE,@,BUF,L 10-17,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
17,1997,1997-10-12,6,27.233,JAX,,PHI,W 38-21,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
18,1997,1997-10-19,7,27.240,JAX,@,DAL,L 22-26,,0,0,,0,0.0%,,0,0,,0,,
19,1997,1997-10-26,8,27.247,JAX,@,PIT,L 17-23,,0,0,,0,0.0%,,1,36,36.00,0,0,0
20,1997,1997-11-02,9,27.254,JAX,@,TEN,W 30-24,,0,0,,0,0.0%,,0,0,,0,,
21,1997,1997-11-09,10,27.261,JAX,,KAN,W 24-10,,0,0,,0,0.0%,,0,0,,0,,
22,1997,1997-11-16,11,27.268,JAX,,TEN,W 17-9,,0,0,,0,0.0%,,0,0,,0,,
23,1997,1997-11-23,12,27.275,JAX,@,CIN,L 26-31,,0,0,,0,0.0%,,0,0,,0,,
24,1997,1997-11-30,13,27.282,JAX,,BAL,W 29-27,,0,0,,0,0.0%,,0,0,,0,,
25,1997,1997-12-07,14,27.289,JAX,,NWE,L 20-26,,0,0,,0,0.0%,,0,0,,0,,
26,1997,1997-12-14,15,27.296,JAX,@,BUF,W 20-14,,0,0,,0,0.0%,,0,0,,0,,
27,1997,1997-12-21,16,27.303,JAX,@,OAK,W 20-9,,0,0,,0,0.0%,,0,0,,0,,
28,1998,1998-09-06,1,28.197,JAX,@,CHI,W 24-23,,,,,,0.0%,,,,,,,
29,1998,1998-09-13,2,28.204,JAX,,KAN,W 21-16,,,,,,0.0%,,,,,,,
30,1998,1998-09-27,4,28.218,JAX,@,TEN,W 27-22,,,,,,0.0%,,,,,,,
31,1998,1998-10-12,5,28.233,JAX,,MIA,W 28-21,,,,,,0.0%,,,,,,,
32,1998,1998-10-18,6,28.239,JAX,@,BUF,L 16-17,,,,,,0.0%,,,,,,,
33,1998,1998-10-25,7,28.246,JAX,@,DEN,L 24-37,,,,,,0.0%,,,,,,,
34,1998,1998-11-01,8,28.253,JAX,@,BAL,W 45-19,1,,,,,0.0%,,,,,,,
35,1998,1998-11-08,9,28.260,JAX,,CIN,W 24-11,2,,,,,0.0%,,,,,,,
36,1998,1998-11-15,10,28.267,JAX,,TAM,W 29-24,,0,0,,0,0.0%,,0,10,,0,0,0
37,1998,1998-11-22,11,28.274,JAX,@,PIT,L 15-30,,,,,,0.0%,,,,,,,
38,1998,1998-11-29,12,28.281,JAX,@,CIN,W 34-17,,,,,,0.0%,,,,,,,
39,1998,1998-12-06,13,28.288,JAX,,DET,W 37-22,,,,,,0.0%,,,,,,,
40,1998,1998-12-13,14,28.295,JAX,,TEN,L 13-16,,,,,,0.0%,,,,,,,
41,1998,1998-12-20,15,28.302,JAX,@,MIN,L 10-50,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
42,1998,1998-12-28,16,28.310,JAX,,PIT,W 21-3,,,,,,0.0%,,,,,,,
