ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1976,1976-09-12,1,22.267,RAM,@,ATL,W 30-14,1,22,22.00,0,0,0,,0
2,1976,1976-09-19,2,22.274,RAM,@,MIN,T 10-10,1,34,34.00,0,1,0,0.00,0
3,1977,1977-10-10,4,23.294,RAM,@,CHI,L 23-24,,,,,,,,
4,1977,1977-10-24,6,23.308,RAM,,MIN,W 35-3,,,,,,,,
5,1977,1977-11-06,8,23.321,RAM,,TAM,W 31-0,,,,,,,,
6,1977,1977-11-13,9,23.328,RAM,@,GNB,W 24-6,,,,,,,,
7,1977,1977-11-27,11,23.342,RAM,@,CLE,W 9-0,,,,,,,,
