ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,23.008,STL,@,BAL,W 10-3,,,
2,1972,1972-09-24,2,23.015,STL,@,WAS,L 10-24,,,
3,1972,1972-10-01,3,23.022,STL,,PIT,L 19-25,,,
4,1972,1972-10-08,4,23.029,STL,@,MIN,W 19-17,,,
5,1972,1972-10-15,5,23.036,STL,,WAS,L 3-33,,,
6,1972,1972-10-22,6,23.043,STL,@,NYG,L 21-27,,,
7,1972,1972-10-29,7,23.050,STL,,CHI,L 10-27,,,
8,1972,1972-11-05,8,23.057,STL,@,PHI,T 6-6,,,
9,1972,1972-11-12,9,23.064,STL,@,DAL,L 24-33,,,
10,1972,1972-11-19,10,23.071,STL,,NYG,L 7-13,,,
11,1972,1972-11-27,11,23.079,STL,@,MIA,L 10-31,,,
12,1972,1972-12-03,12,23.085,STL,,DAL,L 6-27,,,
13,1972,1972-12-10,13,23.092,STL,,RAM,W 24-14,,,
14,1972,1972-12-17,14,23.099,STL,,PHI,W 24-23,,,
15,1973,1973-09-16,1,24.007,STL,@,PHI,W 34-23,,,
16,1973,1973-09-23,2,24.014,STL,,WAS,W 34-27,,,
17,1973,1973-09-30,3,24.021,STL,@,DAL,L 10-45,,,
18,1973,1973-10-07,4,24.028,STL,,OAK,L 10-17,,,
19,1973,1973-10-14,5,24.035,STL,,PHI,L 24-27,,,
20,1973,1973-10-21,6,24.042,STL,@,WAS,L 13-31,,,
21,1973,1973-10-28,7,24.049,STL,,NYG,W 35-27,,,
22,1973,1973-11-04,8,24.056,STL,,DEN,T 17-17,,,
23,1973,1973-11-11,9,24.063,STL,@,GNB,L 21-25,,,
24,1973,1973-11-18,10,24.070,STL,@,NYG,L 13-24,1,13,0
25,1973,1973-11-25,11,24.077,STL,@,CIN,L 24-42,,,
26,1973,1973-12-02,12,24.084,STL,,DET,L 16-20,,,
27,1973,1973-12-09,13,24.091,STL,@,ATL,W 32-10,,,
28,1973,1973-12-16,14,24.098,STL,,DAL,L 3-30,,,
29,1974,1974-09-15,1,25.006,STL,,PHI,W 7-3,,,
30,1974,1974-09-22,2,25.013,STL,@,WAS,W 17-10,,,
31,1974,1974-09-29,3,25.020,STL,,CLE,W 29-7,,,
32,1974,1974-10-06,4,25.027,STL,@,SFO,W 34-9,,,
33,1974,1974-10-13,5,25.034,STL,,DAL,W 31-28,,,
34,1974,1974-10-20,6,25.041,STL,@,HOU,W 31-27,,,
35,1974,1974-10-27,7,25.048,STL,,WAS,W 23-20,,,
36,1974,1974-11-03,8,25.055,STL,@,DAL,L 14-17,,,
37,1974,1974-11-11,9,25.063,STL,,MIN,L 24-28,,,
38,1974,1974-11-17,10,25.069,STL,@,PHI,W 13-3,,,
39,1974,1974-11-24,11,25.076,STL,@,NYG,W 23-21,,,
40,1974,1974-12-01,12,25.083,STL,,KAN,L 13-17,,,
41,1974,1974-12-08,13,25.090,STL,@,NOR,L 0-14,,,
42,1974,1974-12-15,14,25.097,STL,,NYG,W 26-14,,,
43,1975,1975-09-21,1,26.012,STL,,ATL,W 23-20,,,
44,1975,1975-09-28,2,26.019,STL,@,DAL,L 31-37,,,
45,1975,1975-10-05,3,26.026,STL,,NYG,W 26-14,,,
46,1975,1975-10-13,4,26.034,STL,@,WAS,L 17-27,,,
47,1975,1975-10-19,5,26.040,STL,,PHI,W 31-20,1,6,0
48,1975,1975-10-25,6,26.046,STL,@,NYG,W 20-13,,,
49,1975,1975-11-02,7,26.054,STL,,NWE,W 24-17,,,
50,1975,1975-11-09,8,26.061,STL,@,PHI,W 24-23,,,
51,1975,1975-11-16,9,26.068,STL,,WAS,W 20-17,,,
52,1975,1975-11-23,10,26.075,STL,@,NYJ,W 37-6,,,
53,1975,1975-11-27,11,26.079,STL,,BUF,L 14-32,,,
54,1975,1975-12-07,12,26.089,STL,,DAL,W 31-17,,,
55,1975,1975-12-14,13,26.096,STL,@,CHI,W 34-20,,,
56,1975,1975-12-21,14,26.103,STL,@,DET,W 24-13,,,
57,1976,1976-09-12,1,27.003,STL,@,SEA,W 30-24,,,
58,1976,1976-09-19,2,27.010,STL,,GNB,W 29-0,1,0,0
59,1976,1976-09-26,3,27.017,STL,@,SDG,L 24-43,,,
60,1976,1976-10-03,4,27.024,STL,,NYG,W 27-21,,,
61,1976,1976-10-10,5,27.031,STL,,PHI,W 33-14,,,
62,1976,1976-10-17,6,27.038,STL,,DAL,W 21-17,,,
63,1976,1976-10-25,7,27.046,STL,@,WAS,L 10-20,,,
64,1976,1976-10-31,8,27.052,STL,,SFO,W 23-20,,,
65,1976,1976-11-07,9,27.059,STL,@,PHI,W 17-14,,,
66,1976,1976-11-14,10,27.066,STL,@,RAM,W 30-28,,,
67,1976,1976-11-21,11,27.073,STL,,WAS,L 10-16,,,
68,1976,1976-11-25,12,27.077,STL,@,DAL,L 14-19,,,
69,1976,1976-12-04,13,27.086,STL,,BAL,W 24-17,,,
70,1976,1976-12-12,14,27.094,STL,@,NYG,W 17-14,,,
71,1977,1977-09-18,1,28.009,STL,@,DEN,L 0-7,,,
72,1977,1977-09-25,2,28.016,STL,,CHI,W 16-13,,,
73,1977,1977-10-02,3,28.023,STL,@,WAS,L 14-24,,,
74,1977,1977-10-09,4,28.030,STL,,DAL,L 24-30,,,
75,1977,1977-10-16,5,28.037,STL,@,PHI,W 21-17,1,15,0
76,1977,1977-10-23,6,28.044,STL,,NOR,W 49-31,,,
77,1977,1977-10-31,7,28.052,STL,,NYG,W 28-0,,,
78,1977,1977-11-06,8,28.058,STL,@,MIN,W 27-7,,,
79,1977,1977-11-14,9,28.066,STL,@,DAL,W 24-17,,,
80,1977,1977-11-20,10,28.072,STL,,PHI,W 21-16,,,
81,1977,1977-11-24,11,28.076,STL,,MIA,L 14-55,,,
82,1977,1977-12-04,12,28.086,STL,@,NYG,L 7-27,,,
83,1977,1977-12-10,13,28.092,STL,,WAS,L 20-26,,,
84,1977,1977-12-18,14,28.100,STL,@,TAM,L 7-17,1,8,0
85,1978,1978-09-03,1,28.359,STL,@,CHI,L 10-17,,,
86,1978,1978-09-10,2,29.001,STL,,NWE,L 6-16,,,
87,1978,1978-09-17,3,29.008,STL,,WAS,L 10-28,,,
88,1978,1978-09-24,4,29.015,STL,@,DAL,L 12-21,,,
89,1978,1978-10-01,5,29.022,STL,@,MIA,L 10-24,,,
90,1978,1978-10-08,6,29.029,STL,,BAL,L 17-30,,,
91,1978,1978-10-15,7,29.036,STL,,DAL,L 21-24,,,
92,1978,1978-10-22,8,29.043,STL,@,NYJ,L 10-23,,,
93,1978,1978-10-29,9,29.050,STL,@,PHI,W 16-10,,,
94,1978,1978-11-05,10,29.057,STL,,NYG,W 20-10,,,
95,1978,1978-11-12,11,29.064,STL,@,SFO,W 16-10,,,
96,1978,1978-11-19,12,29.071,STL,@,WAS,W 27-17,,,
97,1978,1978-11-26,13,29.078,STL,,PHI,L 10-14,,,
98,1978,1978-12-03,14,29.085,STL,,DET,W 21-14,,,
99,1978,1978-12-10,15,29.092,STL,@,NYG,L 0-17,,,
100,1978,1978-12-17,16,29.099,STL,,ATL,W 42-21,,,
101,1979,1979-09-02,1,29.358,STL,,DAL,L 21-22,,,
102,1979,1979-09-09,2,30.000,STL,@,NYG,W 27-14,,,
103,1979,1979-09-16,3,30.007,STL,,PIT,L 21-24,,,
104,1979,1979-09-23,4,30.014,STL,,WAS,L 7-17,,,
105,1979,1979-11-04,10,30.056,STL,,MIN,W 37-7,,,
106,1979,1979-11-11,11,30.063,STL,@,WAS,L 28-30,,,
107,1979,1979-11-18,12,30.070,STL,@,PHI,L 13-16,,,
108,1979,1979-11-25,13,30.077,STL,@,CIN,L 28-34,,,
109,1979,1979-12-02,14,30.084,STL,,SFO,W 13-10,,,
110,1979,1979-12-09,15,30.091,STL,,NYG,W 29-20,,,
111,1979,1979-12-16,16,30.098,STL,@,CHI,L 6-42,,,
112,1980,1980-09-07,1,30.364,STL,,NYG,L 35-41,,,
113,1980,1980-09-14,2,31.005,STL,@,SFO,L 21-24,,,
114,1980,1980-09-21,3,31.012,STL,@,DET,L 7-20,,,
115,1980,1980-09-28,4,31.019,STL,,PHI,W 24-14,,,
116,1980,1980-10-05,5,31.026,STL,@,NOR,W 40-7,,,
117,1980,1980-10-12,6,31.033,STL,,RAM,L 13-21,,,
118,1980,1980-10-19,7,31.040,STL,@,WAS,L 0-23,,,
119,1980,1980-10-26,8,31.047,STL,@,BAL,W 17-10,,,
120,1980,1980-11-02,9,31.054,STL,,DAL,L 24-27,,,
121,1980,1980-11-09,10,31.061,STL,,ATL,L 27-33,,,
122,1980,1980-11-16,11,31.068,STL,@,DAL,L 21-31,,,
123,1980,1980-11-23,12,31.075,STL,,KAN,L 13-21,,,
124,1980,1980-11-30,13,31.082,STL,@,NYG,W 23-7,,,
125,1980,1980-12-07,14,31.089,STL,,DET,W 24-23,,,
126,1980,1980-12-14,15,31.096,STL,@,PHI,L 3-17,,,
127,1980,1980-12-21,16,31.103,STL,,WAS,L 7-31,,,
