ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
58,1996,1996-11-10,10,28.154,DEN,,CHI,W 17-12,,0,0,,0,5,211,42.20,0
59,1996,1996-11-17,11,28.161,DEN,@,NWE,W 34-8,,0,0,,0,3,134,44.67,0
60,1996,1996-11-24,12,28.168,DEN,@,MIN,W 21-17,,0,0,,0,4,159,39.75,0
61,1996,1996-12-01,13,28.175,DEN,,SEA,W 34-7,,0,0,,0,2,76,38.00,0
62,1996,1996-12-08,14,28.182,DEN,@,GNB,L 6-41,,0,0,,0,5,174,34.80,0
63,1996,1996-12-15,15,28.189,DEN,,OAK,W 24-19,,0,0,,0,3,128,42.67,0
64,1996,1996-12-22,16,28.196,DEN,@,SDG,L 10-16,,0,0,,0,5,207,41.40,0
65,1997,1997-08-31,1,29.083,DEN,,KAN,W 19-3,,0,0,,0,2,66,33.00,0
66,1997,1997-09-07,2,29.090,DEN,@,SEA,W 35-14,,0,0,,0,3,107,35.67,0
67,1997,1997-09-14,3,29.097,DEN,,STL,W 35-14,,0,0,,0,4,189,47.25,0
68,1997,1997-09-21,4,29.104,DEN,,CIN,W 38-20,,0,0,,0,2,74,37.00,0
69,1997,1997-09-28,5,29.111,DEN,@,ATL,W 29-21,,0,0,,0,6,277,46.17,0
70,1997,1997-10-06,6,29.119,DEN,,NWE,W 34-13,,0,0,,0,3,151,50.33,0
71,1997,1997-10-19,7,29.132,DEN,@,OAK,L 25-28,,0,0,,0,5,215,43.00,0
72,1997,1997-10-26,8,29.139,DEN,@,BUF,W 23-20,,0,0,,0,8,316,39.50,0
73,1997,1997-11-02,9,29.146,DEN,,SEA,W 30-27,,0,0,,0,4,187,46.75,0
74,1997,1997-11-09,10,29.153,DEN,,CAR,W 34-0,,0,0,,0,3,110,36.67,0
75,1997,1997-11-16,11,29.160,DEN,@,KAN,L 22-24,,0,0,,0,4,168,42.00,0
76,1997,1997-11-24,12,29.168,DEN,,OAK,W 31-3,,0,0,,0,5,214,42.80,0
77,1997,1997-11-30,13,29.174,DEN,@,SDG,W 38-28,,0,0,,0,1,50,50.00,0
78,1997,1997-12-07,14,29.181,DEN,@,PIT,L 24-35,,0,0,,0,4,174,43.50,0
79,1997,1997-12-15,15,29.189,DEN,@,SFO,L 17-34,,0,0,,0,4,194,48.50,0
80,1997,1997-12-21,16,29.195,DEN,,SDG,W 38-3,,0,0,,0,2,106,53.00,0
81,1998,1998-09-07,1,30.090,DEN,,NWE,W 27-21,,0,0,,0,4,182,45.50,0
82,1998,1998-09-13,2,30.096,DEN,,DAL,W 42-23,,0,0,,0,2,95,47.50,0
83,1998,1998-09-20,3,30.103,DEN,@,OAK,W 34-17,,0,0,,0,5,272,54.40,0
84,1998,1998-09-27,4,30.110,DEN,@,WAS,W 38-16,,0,0,,0,5,249,49.80,0
85,1998,1998-10-04,5,30.117,DEN,,PHI,W 41-16,,0,0,,0,5,234,46.80,1
86,1998,1998-10-11,6,30.124,DEN,@,SEA,W 21-16,,0,0,,0,7,320,45.71,0
87,1998,1998-10-25,7,30.138,DEN,,JAX,W 37-24,,0,0,,0,3,125,41.67,0
88,1998,1998-11-01,8,30.145,DEN,@,CIN,W 33-26,,0,0,,0,3,140,46.67,0
89,1998,1998-11-08,9,30.152,DEN,,SDG,W 27-10,,0,0,,0,5,232,46.40,0
90,1998,1998-11-16,10,30.160,DEN,@,KAN,W 30-7,,0,0,,0,4,162,40.50,0
91,1998,1998-11-22,11,30.166,DEN,,OAK,W 40-14,,0,0,,0,3,131,43.67,0
92,1998,1998-11-29,12,30.173,DEN,@,SDG,W 31-16,,0,0,,0,5,235,47.00,0
93,1998,1998-12-06,13,30.180,DEN,,KAN,W 35-31,,1,0,0.00,0,3,138,46.00,0
94,1998,1998-12-13,14,30.187,DEN,@,NYG,L 16-20,,0,0,,0,3,154,51.33,0
95,1998,1998-12-21,15,30.195,DEN,@,MIA,L 21-31,,0,0,,0,7,329,47.00,0
96,1998,1998-12-27,16,30.201,DEN,,SEA,W 28-21,,0,0,,0,2,99,49.50,0
97,1999,1999-09-13,1,31.096,DEN,,MIA,L 21-38,,0,0,,0,3,115,38.33,0
98,1999,1999-09-19,2,31.102,DEN,@,KAN,L 10-26,,0,0,,0,4,161,40.25,0
99,1999,1999-09-26,3,31.109,DEN,@,TAM,L 10-13,,0,0,,0,7,327,46.71,0
100,1999,1999-10-03,4,31.116,DEN,,NYJ,L 13-21,,0,0,,0,3,149,49.67,0
101,1999,1999-10-10,5,31.123,DEN,@,OAK,W 16-13,,0,0,,0,5,271,54.20,0
102,1999,1999-10-17,6,31.130,DEN,,GNB,W 31-10,,0,0,,0,4,204,51.00,0
103,1999,1999-10-24,7,31.137,DEN,@,NWE,L 23-24,,1,0,0.00,0,5,265,53.00,0
104,1999,1999-10-31,8,31.144,DEN,,MIN,L 20-23,,0,0,,0,4,217,54.25,0
105,1999,1999-11-07,9,31.151,DEN,@,SDG,W 33-17,,0,0,,0,4,161,40.25,0
106,1999,1999-11-14,10,31.158,DEN,@,SEA,L 17-20,,0,0,,0,5,202,40.40,0
107,1999,1999-11-22,11,31.166,DEN,,OAK,W 27-21,,0,0,,0,9,342,38.00,0
108,1999,1999-12-05,12,31.179,DEN,,KAN,L 10-16,,0,0,,0,9,479,53.22,0
109,1999,1999-12-13,13,31.187,DEN,@,JAX,L 24-27,,0,0,,0,6,249,41.50,0
110,1999,1999-12-19,14,31.193,DEN,,SEA,W 36-30,,0,0,,0,3,146,48.67,0
111,1999,1999-12-25,15,31.199,DEN,@,DET,W 17-7,,0,0,,0,5,219,43.80,0
112,1999,2000-01-02,16,31.207,DEN,,SDG,L 6-12,,0,0,,0,8,401,50.13,0
113,2000,2000-09-04,1,32.087,DEN,@,STL,L 36-41,,0,0,,0,2,89,44.50,0
114,2000,2000-09-10,2,32.093,DEN,,ATL,W 42-14,,0,0,,0,5,217,43.40,0
115,2000,2000-09-17,3,32.100,DEN,@,OAK,W 33-24,,0,0,,0,0,0,,1
116,2000,2000-09-24,4,32.107,DEN,,KAN,L 22-23,,0,0,,0,2,93,46.50,0
117,2000,2000-10-01,5,32.114,DEN,,NWE,L 19-28,,0,0,,0,5,246,49.20,0
118,2000,2000-10-08,6,32.121,DEN,@,SDG,W 21-7,,0,0,,0,9,325,36.11,0
119,2000,2000-10-15,7,32.128,DEN,,CLE,W 44-10,,0,0,,0,4,159,39.75,0
120,2000,2000-10-22,8,32.135,DEN,@,CIN,L 21-31,,0,0,,0,2,69,34.50,0
121,2000,2000-11-05,9,32.149,DEN,@,NYJ,W 30-23,,0,0,,0,3,90,30.00,0
122,2000,2000-11-13,10,32.157,DEN,,OAK,W 27-24,,0,0,,0,6,262,43.67,0
123,2000,2000-11-19,11,32.163,DEN,,SDG,W 38-37,,0,0,,0,2,76,38.00,0
124,2000,2000-11-26,12,32.170,DEN,@,SEA,W 38-31,,0,0,,0,4,143,35.75,0
125,2000,2000-12-03,13,32.177,DEN,@,NOR,W 38-23,,0,0,,0,4,144,36.00,0
126,2000,2000-12-10,14,32.184,DEN,,SEA,W 31-24,,1,-11,-11.00,0,4,174,43.50,0
127,2000,2000-12-17,15,32.191,DEN,@,KAN,L 7-20,,0,0,,0,7,291,41.57,0
128,2000,2000-12-23,16,32.197,DEN,,SFO,W 38-9,,0,0,,0,2,77,38.50,0
129,2001,2001-09-10,1,33.093,DEN,,NYG,W 31-20,,0,0,,0,4,201,50.25,0
130,2001,2001-09-23,2,33.106,DEN,@,ARI,W 38-17,,0,0,,0,4,217,54.25,0
131,2001,2001-09-30,3,33.113,DEN,,BAL,L 13-20,,0,0,,0,6,279,46.50,0
132,2001,2001-10-07,4,33.120,DEN,,KAN,W 20-6,,0,0,,0,5,245,49.00,0
133,2001,2001-10-14,5,33.127,DEN,@,SEA,L 21-34,,0,0,,0,4,182,45.50,1
134,2001,2001-10-21,6,33.134,DEN,@,SDG,L 10-27,,0,0,,0,6,270,45.00,0
135,2001,2001-10-28,7,33.141,DEN,,NWE,W 31-20,,0,0,,0,4,182,45.50,0
136,2001,2001-11-05,8,33.149,DEN,@,OAK,L 28-38,,0,0,,0,2,80,40.00,0
137,2001,2001-11-11,9,33.155,DEN,,SDG,W 26-16,,0,0,,0,6,319,53.17,0
138,2001,2001-11-18,10,33.162,DEN,,WAS,L 10-17,,0,0,,0,9,354,39.33,0
139,2001,2001-11-22,11,33.166,DEN,@,DAL,W 26-24,,0,0,,0,6,279,46.50,0
140,2001,2001-12-02,12,33.176,DEN,@,MIA,L 10-21,,0,0,,0,6,286,47.67,0
141,2001,2001-12-09,13,33.183,DEN,,SEA,W 20-7,,0,0,,0,4,160,40.00,0
142,2001,2001-12-16,14,33.190,DEN,@,KAN,L 23-26,,0,0,,0,5,196,39.20,0
143,2001,2001-12-30,15,33.204,DEN,,OAK,W 23-17,,0,0,,0,5,190,38.00,0
144,2001,2002-01-06,16,33.211,DEN,@,IND,L 10-29,,0,0,,0,5,228,45.60,0
145,2002,2002-09-08,1,34.091,DEN,,STL,W 23-16,,0,0,,0,3,155,51.67,0
146,2002,2002-09-15,2,34.098,DEN,@,SFO,W 24-14,,0,0,,0,4,147,36.75,0
147,2002,2002-09-22,3,34.105,DEN,,BUF,W 28-23,,1,0,0.00,0,6,259,43.17,0
148,2002,2002-09-30,4,34.113,DEN,@,BAL,L 23-34,,0,0,,0,4,166,41.50,1
149,2002,2002-10-06,5,34.119,DEN,,SDG,W 26-9,,0,0,,0,4,174,43.50,0
150,2002,2002-10-13,6,34.126,DEN,,MIA,L 22-24,,0,0,,0,2,100,50.00,0
151,2002,2002-10-20,7,34.133,DEN,@,KAN,W 37-34,,0,0,,0,4,166,41.50,1
152,2002,2002-10-27,8,34.140,DEN,@,NWE,W 24-16,,0,0,,0,2,72,36.00,0
153,2002,2002-11-03,8,34.147,NYG,,JAX,W 24-17,,0,0,,0,3,114,38.00,0
154,2002,2002-11-10,9,34.154,NYG,@,MIN,W 27-20,,1,0,0.00,0,5,219,43.80,0
155,2002,2002-12-23,15,34.197,PIT,@,TAM,W 17-7,,0,0,,0,5,225,45.00,0
156,2002,2002-12-29,16,34.203,PIT,,BAL,W 34-31,,0,0,,0,2,91,45.50,0
157,2003,2003-09-07,1,35.090,SEA,,NOR,W 27-10,,0,0,,0,7,296,42.29,0
158,2003,2003-09-14,2,35.097,SEA,@,ARI,W 38-0,,0,0,,0,5,199,39.80,0
159,2003,2003-09-21,3,35.104,SEA,,STL,W 24-23,,0,0,,0,4,181,45.25,0
160,2003,2003-10-05,4,35.118,SEA,@,GNB,L 13-35,,0,0,,0,1,32,32.00,0
161,2003,2003-10-12,5,35.125,SEA,,SFO,W 20-19,,0,0,,0,5,187,37.40,0
162,2003,2003-10-19,6,35.132,SEA,,CHI,W 24-17,,0,0,,0,2,90,45.00,0
163,2003,2003-10-26,7,35.139,SEA,@,CIN,L 24-27,,0,0,,0,2,81,40.50,0
164,2003,2003-11-02,8,35.146,SEA,,PIT,W 23-16,,0,0,,0,5,205,41.00,0
165,2003,2003-11-09,9,35.153,SEA,@,WAS,L 20-27,,0,0,,0,3,120,40.00,0
166,2003,2003-11-16,10,35.160,SEA,,DET,W 35-14,,0,0,,0,6,289,48.17,0
167,2003,2003-11-23,11,35.167,SEA,@,BAL,L 41-44,,0,0,,0,6,255,42.50,1
168,2003,2003-11-30,12,35.174,SEA,,CLE,W 34-7,,0,0,,0,2,63,31.50,1
169,2003,2003-12-07,13,35.181,SEA,@,MIN,L 7-34,,0,0,,0,5,218,43.60,0
170,2003,2003-12-14,14,35.188,SEA,@,STL,L 22-27,,0,0,,0,5,200,40.00,0
171,2003,2003-12-21,15,35.195,SEA,,ARI,W 28-10,,0,0,,0,4,168,42.00,0
172,2003,2003-12-27,16,35.201,SEA,@,SFO,W 24-17,,0,0,,0,5,178,35.60,0
173,2004,2004-09-12,1,36.095,SEA,@,NOR,W 21-7,,0,0,,0,7,273,39.00,0
174,2004,2004-09-19,2,36.102,SEA,@,TAM,W 10-6,,0,0,,0,10,475,47.50,0
175,2004,2004-09-26,3,36.109,SEA,,SFO,W 34-0,,0,0,,0,5,203,40.60,0
176,2004,2004-10-10,4,36.123,SEA,,STL,L 27-33,,0,0,,0,4,142,35.50,0
177,2005,2005-10-09,5,37.122,SEA,@,STL,W 37-31,,0,0,,0,6,242,40.33,0
178,2005,2005-10-16,6,37.129,SEA,,HOU,W 42-10,,0,0,,0,1,41,41.00,0
179,2005,2005-10-23,7,37.136,SEA,,DAL,W 13-10,,0,0,,0,9,335,37.22,0
180,2005,2005-11-06,8,37.150,SEA,@,ARI,W 33-19,,0,0,,0,4,182,45.50,0
181,2005,2005-11-13,9,37.157,SEA,,STL,W 31-16,,0,0,,0,3,119,39.67,0
182,2005,2005-11-20,10,37.164,SEA,@,SFO,W 27-25,,0,0,,0,5,215,43.00,0
183,2005,2005-11-27,11,37.171,SEA,,NYG,W 24-21,,0,0,,0,9,410,45.56,0
184,2005,2005-12-05,12,37.179,SEA,@,PHI,W 42-0,,0,0,,0,9,367,40.78,0
185,2005,2005-12-11,13,37.185,SEA,,SFO,W 41-3,,0,0,,0,2,78,39.00,0
186,2005,2005-12-18,14,37.192,SEA,@,TEN,W 28-24,,0,0,,0,2,77,38.50,0
187,2005,2005-12-24,15,37.198,SEA,,IND,W 28-13,,0,0,,0,5,251,50.20,0
188,2005,2006-01-01,16,37.206,SEA,@,GNB,L 17-23,,0,0,,0,6,222,37.00,0
