ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1991,1991-09-01,1,24.007,MIA,@,BUF,L 31-35,4,4,100.0,1,1,100.0,0,7
2,1991,1991-09-08,2,24.014,MIA,,IND,W 17-6,2,2,100.0,1,1,100.0,0,5
3,1991,1991-11-10,10,24.077,NWE,@,MIA,L 20-30,2,2,100.0,2,2,100.0,0,8
4,1991,1991-11-17,11,24.084,NWE,,NYJ,L 21-28,3,3,100.0,,1,0.0,0,3
5,1991,1991-11-24,12,24.091,NWE,,BUF,W 16-13,1,2,50.0,1,3,33.3,0,4
6,1991,1991-12-01,13,24.098,NWE,@,DEN,L 3-20,,,,1,1,100.0,0,3
7,1991,1991-12-08,14,24.105,NWE,,IND,W 23-17,2,2,100.0,1,1,100.0,0,5
8,1991,1991-12-15,15,24.112,NWE,@,NYJ,W 6-3,,,,2,2,100.0,0,6
9,1991,1991-12-22,16,24.119,NWE,@,CIN,L 7-29,1,1,100.0,,,,0,1
10,1992,1992-09-13,1,25.019,NWE,@,RAM,L 0-14,,,,,1,0.0,0,0
11,1992,1992-09-20,2,25.026,NWE,,SEA,L 6-10,,1,0.0,,,,0,0
12,1992,1992-09-27,3,25.033,NWE,,BUF,L 7-41,1,1,100.0,,,,0,1
13,1992,1992-10-04,4,25.040,NWE,@,NYJ,L 21-30,3,3,100.0,,1,0.0,0,3
14,1992,1992-10-11,5,25.047,NWE,,SFO,L 12-24,,1,0.0,2,2,100.0,0,6
15,1992,1992-10-18,6,25.054,NWE,@,MIA,L 17-38,2,2,100.0,1,2,50.0,0,5
16,1992,1992-10-25,7,25.061,NWE,,CLE,L 17-19,2,2,100.0,1,1,100.0,0,5
17,1992,1992-11-01,8,25.068,NWE,@,BUF,L 7-16,1,1,100.0,,,,0,1
18,1992,1992-11-08,9,25.075,NWE,,NOR,L 14-31,2,2,100.0,,,,0,2
19,1992,1992-11-15,10,25.082,NWE,@,IND,W 37-34,4,4,100.0,3,3,100.0,0,13
20,1992,1992-11-22,11,25.089,NWE,,NYJ,W 24-3,3,3,100.0,1,1,100.0,0,6
21,1992,1992-11-29,12,25.096,NWE,@,ATL,L 0-34,,,,,1,0.0,0,0
22,1992,1992-12-06,13,25.103,NWE,,IND,L 0-6,,,,,1,0.0,0,0
23,1992,1992-12-13,14,25.110,NWE,@,KAN,L 20-27,2,2,100.0,,1,0.0,0,2
24,1992,1992-12-20,15,25.117,NWE,@,CIN,L 10-20,1,1,100.0,1,1,100.0,0,4
25,1992,1992-12-27,16,25.124,NWE,,MIA,L 13-16,1,1,100.0,2,2,100.0,0,7
