ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-13,1,22.357,MIA,@,WAS,W 17-10,,1.0,1,0,0,0,0
2,2015,2015-09-20,2,22.364,MIA,@,JAX,L 20-23,,0.0,0,0,0,0,0
3,2015,2015-10-04,4,23.013,MIA,,NYJ,L 14-27,,0.0,0,0,0,0,0
4,2015,2015-10-18,5,23.027,MIA,@,TEN,W 38-10,,0.0,0,0,0,0,0
5,2015,2015-10-25,6,23.034,MIA,,HOU,W 44-26,,0.0,1,0,0,0,0
6,2015,2015-10-29,7,23.038,MIA,@,NWE,L 7-36,,0.0,1,1,0,0,0
7,2015,2015-11-08,8,23.048,MIA,@,BUF,L 17-33,,1.0,1,0,0,0,0
8,2015,2015-11-15,9,23.055,MIA,@,PHI,W 20-19,,0.0,0,0,0,0,0
9,2015,2015-11-22,10,23.062,MIA,,DAL,L 14-24,,0.0,2,0,0,0,0
10,2015,2015-11-29,11,23.069,MIA,@,NYJ,L 20-38,,0.0,2,0,0,0,0
11,2015,2015-12-06,12,23.076,MIA,,BAL,W 15-13,*,0.0,1,3,0,0,0
12,2015,2015-12-14,13,23.084,MIA,,NYG,L 24-31,,0.0,2,0,0,0,0
13,2015,2015-12-20,14,23.090,MIA,@,SDG,L 14-30,*,0.0,1,0,0,0,0
14,2015,2015-12-27,15,23.097,MIA,,IND,L 12-18,*,0.0,1,0,0,0,0
15,2015,2016-01-03,16,23.104,MIA,,NWE,W 20-10,*,0.0,2,0,0,0,0
16,2016,2016-09-11,1,23.356,MIA,@,SEA,L 10-12,*,0.5,0,4,0,0,0
17,2016,2016-09-18,2,23.363,MIA,@,NWE,L 24-31,*,0.0,0,2,0,0,0
18,2016,2016-09-25,3,24.004,MIA,,CLE,W 30-24,*,0.0,0,0,0,0,0
19,2016,2016-09-29,4,24.008,MIA,@,CIN,L 7-22,*,0.0,2,0,0,0,0
20,2016,2016-10-09,5,24.018,MIA,,TEN,L 17-30,*,0.0,1,1,0,0,0
21,2016,2016-10-16,6,24.025,MIA,,PIT,W 30-15,*,0.0,0,0,0,0,0
22,2016,2016-10-23,7,24.032,MIA,,BUF,W 28-25,*,0.0,0,1,0,0,0
23,2016,2016-11-06,8,24.046,MIA,,NYJ,W 27-23,*,0.0,1,0,1,17,0
24,2016,2016-11-13,9,24.053,MIA,@,SDG,W 31-24,*,0.0,1,1,0,0,0
25,2016,2016-11-20,10,24.060,MIA,@,LAR,W 14-10,*,0.0,2,0,0,0,0
26,2016,2016-11-27,11,24.067,MIA,,SFO,W 31-24,*,0.0,0,0,0,0,0
27,2016,2016-12-04,12,24.074,MIA,@,BAL,L 6-38,,0.0,0,1,0,0,0
28,2016,2016-12-11,13,24.081,MIA,,ARI,W 26-23,,0.0,0,0,0,0,0
29,2016,2016-12-17,14,24.087,MIA,@,NYJ,W 34-13,,0.0,2,0,0,0,0
30,2016,2016-12-24,15,24.094,MIA,@,BUF,W 34-31,,0.0,2,0,0,0,0
31,2016,2017-01-01,16,24.102,MIA,,NWE,L 14-35,,0.0,2,0,0,0,0
32,2017,2017-09-17,1,24.361,MIA,@,LAC,W 19-17,*,0.0,0,3,0,0,0
33,2017,2017-10-15,5,25.024,MIA,@,ATL,W 20-17,*,0.0,1,1,0,0,0
34,2017,2017-10-22,6,25.031,MIA,,NYJ,W 31-28,*,0.0,0,0,0,0,0
35,2017,2017-10-26,7,25.035,MIA,@,BAL,L 0-40,,0.0,1,0,0,0,0
36,2017,2017-11-05,8,25.045,MIA,,OAK,L 24-27,,0.0,0,1,0,0,0
37,2017,2017-11-13,9,25.053,MIA,@,CAR,L 21-45,*,0.0,0,0,0,0,0
38,2017,2017-11-19,10,25.059,MIA,,TAM,L 20-30,*,0.0,1,0,0,0,0
39,2017,2017-11-26,11,25.066,MIA,@,NWE,L 17-35,*,0.0,2,1,0,0,0
40,2017,2017-12-03,12,25.073,MIA,,DEN,W 35-9,*,1.0,2,0,0,0,0
41,2017,2017-12-11,13,25.081,MIA,,NWE,W 27-20,*,1.0,1,0,0,0,0
42,2017,2017-12-17,14,25.087,MIA,@,BUF,L 16-24,*,0.0,0,0,0,0,0
43,2017,2017-12-24,15,25.094,MIA,@,KAN,L 13-29,*,0.0,2,0,0,0,0
44,2017,2017-12-31,16,25.101,MIA,,BUF,L 16-22,*,0.0,0,0,0,0,0
45,2018,2018-09-09,1,25.353,MIA,,TEN,W 27-20,,0.0,0,1,0,0,0
46,2018,2018-09-16,2,25.360,MIA,@,NYJ,W 20-12,,1.0,1,0,0,0,0
47,2018,2018-09-23,3,26.002,MIA,,OAK,W 28-20,,0.0,2,0,0,0,0
