ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2003,2003-10-12,6,25.087,NWE,,NYG,W 17-6,
2,2003,2003-10-19,7,25.094,NWE,@,MIA,W 19-13,
3,2003,2003-10-26,8,25.101,NWE,,CLE,W 9-3,
4,2003,2003-11-03,9,25.109,NWE,@,DEN,W 30-26,
5,2003,2003-11-23,11,25.129,NWE,@,HOU,W 23-20,
6,2003,2003-12-27,16,25.163,NWE,,BUF,W 31-0,
7,2004,2004-10-03,3,26.078,NWE,@,BUF,W 31-17,
8,2004,2004-10-10,4,26.085,NWE,,MIA,W 24-10,
9,2004,2004-10-17,5,26.092,NWE,,SEA,W 30-20,
10,2004,2004-10-24,6,26.099,NWE,,NYJ,W 13-7,
11,2004,2004-10-31,7,26.106,NWE,@,PIT,L 20-34,*
12,2004,2004-11-07,8,26.113,NWE,@,STL,W 40-22,*
13,2004,2004-11-14,9,26.120,NWE,,BUF,W 29-6,*
14,2004,2004-11-22,10,26.128,NWE,@,KAN,W 27-19,*
15,2004,2004-11-28,11,26.134,NWE,,BAL,W 24-3,*
16,2004,2004-12-05,12,26.141,NWE,@,CLE,W 42-15,*
17,2004,2004-12-12,13,26.148,NWE,,CIN,W 35-28,*
18,2004,2004-12-20,14,26.156,NWE,@,MIA,L 28-29,*
19,2004,2004-12-26,15,26.162,NWE,@,NYJ,W 23-7,*
20,2004,2005-01-02,16,26.169,NWE,,SFO,W 21-7,*
21,2005,2005-10-16,6,27.091,NWE,@,DEN,L 20-28,
22,2005,2005-10-30,7,27.105,NWE,,BUF,W 21-16,
23,2005,2005-11-07,8,27.113,NWE,,IND,L 21-40,
24,2005,2005-11-13,9,27.119,NWE,@,MIA,W 23-16,*
25,2005,2005-11-20,10,27.126,NWE,,NOR,W 24-17,*
26,2005,2005-11-27,11,27.133,NWE,@,KAN,L 16-26,*
27,2005,2005-12-04,12,27.140,NWE,,NYJ,W 16-3,*
28,2005,2005-12-11,13,27.147,NWE,@,BUF,W 35-7,*
29,2005,2005-12-17,14,27.153,NWE,,TAM,W 28-0,*
30,2005,2005-12-26,15,27.162,NWE,@,NYJ,W 31-21,*
31,2005,2006-01-01,16,27.168,NWE,,MIA,L 26-28,*
32,2007,2007-09-30,4,29.075,STL,@,DAL,L 7-35,
33,2007,2007-10-14,6,29.089,STL,@,BAL,L 3-22,
34,2007,2007-10-28,8,29.103,STL,,CLE,L 20-27,*
35,2007,2007-11-11,9,29.117,STL,@,NOR,W 37-29,*
36,2007,2007-11-18,10,29.124,STL,@,SFO,W 13-9,*
37,2007,2007-11-25,11,29.131,STL,,SEA,L 19-24,
38,2007,2007-12-02,12,29.138,STL,,ATL,W 28-16,*
39,2007,2007-12-09,13,29.145,STL,@,CIN,L 10-19,*
40,2007,2007-12-16,14,29.152,STL,,GNB,L 14-33,*
41,2007,2007-12-20,15,29.156,STL,,PIT,L 24-41,*
42,2007,2007-12-30,16,29.166,STL,@,ARI,L 19-48,*
43,2009,2009-11-09,8,31.115,DEN,,PIT,L 10-28,
44,2009,2009-11-15,9,31.121,DEN,@,WAS,L 17-27,
45,2009,2009-11-22,10,31.128,DEN,,SDG,L 3-32,
46,2009,2009-11-26,11,31.132,DEN,,NYG,W 26-6,
47,2009,2009-12-27,15,31.163,DEN,@,PHI,L 27-30,*
48,2009,2010-01-03,16,31.170,DEN,,KAN,L 24-44,
