ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-08,1,22.307,GNB,@,NWE,L 20-26,,0,0,,0,,,0,0,,0,0,0,,0,2,23,11.50,0,0,0
2,1985,1985-09-15,2,22.314,GNB,,NYG,W 23-20,,0,0,,0,,,0,0,,0,1,20,20.00,0,5,53,10.60,0,0,0
3,1985,1985-09-22,3,22.321,GNB,,NYJ,L 3-24,,0,0,,0,,,0,0,,0,3,77,25.67,0,2,28,14.00,0,0,0
4,1985,1985-09-29,4,22.328,GNB,@,STL,L 28-43,,0,0,,0,,,0,0,,0,0,0,,0,2,14,7.00,0,0,0
5,1985,1985-10-06,5,22.335,GNB,,DET,W 43-10,,0,0,,0,,,0,0,,0,1,12,12.00,0,0,0,,0,0,0
6,1985,1985-10-27,8,22.356,GNB,@,IND,L 10-37,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0,,0,0,0
7,1985,1985-11-10,10,23.005,GNB,@,MIN,W 27-17,,,,,,,,,,,,0,0,,0,0,0,,0,,
8,1985,1985-11-17,11,23.012,GNB,,NOR,W 38-14,,,,,,,,,,,,0,0,,0,0,0,,0,,
9,1985,1985-11-24,12,23.019,GNB,@,RAM,L 17-34,,,,,,,,,,,,0,0,,0,0,0,,0,,
10,1985,1985-12-01,13,23.026,GNB,,TAM,W 21-0,,,,,,,,,,,,0,0,,0,0,0,,0,,
11,1985,1985-12-08,14,23.033,GNB,,MIA,L 24-34,,,,,,,,,,,,0,0,,0,0,0,,0,,
12,1985,1985-12-15,15,23.040,GNB,@,DET,W 26-23,,0,0,,0,,,0,0,,0,3,88,29.33,0,2,39,19.50,0,0,0
13,1985,1985-12-22,16,23.047,GNB,@,TAM,W 20-17,,0,0,,0,,,0,0,,0,0,0,,0,1,22,22.00,0,0,0
14,1986,1986-09-07,1,23.306,GNB,,HOU,L 3-31,,2,67,33.50,0,,,0,0,,0,3,54,18.00,0,0,0,,0,0,0
15,1986,1986-09-14,2,23.313,GNB,@,NOR,L 10-24,,3,39,13.00,0,,,0,0,,0,2,35,17.50,0,3,14,4.67,0,0,0
16,1986,1986-09-22,3,23.321,GNB,,CHI,L 12-25,,3,43,14.33,0,,,0,0,,0,3,97,32.33,0,3,2,0.67,0,0,0
17,1986,1986-09-28,4,23.327,GNB,@,MIN,L 7-42,,2,69,34.50,0,,,0,0,,0,3,88,29.33,0,1,8,8.00,0,0,0
18,1986,1986-10-05,5,23.334,GNB,,CIN,L 28-34,,1,12,12.00,0,,,0,0,,0,2,33,16.50,0,2,49,24.50,0,0,0
19,1986,1986-10-12,6,23.341,GNB,,DET,L 14-21,,2,45,22.50,0,,,0,0,,0,1,27,27.00,0,1,4,4.00,0,0,0
20,1986,1986-10-19,7,23.348,GNB,@,CLE,W 17-14,,1,8,8.00,0,,,0,0,,0,3,61,20.33,0,4,35,8.75,0,0,0
21,1986,1986-10-26,8,23.355,GNB,,SFO,L 17-31,,2,71,35.50,0,,,0,0,,0,4,55,13.75,0,4,3,0.75,0,0,0
22,1986,1986-11-02,9,23.362,GNB,@,PIT,L 3-27,,5,97,19.40,0,,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
23,1986,1986-11-09,10,24.004,GNB,,WAS,L 7-16,,0,0,,0,,,0,0,,0,2,29,14.50,0,2,7,3.50,0,0,0
24,1986,1986-11-16,11,24.011,GNB,,TAM,W 31-7,,4,54,13.50,0,,,0,0,,0,0,0,,0,4,62,15.50,0,0,0
25,1986,1986-11-23,12,24.018,GNB,@,CHI,L 10-12,,0,0,,0,,,0,0,,0,1,9,9.00,0,1,1,1.00,0,0,0
26,1986,1986-11-27,13,24.022,GNB,@,DET,W 44-40,,4,124,31.00,2,,,0,0,,0,3,50,16.67,0,2,113,56.50,1,3,18
27,1986,1986-12-07,14,24.032,GNB,,MIN,L 6-32,,2,25,12.50,0,,,0,0,,0,0,0,,0,1,11,11.00,0,0,0
28,1986,1986-12-14,15,24.039,GNB,@,TAM,W 21-7,,3,63,21.00,0,,,1,19,19.00,0,0,0,,0,4,10,2.50,0,0,0
29,1986,1986-12-20,16,24.045,GNB,@,NYG,L 24-55,,1,6,6.00,0,,,0,0,,0,0,0,,0,1,-3,-3.00,0,0,0
30,1987,1987-09-13,1,24.312,GNB,,RAI,L 0-20,,3,30,10.00,0,,,0,0,,0,0,0,,0,5,32,6.40,0,0,0
31,1987,1987-09-20,2,24.319,GNB,,DEN,T 17-17,,2,59,29.50,0,,,0,0,,0,0,0,,0,1,1,1.00,0,0,0
32,1987,1987-10-25,6,24.354,GNB,@,DET,W 34-33,,6,150,25.00,1,,,0,0,,0,1,-2,-2.00,0,3,9,3.00,0,1,6
33,1987,1987-11-01,7,24.361,GNB,,TAM,L 17-23,,3,45,15.00,0,,,0,0,,0,0,0,,0,3,12,4.00,0,0,0
34,1987,1987-11-08,8,25.003,GNB,,CHI,L 24-26,,2,33,16.50,0,,,0,0,,0,0,0,,0,2,22,11.00,0,0,0
