ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,23.362,DEN,@,CIN,L 7-17,,,,
2,1976,1976-09-19,2,24.003,DEN,,NYJ,W 46-3,,,,
3,1976,1976-09-26,3,24.010,DEN,,CLE,W 44-13,,,,
4,1976,1976-10-03,4,24.017,DEN,,SDG,W 26-0,,,,
5,1976,1976-10-10,5,24.024,DEN,@,HOU,L 3-17,,,,
6,1976,1976-10-17,6,24.031,DEN,,OAK,L 10-17,,,,
7,1976,1976-10-24,7,24.038,DEN,@,KAN,W 35-26,,,,
8,1976,1976-10-31,8,24.045,DEN,@,OAK,L 6-19,,,,
9,1976,1976-11-07,9,24.052,DEN,,TAM,W 48-13,,,,
10,1976,1976-11-14,10,24.059,DEN,@,SDG,W 17-0,,,,
11,1976,1976-11-21,11,24.066,DEN,,NYG,W 14-13,,,,
12,1976,1976-11-28,12,24.073,DEN,@,NWE,L 14-38,,,,
13,1976,1976-12-05,13,24.080,DEN,,KAN,W 17-16,,,,
14,1976,1976-12-12,14,24.087,DEN,@,CHI,W 28-14,1,8,8.00,0
