ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,22.300,SFO,@,NOR,W 17-13,4,35,8.75,0,1,6,6.00,0,0,0,,0,0,0
2,1974,1974-09-22,2,22.307,SFO,@,ATL,W 16-10,17,68,4.00,0,2,45,22.50,0,0,0,,0,0,0
3,1974,1974-09-29,3,22.314,SFO,,CIN,L 3-21,17,83,4.88,0,5,8,1.60,0,0,0,,0,0,0
4,1974,1974-10-06,4,22.321,SFO,,STL,L 9-34,14,91,6.50,0,0,0,,0,0,0,,0,0,0
5,1974,1974-10-14,5,22.329,SFO,@,DET,L 13-17,14,91,6.50,0,2,15,7.50,1,3,64,21.33,0,1,6
6,1974,1974-10-20,6,22.335,SFO,@,RAM,L 14-37,6,22,3.67,0,2,28,14.00,1,2,39,19.50,0,1,6
7,1974,1974-10-27,7,22.342,SFO,,OAK,L 24-35,14,63,4.50,0,0,0,,0,0,0,,0,0,0
8,1974,1974-11-04,8,22.350,SFO,,RAM,L 13-15,17,31,1.82,0,2,50,25.00,0,0,0,,0,0,0
9,1974,1974-11-10,9,22.356,SFO,@,DAL,L 14-20,13,29,2.23,0,3,13,4.33,0,0,0,,0,0,0
10,1974,1974-11-17,10,22.363,SFO,@,CHI,W 34-0,13,19,1.46,0,2,14,7.00,0,0,0,,0,0,0
11,1974,1974-11-24,11,23.005,SFO,,ATL,W 27-0,9,14,1.56,0,0,0,,0,0,0,,0,0,0
12,1974,1974-12-01,12,23.012,SFO,@,CLE,L 0-7,19,91,4.79,0,1,1,1.00,0,0,0,,0,0,0
13,1974,1974-12-08,13,23.019,SFO,,GNB,W 7-6,7,23,3.29,0,2,5,2.50,0,0,0,,0,0,0
14,1974,1974-12-15,14,23.026,SFO,,NOR,W 35-21,10,45,4.50,0,1,5,5.00,0,0,0,,0,0,0
15,1975,1975-09-21,1,23.306,SFO,@,MIN,L 17-27,15,59,3.93,0,2,-2,-1.00,0,0,0,,0,0,0
16,1975,1975-09-28,2,23.313,SFO,,RAM,L 14-23,6,8,1.33,0,0,0,,0,0,0,,0,0,0
17,1975,1975-10-05,3,23.320,SFO,@,KAN,W 20-3,4,16,4.00,0,0,0,,0,0,0,,0,0,0
18,1975,1975-10-12,4,23.327,SFO,,ATL,L 3-17,8,25,3.13,0,4,38,9.50,0,0,0,,0,0,0
19,1975,1975-10-19,5,23.334,SFO,,NOR,W 35-21,4,22,5.50,0,2,11,5.50,0,0,0,,0,0,0
20,1975,1975-10-26,6,23.341,SFO,@,NWE,L 16-24,1,1,1.00,0,0,0,,0,0,0,,0,0,0
21,1975,1975-11-02,7,23.348,SFO,,DET,L 17-28,8,19,2.38,0,0,0,,0,0,0,,0,0,0
22,1975,1975-11-09,8,23.355,SFO,@,RAM,W 24-23,8,22,2.75,0,0,0,,0,0,0,,0,0,0
