ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-05,1,25.228,NYG,,SFO,L 13-16,,,,,,,0.0%,,,,,,,,,,
2,2002,2002-09-22,3,25.245,NYG,,SEA,W 9-6,,0,,,,,0.0%,,,,,,,,,,
3,2003,2003-11-16,10,26.300,NYG,@,PHI,L 10-28,,,,,,,0.0%,,,,,,,,,,
4,2003,2003-11-24,11,26.308,NYG,@,TAM,L 13-19,,0,,,,,0.0%,,,,,,,,,,
5,2003,2003-11-30,12,26.314,NYG,,BUF,L 7-24,,3,,,,,0.0%,,,,,,,,,,
6,2003,2003-12-07,13,26.321,NYG,,WAS,L 7-20,,,,,,,0.0%,,,,,,,,,,
7,2003,2003-12-14,14,26.328,NYG,@,NOR,L 7-45,,0,,,,,0.0%,,,,,,,,,,
8,2003,2003-12-21,15,26.335,NYG,@,DAL,L 3-19,,0,,,,,0.0%,,,,,,,,,,
9,2003,2003-12-28,16,26.342,NYG,,CAR,L 24-37,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
10,2004,2004-10-31,7,27.285,BAL,@,PHI,L 10-15,,,,,,,0.0%,,,,,,,,,,
11,2004,2004-11-07,8,27.292,BAL,,CLE,W 27-13,*,1,,,,,0.0%,,,,,,,,,,
12,2004,2004-11-14,9,27.299,BAL,@,NYJ,W 20-17,,,,,,,0.0%,,,,,,,,,,
13,2004,2004-11-21,10,27.306,BAL,,DAL,W 30-10,*,3,3,40,13.33,1,100.0%,13.33,0,0,,0,1,6,0.0,,
14,2004,2004-11-28,11,27.313,BAL,@,NWE,L 3-24,,,,,,,0.0%,,,,,,,,,,
15,2004,2004-12-05,12,27.320,BAL,,CIN,L 26-27,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,,
16,2004,2004-12-12,13,27.327,BAL,,NYG,W 37-14,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
17,2004,2004-12-19,14,27.334,BAL,@,IND,L 10-20,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
18,2004,2004-12-26,15,27.341,BAL,@,PIT,L 7-20,*,3,1,5,5.00,0,33.3%,1.67,1,7,7.00,0,0,0,0.0,,
19,2004,2005-01-02,16,27.348,BAL,,MIA,W 30-23,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,,
