ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
31,1997,1997-12-21,16,24.100,CIN,,BAL,W 16-14,,1,7,7.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
32,1998,1998-09-06,1,24.359,CIN,,TEN,L 14-23,,2,4,2.00,0,6,6,25,4.17,0,100.0%,4.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1999,1999-09-12,1,26.000,CIN,@,TEN,L 35-36,,6,15,2.50,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
34,1999,1999-09-19,2,26.007,CIN,,SDG,L 7-34,,0,0,,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1999,1999-09-26,3,26.014,CIN,@,CAR,L 3-27,,,,,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
36,2001,2001-09-30,3,28.018,WAS,,KAN,L 13-45,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,21,10.50,0,0,0
37,2001,2001-10-07,4,28.025,WAS,@,NYG,L 9-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,67,22.33,0,0,0
38,2001,2001-10-15,5,28.033,WAS,@,DAL,L 7-9,,0,0,,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,2001,2001-10-21,6,28.039,WAS,,CAR,W 17-14,,0,0,,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,2001,2001-10-28,7,28.046,WAS,,NYG,W 35-21,,2,40,20.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,2001,2001-11-04,8,28.053,WAS,,SEA,W 27-14,,10,57,5.70,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,2001,2001-11-18,9,28.067,WAS,@,DEN,W 17-10,,2,16,8.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,2001,2001-11-25,10,28.074,WAS,@,PHI,W 13-3,,18,56,3.11,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
44,2001,2001-12-02,11,28.081,WAS,,DAL,L 14-20,,1,3,3.00,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,2001,2001-12-09,12,28.088,WAS,@,ARI,W 20-10,,4,15,3.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,2001,2001-12-16,13,28.095,WAS,,PHI,L 6-20,,1,15,15.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0
47,2001,2001-12-23,14,28.102,WAS,,CHI,L 15-20,,5,28,5.60,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,2,23,11.50,0,0,0
48,2001,2001-12-30,15,28.109,WAS,@,NOR,W 40-10,,15,51,3.40,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
49,2001,2002-01-06,16,28.116,WAS,,ARI,W 20-17,,3,24,8.00,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
50,2003,2003-09-28,4,30.016,NOR,,IND,L 21-55,,4,36,9.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
51,2003,2003-10-05,5,30.023,NOR,@,CAR,L 13-19,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,2003,2003-10-12,6,30.030,NOR,,CHI,W 20-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
53,2003,2003-10-19,7,30.037,NOR,@,ATL,W 45-17,,10,21,2.10,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,2003,2003-10-26,8,30.044,NOR,,CAR,L 20-23,,1,0,0.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,2003,2003-11-02,9,30.051,NOR,@,TAM,W 17-14,,1,-1,-1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,2003,2003-11-16,10,30.065,NOR,,ATL,W 23-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
57,2003,2003-11-23,11,30.072,NOR,@,PHI,L 20-33,,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,2004,2004-09-26,3,31.014,NOR,@,STL,W 28-25,,7,12,1.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,2004,2004-10-03,4,31.021,NOR,@,ARI,L 10-34,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
