ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,21.358,NWE,@,NYJ,W 27-24,0,0,,0,,,,,,
2,1989,1989-09-17,2,22.000,NWE,,MIA,L 10-24,0,0,,0,,,,,,
3,1989,1989-09-24,3,22.007,NWE,,SEA,L 3-24,0,0,,0,,,,,,
4,1989,1989-10-01,4,22.014,NWE,@,BUF,L 10-31,0,0,,0,,,,,,
5,1989,1989-10-08,5,22.021,NWE,,HOU,W 23-13,0,0,,0,0,0,0.0,1,13,0
6,1989,1989-10-15,6,22.028,NWE,@,ATL,L 15-16,0,0,,0,,,,,,
7,1989,1989-10-22,7,22.035,NWE,@,SFO,L 20-37,0,0,,0,,,,,,
8,1989,1989-10-29,8,22.042,NWE,@,IND,W 23-20,0,0,,0,,,,,,
9,1989,1989-11-05,9,22.049,NWE,,NYJ,L 26-27,0,0,,0,,,,,,
10,1989,1989-11-12,10,22.056,NWE,,NOR,L 24-28,1,6,6.00,0,0,0,0.0,0,0,0
11,1989,1989-11-19,11,22.063,NWE,,BUF,W 33-24,0,0,,0,1,6,0.0,1,16,1
12,1989,1989-11-26,12,22.070,NWE,@,RAI,L 21-24,0,0,,0,,,,,,
13,1989,1989-12-03,13,22.077,NWE,,IND,W 22-16,0,0,,0,0,0,0.0,1,0,0
14,1989,1989-12-10,14,22.084,NWE,@,MIA,L 10-31,0,0,,0,0,0,0.0,1,0,0
15,1989,1989-12-17,15,22.091,NWE,@,PIT,L 10-28,0,0,,0,,,,,,
16,1989,1989-12-24,16,22.098,NWE,,RAM,L 20-24,0,0,,0,0,0,0.0,1,2,0
17,1990,1990-09-09,1,22.357,NWE,,MIA,L 24-27,,,,,,,,,,
18,1990,1990-09-16,2,22.364,NWE,@,IND,W 16-14,0,0,,0,0,0,0.0,2,0,0
19,1990,1990-09-23,3,23.006,NWE,@,CIN,L 7-41,0,0,,0,0,0,0.0,1,25,0
20,1990,1990-09-30,4,23.013,NWE,,NYJ,L 13-37,0,0,,0,0,0,0.0,1,36,0
21,1990,1990-10-07,5,23.020,NWE,,SEA,L 20-33,,,,,,,,,,
22,1990,1990-10-18,6,23.031,NWE,@,MIA,L 10-17,,,,,,,,,,
