ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
25,2015,2015-12-13,13,26.132,BUF,@,PHI,L 20-23,*,19,36,52.78,268,1,1,74.8,1,8,7.44,6.75,8,53,6.63,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
26,2015,2015-12-20,14,26.139,BUF,@,WAS,L 25-35,*,16,27,59.26,235,2,0,112.4,5,23,8.70,10.19,9,79,8.78,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
27,2015,2015-12-27,15,26.146,BUF,,DAL,W 16-6,*,13,18,72.22,179,0,1,80.6,3,7,9.94,7.44,14,67,4.79,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2015,2016-01-03,16,26.153,BUF,,NYJ,W 22-17,*,18,28,64.29,182,0,0,82.7,2,0,6.50,6.50,10,51,5.10,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
29,2016,2016-09-11,1,27.039,BUF,@,BAL,L 7-13,*,15,22,68.18,111,0,0,79.9,2,16,5.05,5.05,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
30,2016,2016-09-15,2,27.043,BUF,,NYJ,L 31-37,*,18,30,60.00,297,3,1,112.8,0,0,9.90,10.40,2,25,12.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
31,2016,2016-09-25,3,27.053,BUF,,ARI,W 33-18,*,14,25,56.00,119,0,1,51.9,4,30,4.76,2.96,9,76,8.44,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
32,2016,2016-10-02,4,27.060,BUF,@,NWE,W 16-0,*,27,39,69.23,246,1,0,94.6,2,2,6.31,6.82,5,28,5.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
33,2016,2016-10-09,5,27.067,BUF,@,LAR,W 30-19,*,12,23,52.17,124,2,0,97.0,2,12,5.39,7.13,5,28,5.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
34,2016,2016-10-16,6,27.074,BUF,,SFO,W 45-16,*,16,25,64.00,179,2,0,111.9,3,0,7.16,8.76,8,68,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
35,2016,2016-10-23,7,27.081,BUF,@,MIA,L 25-28,*,14,28,50.00,221,1,0,88.5,4,21,7.89,8.61,7,35,5.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
36,2016,2016-10-30,8,27.088,BUF,,NWE,L 25-41,*,19,38,50.00,183,0,0,63.8,1,7,4.82,4.82,5,48,9.60,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
37,2016,2016-11-07,9,27.096,BUF,@,SEA,L 25-31,*,27,38,71.05,289,1,1,90.8,5,26,7.61,6.95,8,43,5.38,1,0,0,0,,0,0.0%,,1,1,8,0.0,0,0
38,2016,2016-11-20,10,27.109,BUF,@,CIN,W 16-12,*,19,27,70.37,166,0,1,70.9,2,7,6.15,4.48,9,39,4.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2016,2016-11-27,11,27.116,BUF,,JAX,W 28-21,*,12,18,66.67,166,1,0,114.6,5,15,9.22,10.33,7,38,5.43,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
40,2016,2016-12-04,12,27.123,BUF,@,OAK,L 24-38,*,18,35,51.43,191,0,1,55.8,4,21,5.46,4.17,3,30,10.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
41,2016,2016-12-11,13,27.130,BUF,,PIT,L 20-27,*,15,25,60.00,228,2,1,100.1,5,20,9.12,8.92,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2016,2016-12-18,14,27.137,BUF,,CLE,W 33-13,*,17,24,70.83,174,1,0,105.2,1,3,7.25,8.08,7,49,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
43,2016,2016-12-24,15,27.143,BUF,,MIA,L 31-34,*,26,39,66.67,329,3,0,118.4,2,12,8.44,9.97,12,60,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2017,2017-09-10,1,28.038,BUF,,NYJ,W 21-12,*,16,28,57.14,224,2,1,92.0,2,6,8.00,7.82,8,38,4.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2017,2017-09-17,2,28.045,BUF,@,CAR,L 3-9,*,17,25,68.00,125,0,0,79.6,3,18,5.00,5.00,8,55,6.88,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
46,2017,2017-09-24,3,28.052,BUF,,DEN,W 26-16,*,20,26,76.92,213,2,0,126.0,4,16,8.19,9.73,8,13,1.63,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2017,2017-10-01,4,28.059,BUF,@,ATL,W 23-17,*,12,20,60.00,182,1,0,106.7,3,18,9.10,10.10,7,12,1.71,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2017,2017-10-08,5,28.066,BUF,@,CIN,L 16-20,*,20,37,54.05,166,1,1,63.6,6,27,4.49,3.81,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
49,2017,2017-10-22,6,28.080,BUF,,TAM,W 30-27,*,20,33,60.61,268,1,0,96.5,1,7,8.12,8.73,6,53,8.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2017,2017-10-29,7,28.087,BUF,,OAK,W 34-14,*,20,27,74.07,165,1,0,101.6,0,0,6.11,6.85,6,1,0.17,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
51,2017,2017-11-02,8,28.091,BUF,@,NYJ,L 21-34,*,29,40,72.50,285,2,0,108.9,7,41,7.13,8.13,6,35,5.83,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
52,2017,2017-11-12,9,28.101,BUF,,NOR,L 10-47,*,9,18,50.00,56,0,1,33.6,2,6,3.11,0.61,3,27,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2017,2017-11-19,10,28.108,BUF,@,LAC,L 24-54,,15,25,60.00,158,1,0,91.7,1,4,6.32,7.12,4,38,9.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
54,2017,2017-11-26,11,28.115,BUF,@,KAN,W 16-10,*,19,29,65.52,183,1,0,94.5,2,19,6.31,7.00,9,27,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2017,2017-12-03,12,28.122,BUF,,NWE,L 3-23,*,9,18,50.00,65,0,1,35.6,3,25,3.61,1.11,3,32,10.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
56,2017,2017-12-17,14,28.136,BUF,,MIA,W 24-16,*,17,29,58.62,224,1,0,94.6,2,12,7.72,8.41,6,42,7.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
57,2017,2017-12-24,15,28.143,BUF,@,NWE,L 16-37,*,21,38,55.26,281,0,0,78.9,6,39,7.39,7.39,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
58,2017,2017-12-31,16,28.150,BUF,@,MIA,W 22-16,*,19,27,70.37,204,1,0,104.6,4,18,7.56,8.30,6,35,5.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
59,2018,2018-09-09,1,29.037,CLE,,PIT,T 21-21,*,15,40,37.50,197,1,1,51.8,7,47,4.93,4.30,8,77,9.63,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
60,2018,2018-09-16,2,29.044,CLE,@,NOR,L 18-21,*,22,30,73.33,246,1,1,94.6,3,12,8.20,7.37,4,26,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
61,2018,2018-09-20,3,29.048,CLE,,NYJ,W 21-17,*,4,14,28.57,19,0,0,39.6,3,22,1.36,1.36,4,22,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
