ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2005,2005-10-09,5,21.338,GNB,,NOR,W 52-3,
2,2005,2005-10-23,6,21.352,GNB,@,MIN,L 20-23,
3,2006,2006-12-17,14,23.042,GNB,,DET,W 17-9,
4,2007,2007-09-09,1,23.308,GNB,,PHI,W 16-13,
5,2007,2007-09-16,2,23.315,GNB,@,NYG,W 35-13,*
6,2007,2007-09-23,3,23.322,GNB,,SDG,W 31-24,*
7,2007,2007-09-30,4,23.329,GNB,@,MIN,W 23-16,*
8,2007,2007-10-07,5,23.336,GNB,,CHI,L 20-27,*
9,2007,2007-11-11,9,24.006,GNB,,MIN,W 34-0,
10,2007,2007-11-18,10,24.013,GNB,,CAR,W 31-17,
11,2007,2007-11-22,11,24.017,GNB,@,DET,W 37-26,
12,2007,2007-11-29,12,24.024,GNB,@,DAL,L 27-37,
13,2007,2007-12-09,13,24.034,GNB,,OAK,W 38-7,*
14,2007,2007-12-16,14,24.041,GNB,@,STL,W 33-14,*
15,2007,2007-12-23,15,24.048,GNB,@,CHI,L 7-35,*
16,2007,2007-12-30,16,24.055,GNB,,DET,W 34-13,
