ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,22.061,NYJ,@,BUF,W 41-24,,,,,,,,,,,,,,
2,1972,1972-09-24,2,22.068,NYJ,@,BAL,W 44-34,,,,,,,,,,,,,,
3,1972,1972-10-01,3,22.075,NYJ,@,HOU,L 20-26,6,102,17.00,1,0,0,,0,0,0,,0,1,6
4,1972,1972-10-08,4,22.082,NYJ,,MIA,L 17-27,4,76,19.00,0,0,0,,0,0,0,,0,0,0
5,1972,1972-10-15,5,22.089,NYJ,@,NWE,W 41-13,,,,,,,,,,,,,,
6,1972,1972-10-22,6,22.096,NYJ,,BAL,W 24-20,,,,,,,,,,,,,,
7,1972,1972-10-29,7,22.103,NYJ,,NWE,W 34-10,0,0,,0,0,0,,0,1,0,0.00,0,0,0
8,1972,1972-11-05,8,22.110,NYJ,,WAS,L 17-35,,,,,,,,,,,,,,
9,1972,1972-11-12,9,22.117,NYJ,,BUF,W 41-3,4,67,16.75,1,0,0,,0,0,0,,0,1,6
10,1972,1972-11-19,10,22.124,NYJ,@,MIA,L 24-28,,,,,,,,,,,,,,
11,1972,1972-11-23,11,22.128,NYJ,@,DET,L 20-37,,,,,,,,,,,,,,
12,1972,1972-12-03,12,22.138,NYJ,,NOR,W 18-17,,,,,,,,,,,,,,
13,1972,1972-12-11,13,22.146,NYJ,@,OAK,L 16-24,2,59,29.50,0,0,0,,0,0,0,,0,0,0
14,1972,1972-12-17,14,22.152,NYJ,,CLE,L 10-26,,,,,,,,,,,,,,
15,1973,1973-09-17,1,23.061,NYJ,@,GNB,L 7-23,5,96,19.20,0,0,0,,0,0,0,,0,0,0
16,1973,1973-09-23,2,23.067,NYJ,@,BAL,W 34-10,4,56,14.00,0,0,0,,0,0,0,,0,0,0
17,1973,1973-09-30,3,23.074,NYJ,@,BUF,L 7-9,3,57,19.00,1,0,0,,0,0,0,,0,1,6
18,1973,1973-10-07,4,23.081,NYJ,@,MIA,L 3-31,1,28,28.00,0,0,0,,0,0,0,,0,0,0
19,1973,1973-10-14,5,23.088,NYJ,@,NWE,W 9-7,,,,,,,,,,,,,,
20,1973,1973-10-21,6,23.095,NYJ,@,PIT,L 14-26,1,20,20.00,0,0,0,,0,0,0,,0,0,0
21,1973,1973-10-28,7,23.102,NYJ,,DEN,L 28-40,4,111,27.75,2,0,0,,0,0,0,,0,2,12
22,1973,1973-11-04,8,23.109,NYJ,,MIA,L 14-24,4,56,14.00,0,0,0,,0,0,0,,0,0,0
23,1973,1973-11-11,9,23.116,NYJ,,NWE,W 33-13,2,49,24.50,1,0,0,,0,0,0,,0,1,6
24,1973,1973-11-18,10,23.123,NYJ,@,CIN,L 14-20,8,83,10.38,1,0,0,,0,0,0,,0,1,6
25,1973,1973-11-25,11,23.130,NYJ,,ATL,L 20-28,3,30,10.00,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-02,12,23.137,NYJ,,BAL,W 20-17,3,99,33.00,0,1,2,2.00,0,0,0,,0,0,0
27,1973,1973-12-09,13,23.144,NYJ,@,PHI,L 23-24,2,23,11.50,0,0,0,,0,0,0,,0,0,0
28,1973,1973-12-16,14,23.151,NYJ,,BUF,L 14-34,4,102,25.50,1,0,0,,0,0,0,,0,1,6
29,1974,1974-09-15,1,24.059,NYJ,@,KAN,L 16-24,4,58,14.50,0,0,0,,0,0,0,,0,0,0
30,1974,1974-09-22,2,24.066,NYJ,@,CHI,W 23-21,5,90,18.00,0,0,0,,0,0,0,,0,0,0
31,1974,1974-09-29,3,24.073,NYJ,@,BUF,L 12-16,,,,,,,,,,,,,,
32,1974,1974-10-07,4,24.081,NYJ,@,MIA,L 17-21,3,46,15.33,0,0,0,,0,0,0,,0,0,0
