ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1956,1956-09-30,1,24.300,PIT,,WAS,W 30-13,2,28,14.00,0,0,0,,0
2,1956,1956-10-06,2,24.306,PIT,,CLE,L 10-14,4,68,17.00,0,0,0,,0
3,1956,1956-10-14,3,24.314,PIT,,PHI,L 21-35,4,97,24.25,1,0,0,,0
4,1956,1956-10-21,4,24.321,PIT,@,NYG,L 10-38,2,29,14.50,0,0,0,,0
5,1956,1956-10-28,5,24.328,PIT,@,CLE,W 24-16,2,112,56.00,1,1,14,14.00,0
6,1956,1956-11-04,6,24.335,PIT,,NYG,L 14-17,0,0,,0,1,23,23.00,0
