ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
133,2017,2017-10-15,6,31.075,BAL,,CHI,L 24-27,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
134,2017,2017-10-22,7,31.082,BAL,@,MIN,L 16-24,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
135,2017,2017-11-05,9,31.096,BAL,@,TEN,L 20-23,*,7,4,19,4.75,1,57.1%,2.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
136,2017,2017-11-19,10,31.110,BAL,@,GNB,W 23-0,*,4,4,56,14.00,1,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
137,2017,2017-11-27,11,31.118,BAL,,HOU,W 23-16,*,11,5,48,9.60,0,45.5%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
138,2017,2017-12-03,12,31.124,BAL,,DET,W 44-20,*,8,5,116,23.20,0,62.5%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
139,2017,2017-12-10,13,31.131,BAL,@,PIT,L 38-39,*,5,3,72,24.00,0,60.0%,14.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
140,2017,2017-12-17,14,31.138,BAL,@,CLE,W 27-10,*,10,6,89,14.83,0,60.0%,8.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
141,2017,2017-12-23,15,31.144,BAL,,IND,W 23-16,*,6,4,60,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
142,2017,2017-12-31,16,31.152,BAL,,CIN,L 27-31,*,13,5,40,8.00,1,38.5%,3.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
143,2018,2018-09-06,1,32.036,PHI,,ATL,W 18-12,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
144,2018,2018-09-16,2,32.046,PHI,@,TAM,L 21-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
