ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1973,1973-09-17,1,22.250,GNB,,NYJ,W 23-7,,,
2,1973,1973-09-23,2,22.256,GNB,,DET,T 13-13,,,
3,1973,1973-09-30,3,22.263,GNB,@,MIN,L 3-11,,,
4,1973,1973-10-07,4,22.270,GNB,@,NYG,W 16-14,1,8,0
5,1973,1973-10-14,5,22.277,GNB,,KAN,T 10-10,1,0,0
6,1973,1973-10-21,6,22.284,GNB,@,RAM,L 7-24,,,
7,1973,1973-10-28,7,22.291,GNB,@,DET,L 0-34,,,
8,1973,1973-11-04,8,22.298,GNB,,CHI,L 17-31,,,
9,1973,1973-11-11,9,22.305,GNB,,STL,W 25-21,,,
10,1973,1973-11-18,10,22.312,GNB,@,NWE,L 24-33,,,
11,1973,1973-12-16,14,22.340,GNB,@,CHI,W 21-0,,,
12,1974,1974-09-15,1,23.248,BAL,@,PIT,L 0-30,,,
13,1974,1974-09-22,2,23.255,BAL,,GNB,L 13-20,,,
14,1974,1974-09-29,3,23.262,BAL,@,PHI,L 10-30,,,
15,1974,1974-10-06,4,23.269,BAL,@,NWE,L 3-42,,,
16,1974,1974-10-13,5,23.276,BAL,,BUF,L 14-27,,,
17,1974,1974-10-20,6,23.283,BAL,@,NYJ,W 35-20,,,
18,1974,1974-10-27,7,23.290,BAL,@,MIA,L 7-17,,,
19,1974,1974-11-03,8,23.297,BAL,,CIN,L 14-24,,,
20,1974,1974-11-10,9,23.304,BAL,,DEN,L 6-17,,,
21,1974,1974-11-17,10,23.311,BAL,@,ATL,W 17-7,,,
22,1974,1974-11-24,11,23.318,BAL,,NWE,L 17-27,,,
23,1974,1974-12-01,12,23.325,BAL,@,BUF,L 0-6,,,
24,1974,1974-12-08,13,23.332,BAL,,MIA,L 16-17,,,
25,1974,1974-12-15,14,23.339,BAL,,NYJ,L 38-45,,,
26,1975,1975-09-21,1,24.254,BAL,@,CHI,W 35-7,,,
27,1975,1975-09-28,2,24.261,BAL,,OAK,L 20-31,,,
28,1975,1975-10-05,3,24.268,BAL,@,RAM,L 13-24,,,
29,1975,1975-10-12,4,24.275,BAL,,BUF,L 31-38,,,
30,1975,1975-10-19,5,24.282,BAL,@,NWE,L 10-21,,,
31,1975,1975-10-26,6,24.289,BAL,@,NYJ,W 45-28,,,
32,1975,1975-11-02,7,24.296,BAL,,CLE,W 21-7,,,
33,1975,1975-11-09,8,24.303,BAL,@,BUF,W 42-35,,,
34,1975,1975-11-16,9,24.310,BAL,,NYJ,W 52-19,,,
35,1975,1975-11-23,10,24.317,BAL,@,MIA,W 33-17,1,50,0
36,1975,1975-11-30,11,24.324,BAL,,KAN,W 28-14,,,
37,1975,1975-12-07,12,24.331,BAL,@,NYG,W 21-0,,,
38,1975,1975-12-14,13,24.338,BAL,,MIA,W 10-7,,,
39,1975,1975-12-21,14,24.345,BAL,,NWE,W 34-21,,,
40,1977,1977-09-18,1,26.251,BAL,@,SEA,W 29-14,,,
41,1977,1977-09-25,2,26.258,BAL,@,NYJ,W 20-12,,,
42,1977,1977-10-02,3,26.265,BAL,,BUF,W 17-14,,,
43,1977,1977-10-09,4,26.272,BAL,,MIA,W 45-28,,,
44,1977,1977-10-16,5,26.279,BAL,@,KAN,W 17-6,,,
45,1977,1977-10-23,6,26.286,BAL,@,NWE,L 3-17,,,
46,1977,1977-10-30,7,26.293,BAL,,PIT,W 31-21,1,4,0
47,1977,1977-11-07,8,26.301,BAL,,WAS,W 10-3,,,
48,1977,1977-11-13,9,26.307,BAL,@,BUF,W 31-13,,,
49,1977,1977-11-20,10,26.314,BAL,,NYJ,W 33-12,,,
50,1977,1977-11-27,11,26.321,BAL,@,DEN,L 13-27,,,
51,1977,1977-12-05,12,26.329,BAL,@,MIA,L 6-17,1,33,0
52,1977,1977-12-11,13,26.335,BAL,,DET,L 10-13,,,
53,1977,1977-12-18,14,26.342,BAL,,NWE,W 30-24,,,
54,1978,1978-09-18,3,27.251,BAL,@,NWE,W 34-27,,,
55,1978,1978-09-24,4,27.257,BAL,@,BUF,L 17-24,,,
56,1978,1978-10-01,5,27.264,BAL,,PHI,L 14-17,,,
57,1978,1978-10-22,8,27.285,BAL,,DEN,W 7-6,,,
58,1978,1978-10-29,9,27.292,BAL,@,MIA,L 8-26,,,
59,1978,1978-11-06,10,27.300,BAL,,WAS,W 21-17,,,
60,1978,1978-11-12,11,27.306,BAL,@,SEA,W 17-14,,,
61,1978,1978-11-19,12,27.313,BAL,,CLE,L 24-45,,,
62,1978,1978-11-26,13,27.320,BAL,,NWE,L 14-35,,,
63,1978,1978-12-03,14,27.327,BAL,@,NYJ,L 16-24,,,
64,1978,1978-12-09,15,27.333,BAL,@,PIT,L 13-35,,,
65,1978,1978-12-17,16,27.341,BAL,,BUF,L 14-21,,,
