ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,26.014,TAM,,NOR,L 20-26,*,,,,,,0.0%,,,,
2,2002,2002-09-15,2,26.021,TAM,@,BAL,W 25-0,,,,,,,0.0%,,,,
3,2002,2002-09-23,3,26.029,TAM,,STL,W 26-14,,,,,,,0.0%,,,,
4,2002,2002-09-29,4,26.035,TAM,@,CIN,W 35-7,*,,,,,,0.0%,,,,
5,2002,2002-10-06,5,26.042,TAM,@,ATL,W 20-6,*,,,,,,0.0%,,,,
6,2002,2002-10-13,6,26.049,TAM,,CLE,W 17-3,,,,,,,0.0%,,,,
7,2002,2002-10-20,7,26.056,TAM,@,PHI,L 10-20,,,,,,,0.0%,,,,
8,2002,2002-10-27,8,26.063,TAM,@,CAR,W 12-9,,,,,,,0.0%,,,,
9,2002,2002-11-03,9,26.070,TAM,,MIN,W 38-24,,,,,,,0.0%,,,,
10,2002,2002-11-17,10,26.084,TAM,,CAR,W 23-10,,,,,,,0.0%,,,,
11,2002,2002-11-24,11,26.091,TAM,,GNB,W 21-7,,,,,,,0.0%,,,,
12,2002,2002-12-01,12,26.098,TAM,@,NOR,L 20-23,,,,,,,0.0%,,,,
13,2002,2002-12-08,13,26.105,TAM,,ATL,W 34-10,,,,,,,0.0%,,,,
14,2002,2002-12-15,14,26.112,TAM,@,DET,W 23-20,,,,,,,0.0%,,,,
15,2002,2002-12-23,15,26.120,TAM,,PIT,L 7-17,,,,,,,0.0%,,,,
16,2002,2002-12-29,16,26.126,TAM,@,CHI,W 15-0,,,,,,,0.0%,,,,
17,2003,2003-11-02,8,27.069,TAM,,NOR,L 14-17,*,1,0,-3,,0,0.0%,-3.00,,,
18,2003,2003-11-09,9,27.076,TAM,@,CAR,L 24-27,*,0,,,,,0.0%,,,,
19,2003,2003-11-16,10,27.083,TAM,,GNB,L 13-20,*,0,,,,,0.0%,,,,
20,2003,2003-11-30,12,27.097,TAM,@,JAX,L 10-17,,,,,,,0.0%,,,,
21,2003,2003-12-14,14,27.111,TAM,,HOU,W 16-3,*,,,,,,0.0%,,,,
22,2003,2003-12-20,15,27.117,TAM,,ATL,L 28-30,,,,,,,0.0%,,,,
23,2003,2003-12-28,16,27.125,TAM,@,TEN,L 13-33,*,,,,,,0.0%,,,,
24,2005,2005-09-11,1,29.017,DEN,@,MIA,L 10-34,,,,,,,0.0%,,,,
25,2005,2005-09-18,2,29.024,DEN,,SDG,W 20-17,,,,,,,0.0%,,,,
26,2005,2005-09-26,3,29.032,DEN,,KAN,W 30-10,,,,,,,0.0%,,,,
27,2005,2005-10-02,4,29.038,DEN,@,JAX,W 20-7,,,,,,,0.0%,,,,
28,2005,2005-10-09,5,29.045,DEN,,WAS,W 21-19,,,,,,,0.0%,,,,
29,2005,2005-10-16,6,29.052,DEN,,NWE,W 28-20,,,,,,,0.0%,,,,
30,2005,2005-10-23,7,29.059,DEN,@,NYG,L 23-24,,,,,,,0.0%,,,,
31,2005,2005-10-30,8,29.066,DEN,,PHI,W 49-21,,,,,,,0.0%,,,,
32,2005,2005-11-13,9,29.080,DEN,@,OAK,W 31-17,,,,,,,0.0%,,,,
33,2005,2005-11-20,10,29.087,DEN,,NYJ,W 27-0,,,,,,,0.0%,,,,
34,2005,2005-11-24,11,29.091,DEN,@,DAL,W 24-21,,,,,,,0.0%,,,,
35,2005,2005-12-17,14,29.114,DEN,@,BUF,W 28-17,,,,,,,0.0%,,,,
36,2005,2005-12-24,15,29.121,DEN,,OAK,W 22-3,,,,,,,0.0%,,,,
37,2005,2005-12-31,16,29.128,DEN,@,SDG,W 23-7,,,,,,,0.0%,,,,
38,2006,2006-09-24,3,30.030,TAM,,CAR,L 24-26,,,,,,,0.0%,,,,
39,2006,2006-10-08,4,30.044,TAM,@,NOR,L 21-24,,,,,,,0.0%,,,,
40,2006,2006-10-15,5,30.051,TAM,,CIN,W 14-13,,,,,,,0.0%,,,,
41,2006,2006-10-22,6,30.058,TAM,,PHI,W 23-21,,,,,,,0.0%,,,,
42,2006,2006-10-29,7,30.065,TAM,@,NYG,L 3-17,,,,,,,0.0%,,,,
43,2006,2006-11-05,8,30.072,TAM,,NOR,L 14-31,,,,,,,0.0%,,,,
44,2006,2006-11-13,9,30.080,TAM,@,CAR,L 10-24,,0,,,,,0.0%,,,,
45,2006,2006-11-19,10,30.086,TAM,,WAS,W 20-17,,,,,,,0.0%,,,,
46,2006,2006-11-23,11,30.090,TAM,@,DAL,L 10-38,,,,,,,0.0%,,,,
47,2006,2006-12-03,12,30.100,TAM,@,PIT,L 3-20,,,,,,,0.0%,,,,
48,2006,2006-12-10,13,30.107,TAM,,ATL,L 6-17,,,,,,,0.0%,,,,
49,2006,2006-12-17,14,30.114,TAM,@,CHI,L 31-34,,,,,,,0.0%,,,,
50,2006,2006-12-24,15,30.121,TAM,@,CLE,W 22-7,,,,,,,0.0%,,,,
51,2006,2006-12-31,16,30.128,TAM,,SEA,L 7-23,,,,,,,0.0%,,,,
52,2007,2007-09-09,1,31.015,OAK,,DET,L 21-36,*,0,,,,,0.0%,,,,
53,2007,2007-09-16,2,31.022,OAK,@,DEN,L 20-23,*,0,,,,,0.0%,,,,
54,2007,2007-09-23,3,31.029,OAK,,CLE,W 26-24,*,0,,,,,0.0%,,,,
55,2007,2007-09-30,4,31.036,OAK,@,MIA,W 35-17,*,,,,,,0.0%,,,,
56,2007,2007-10-14,5,31.050,OAK,@,SDG,L 14-28,*,,,,,,0.0%,,,,
57,2007,2007-10-21,6,31.057,OAK,,KAN,L 10-12,*,,,,,,0.0%,,,,
58,2007,2007-10-28,7,31.064,OAK,@,TEN,L 9-13,*,0,,,,,0.0%,,,,
59,2007,2007-11-04,8,31.071,OAK,,HOU,L 17-24,*,,,,,,0.0%,,,,
60,2007,2007-11-11,9,31.078,OAK,,CHI,L 6-17,*,0,,,,,0.0%,,,,
61,2007,2007-11-18,10,31.085,OAK,@,MIN,L 22-29,*,0,,,,,0.0%,,,,
62,2008,2008-09-08,1,32.014,OAK,,DEN,L 14-41,*,0,,,,,0.0%,,,,
63,2008,2008-09-14,2,32.020,OAK,@,KAN,W 23-8,*,,,,,,0.0%,,,,
64,2008,2008-09-21,3,32.027,OAK,@,BUF,L 23-24,*,,,,,,0.0%,,,,
65,2008,2008-09-28,4,32.034,OAK,,SDG,L 18-28,*,0,,,,,0.0%,,,,
66,2008,2008-10-12,5,32.048,OAK,@,NOR,L 3-34,*,,,,,,0.0%,,,,
67,2008,2008-10-19,6,32.055,OAK,,NYJ,W 16-13,*,0,,,,,0.0%,,,,
68,2008,2008-10-26,7,32.062,OAK,@,BAL,L 10-29,*,,,,,,0.0%,,,,
69,2008,2008-11-02,8,32.069,OAK,,ATL,L 0-24,*,0,,,,,0.0%,,,,
70,2008,2008-11-09,9,32.076,OAK,,CAR,L 6-17,*,0,,,,,0.0%,,,,
71,2008,2008-11-16,10,32.083,OAK,@,MIA,L 15-17,*,0,0,0,,0,0.0%,,0.0,0,0
72,2008,2008-11-23,11,32.090,OAK,@,DEN,W 31-10,*,,,,,,0.0%,,,,
73,2008,2008-11-30,12,32.097,OAK,,KAN,L 13-20,*,,,,,,0.0%,,,,
