ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
74,2008,2008-12-04,13,32.101,OAK,@,SDG,L 7-34,*,,,,,,0.0%,,,,
75,2008,2008-12-14,14,32.111,OAK,,NWE,L 26-49,*,,,,,,0.0%,,,,
76,2008,2008-12-21,15,32.118,OAK,,HOU,W 27-16,*,,,,,,0.0%,,,,
77,2008,2008-12-28,16,32.125,OAK,@,TAM,W 31-24,*,,,,,,0.0%,,,,
78,2009,2009-09-14,1,33.020,OAK,,SDG,L 20-24,*,0,0,0,,0,0.0%,,0.0,1,0
79,2009,2009-09-20,2,33.026,OAK,@,KAN,W 13-10,*,0,,,,,0.0%,,,,
80,2009,2009-09-27,3,33.033,OAK,,DEN,L 3-23,*,0,,,,,0.0%,,,,
81,2009,2009-10-04,4,33.040,OAK,@,HOU,L 6-29,*,0,,,,,0.0%,,,,
82,2009,2009-11-15,9,33.082,OAK,,KAN,L 10-16,*,,,,,,0.0%,,,,
83,2009,2009-11-22,10,33.089,OAK,,CIN,W 20-17,*,,,,,,0.0%,,,,
84,2009,2009-11-26,11,33.093,OAK,@,DAL,L 7-24,*,,,,,,0.0%,,,,
85,2009,2009-12-06,12,33.103,OAK,@,PIT,W 27-24,*,,,,,,0.0%,,,,
86,2009,2009-12-13,13,33.110,OAK,,WAS,L 13-34,*,0,,,,,0.0%,,,,
87,2009,2009-12-20,14,33.117,OAK,@,DEN,W 20-19,*,0,,,,,0.0%,,,,
88,2009,2009-12-27,15,33.124,OAK,@,CLE,L 9-23,*,0,0,0,,0,0.0%,,0.0,1,0
89,2009,2010-01-03,16,33.131,OAK,,BAL,L 13-21,*,0,,,,,0.0%,,,,
90,2010,2010-09-12,1,34.018,BUF,,MIA,L 10-15,*,0,,,,,0.0%,,,,
91,2010,2010-09-19,2,34.025,BUF,@,GNB,L 7-34,*,,,,,,0.0%,,,,
92,2010,2010-09-26,3,34.032,BUF,@,NWE,L 30-38,*,0,,,,,0.0%,,,,
93,2010,2010-10-03,4,34.039,BUF,,NYJ,L 14-38,*,,,,,,0.0%,,,,
94,2010,2010-10-10,5,34.046,BUF,,JAX,L 26-36,*,0,,,,,0.0%,,,,
