ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-23,3,22.007,NYT,,DEN,W 28-24,0,0,1,0,0
2,1960,1960-10-28,8,22.042,NYT,,OAK,L 27-28,0,0,1,7,0
3,1960,1960-11-24,11,22.069,NYT,,DTX,W 41-35,0,0,1,0,0
4,1960,1960-12-04,12,22.079,NYT,@,DEN,W 30-27,0,0,1,6,0
5,1960,1960-12-11,13,22.086,NYT,@,OAK,W 31-28,0,0,1,0,0
6,1961,1961-10-22,6,23.036,NYT,@,DEN,L 10-27,0,0,1,30,0
7,1962,1962-11-22,11,24.067,NYT,@,DEN,W 46-45,0,0,2,2,0
8,1963,1963-09-22,2,25.006,NYJ,,HOU,W 24-17,0,0,1,25,0
9,1963,1963-09-28,3,25.012,NYJ,,OAK,W 10-7,0,0,1,23,0
10,1963,1963-10-05,4,25.019,NYJ,,BOS,W 31-24,0,0,1,41,0
11,1964,1964-11-08,8,26.053,NYJ,,BUF,L 7-20,0,0,1,10,0
12,1964,1964-11-29,11,26.074,NYJ,,KAN,W 27-14,0,0,1,22,0
13,1965,1965-10-31,7,27.045,NYJ,,DEN,W 45-10,0,0,1,0,0
14,1966,1966-09-25,3,28.009,NYJ,@,DEN,W 16-7,0,0,1,14,0
15,1967,1967-10-07,4,29.021,NYJ,,OAK,W 27-14,0,0,2,36,0
16,1967,1967-10-22,6,29.036,NYJ,@,MIA,W 33-14,0,0,1,16,0
17,1967,1967-10-29,7,29.043,NYJ,,BOS,W 30-23,0,0,1,25,0
18,1967,1967-12-17,13,29.092,NYJ,@,OAK,L 29-38,0,0,1,0,0
19,1970,1970-09-21,1,32.005,NYJ,@,CLE,L 21-31,,,,,
20,1970,1970-09-27,2,32.011,NYJ,@,BOS,W 31-21,,,,,
21,1970,1970-10-04,3,32.018,NYJ,@,BUF,L 31-34,,,,,
22,1970,1970-10-10,4,32.024,NYJ,,MIA,L 6-20,0,0,1,10,0
23,1970,1970-10-18,5,32.032,NYJ,,BAL,L 22-29,,,,,
24,1970,1970-10-25,6,32.039,NYJ,,BUF,L 6-10,,,,,
25,1970,1970-11-01,7,32.046,NYJ,,NYG,L 10-22,,,,,
26,1970,1970-11-08,8,32.053,NYJ,@,PIT,L 17-21,,,,,
27,1970,1970-11-15,9,32.060,NYJ,@,RAM,W 31-20,,,,,
28,1970,1970-11-22,10,32.067,NYJ,,BOS,W 17-3,,,,,
29,1970,1970-11-29,11,32.074,NYJ,,MIN,W 20-10,,,,,
30,1970,1970-12-06,12,32.081,NYJ,,OAK,L 13-14,,,,,
31,1970,1970-12-13,13,32.088,NYJ,@,MIA,L 10-16,0,0,1,0,0
32,1970,1970-12-19,14,32.094,NYJ,@,BAL,L 20-35,1,6,1,41,1
33,1971,1971-09-19,1,33.003,NYJ,@,BAL,L 0-22,,,,,
34,1971,1971-09-27,2,33.011,NYJ,@,STL,L 10-17,,,,,
35,1971,1971-10-03,3,33.017,NYJ,@,MIA,W 14-10,,,,,
36,1971,1971-10-10,4,33.024,NYJ,@,NWE,L 0-20,,,,,
37,1971,1971-10-17,5,33.031,NYJ,,BUF,W 28-17,,,,,
38,1971,1971-10-24,6,33.038,NYJ,,MIA,L 14-30,,,,,
39,1971,1971-10-31,7,33.045,NYJ,@,SDG,L 21-49,,,,,
40,1971,1971-11-07,8,33.052,NYJ,,KAN,W 13-10,,,,,
41,1971,1971-11-14,9,33.059,NYJ,,BAL,L 13-14,,,,,
42,1971,1971-11-21,10,33.066,NYJ,@,BUF,W 20-7,0,0,1,0,0
43,1971,1971-11-28,11,33.073,NYJ,,SFO,L 21-24,,,,,
44,1971,1971-12-04,12,33.079,NYJ,@,DAL,L 10-52,,,,,
45,1971,1971-12-12,13,33.087,NYJ,,NWE,W 13-6,,,,,
46,1971,1971-12-19,14,33.094,NYJ,,CIN,W 35-21,,,,,
47,1972,1972-09-17,1,34.001,NYJ,@,BUF,W 41-24,,,,,
48,1972,1972-09-24,2,34.008,NYJ,@,BAL,W 44-34,,,,,
49,1972,1972-10-01,3,34.015,NYJ,@,HOU,L 20-26,,,,,
50,1972,1972-10-08,4,34.022,NYJ,,MIA,L 17-27,,,,,
51,1972,1972-10-15,5,34.029,NYJ,@,NWE,W 41-13,,,,,
52,1972,1972-10-22,6,34.036,NYJ,,BAL,W 24-20,,,,,
53,1972,1972-10-29,7,34.043,NYJ,,NWE,W 34-10,,,,,
54,1972,1972-11-05,8,34.050,NYJ,,WAS,L 17-35,,,,,
55,1972,1972-11-12,9,34.057,NYJ,,BUF,W 41-3,,,,,
56,1972,1972-11-19,10,34.064,NYJ,@,MIA,L 24-28,,,,,
57,1972,1972-12-11,13,34.086,NYJ,@,OAK,L 16-24,,,,,
