ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-10-11,6,23.069,WAS,@,PHI,L 12-17,,0,0,,0,0,0,1.0,,,0,0,0
2,1998,1998-12-13,14,23.132,WAS,@,CAR,W 28-25,,0,0,,0,0,0,1.0,,,0,0,0
3,1998,1998-12-27,16,23.146,WAS,@,DAL,L 7-23,,0,0,,0,0,0,1.0,,,0,0,0
4,1999,1999-09-12,1,24.040,WAS,,DAL,L 35-41,,,,,,,,,,,,,
5,1999,1999-09-19,2,24.047,WAS,@,NYG,W 50-21,,,,,,,,,,,,,
6,1999,1999-09-26,3,24.054,WAS,@,NYJ,W 27-20,,,,,,,,,,,,,
7,1999,1999-10-03,4,24.061,WAS,,CAR,W 38-36,,0,0,,0,0,0,1.0,,,0,0,0
8,1999,1999-10-17,5,24.075,WAS,@,ARI,W 24-10,,,,,,,,,,,,,
9,1999,1999-11-21,10,24.110,WAS,,NYG,W 23-13,,0,0,,0,0,0,1.0,,,0,0,0
10,1999,1999-11-28,11,24.117,WAS,,PHI,W 20-17,,,,,,,,,,,,,
11,1999,1999-12-05,12,24.124,WAS,@,DET,L 17-33,,0,0,,0,0,0,0.5,,,0,0,0
12,1999,1999-12-12,13,24.131,WAS,,ARI,W 28-3,,,,,,,,,,,,,
13,1999,1999-12-19,14,24.138,WAS,@,IND,L 21-24,,,,,,,,,,,,,
14,1999,1999-12-26,15,24.145,WAS,@,SFO,W 26-20,,,,,,,,,,,,,
15,1999,2000-01-02,16,24.152,WAS,,MIA,W 21-10,,0,0,,0,0,0,1.0,,,0,0,0
16,2000,2000-09-03,1,25.031,WAS,,CAR,W 20-17,,,,,,,,,,,,,
17,2000,2000-09-10,2,25.038,WAS,@,DET,L 10-15,,,,,,,,,,,,,
18,2000,2000-09-18,3,25.046,WAS,,DAL,L 21-27,,,,,,,,,,,,,
19,2000,2000-09-24,4,25.052,WAS,@,NYG,W 16-6,,,,,,,,,,,,,
20,2000,2000-10-01,5,25.059,WAS,,TAM,W 20-17,,,,,,,,,,,,,
21,2000,2000-10-08,6,25.066,WAS,@,PHI,W 17-14,,,,,,,,,,,,,
22,2000,2000-10-15,7,25.073,WAS,,BAL,W 10-3,,,,,,,,,,,,,
23,2000,2000-10-22,8,25.080,WAS,@,JAX,W 35-16,,0,0,,0,0,0,1.0,,,0,0,0
24,2000,2000-10-30,9,25.088,WAS,,TEN,L 21-27,,,,,,,,,,,,,
25,2000,2000-11-05,10,25.094,WAS,@,ARI,L 15-16,,,,,,,,,,,,,
26,2000,2000-11-20,11,25.109,WAS,@,STL,W 33-20,,,,,,,,,,,,,
27,2000,2000-11-26,12,25.115,WAS,,PHI,L 20-23,,,,,,,,,,,,,
28,2000,2000-12-03,13,25.122,WAS,,NYG,L 7-9,,,,,,,,,,,,,
29,2000,2000-12-10,14,25.129,WAS,@,DAL,L 13-32,,,,,,,,,,,,,
30,2000,2000-12-16,15,25.135,WAS,@,PIT,L 3-24,,,,,,,,,,,,,
31,2001,2001-09-30,3,26.058,PHI,,DAL,W 40-18,,,,,,,,,,,,,
32,2001,2001-10-07,4,26.065,PHI,,ARI,L 20-21,,,,,,,,,,,,,
33,2001,2001-10-22,5,26.080,PHI,@,NYG,W 10-9,,,,,,,,,,,,,
