ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1988,1988-09-04,1,24.060,BUF,,MIN,W 13-10,1,15,15.00,0,0,0,,0
2,1988,1988-09-11,2,24.067,BUF,,MIA,W 9-6,1,27,27.00,0,0,0,,0
3,1988,1988-09-18,3,24.074,BUF,@,NWE,W 16-14,1,22,22.00,0,2,17,8.50,0
4,1988,1988-09-25,4,24.081,BUF,,PIT,W 36-28,2,42,21.00,0,1,7,7.00,0
5,1988,1988-10-02,5,24.088,BUF,@,CHI,L 3-24,4,66,16.50,0,0,0,,0
6,1988,1988-10-09,6,24.095,BUF,,IND,W 34-23,2,51,25.50,0,1,8,8.00,0
7,1988,1988-10-17,7,24.103,BUF,@,NYJ,W 37-14,2,56,28.00,0,2,28,14.00,0
8,1988,1988-10-23,8,24.109,BUF,,NWE,W 23-20,2,31,15.50,0,2,5,2.50,0
9,1988,1988-12-18,16,24.165,BUF,@,IND,L 14-17,0,0,,0,2,15,7.50,0
10,1989,1989-09-10,1,25.066,BUF,@,MIA,W 27-24,3,48,16.00,0,1,14,14.00,0
11,1989,1989-09-18,2,25.074,BUF,,DEN,L 14-28,3,55,18.33,0,0,0,,0
12,1989,1989-09-24,3,25.080,BUF,@,HOU,W 47-41,1,15,15.00,0,1,14,14.00,0
13,1989,1989-10-01,4,25.087,BUF,,NWE,W 31-10,3,48,16.00,0,4,35,8.75,0
14,1989,1989-11-19,11,25.136,NWE,,BUF,W 33-24,1,17,17.00,0,3,29,9.67,0
15,1989,1989-11-26,12,25.143,NWE,@,RAI,L 21-24,3,69,23.00,0,5,32,6.40,0
16,1989,1989-12-03,13,25.150,NWE,,IND,W 22-16,2,42,21.00,0,4,30,7.50,0
17,1989,1989-12-10,14,25.157,NWE,@,MIA,L 10-31,6,118,19.67,0,1,11,11.00,0
18,1989,1989-12-17,15,25.164,NWE,@,PIT,L 10-28,1,24,24.00,0,0,0,,0
