ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1986,1986-09-07,1,22.111,STL,,RAM,L 10-16,1,1,100.0,1,2,50.0,0,4
2,1986,1986-09-14,2,22.118,STL,@,ATL,L 13-33,1,2,50.0,,,,0,1
3,1986,1986-09-21,3,22.125,STL,@,BUF,L 10-17,1,1,100.0,1,3,33.3,0,4
4,1986,1986-09-29,4,22.133,STL,,DAL,L 7-31,1,1,100.0,,1,0.0,0,1
5,1986,1986-10-05,5,22.139,STL,,NYG,L 6-13,,,,2,2,100.0,0,6
6,1986,1986-10-12,6,22.146,STL,@,TAM,W 30-19,3,4,75.0,1,2,50.0,0,6
7,1986,1986-10-19,7,22.153,STL,@,WAS,L 21-28,3,3,100.0,,,,0,3
8,1986,1986-10-26,8,22.160,STL,@,DAL,L 6-37,,,,2,2,100.0,0,6
9,1986,1986-11-02,9,22.167,STL,,PHI,W 13-10,1,2,50.0,,,,0,1
10,1986,1986-11-09,10,22.174,STL,@,SFO,L 17-43,2,2,100.0,1,1,100.0,0,5
11,1986,1986-11-16,11,22.181,STL,,NOR,L 7-16,1,1,100.0,,,,0,1
