ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1962,1962-12-09,13,22.227,MIN,@,DET,L 23-37,2,45,22.50,0
2,1962,1962-12-16,14,22.234,MIN,@,BAL,L 17-42,1,6,6.00,0
