ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1996,1996-09-01,1,22.335,TAM,,GNB,L 3-34,5,106,21.20,0,0,0,,0
2,1996,1996-09-08,2,22.342,TAM,@,DET,L 6-21,3,59,19.67,0,6,50,8.33,0
3,1996,1996-09-15,3,22.349,TAM,@,DEN,L 23-27,5,150,30.00,0,2,2,1.00,0
4,1996,1996-09-22,4,22.356,TAM,,SEA,L 13-17,4,54,13.50,0,4,36,9.00,0
5,1996,1996-09-29,5,22.363,TAM,,DET,L 0-27,5,114,22.80,0,1,14,14.00,0
6,1996,1996-10-13,6,23.011,TAM,,MIN,W 24-13,2,42,21.00,0,1,11,11.00,0
7,1996,1996-10-20,7,23.018,TAM,@,ARI,L 9-13,4,101,25.25,0,0,0,,0
