ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-09-09,1,23.325,SDG,@,DAL,L 14-17,,0,0,,0,,,0,0,,0,3,70,23.33,0,0,0,,0,0,0
2,1990,1990-09-16,2,23.332,SDG,,CIN,L 16-21,,0,0,,0,,,0,0,,0,2,59,29.50,0,0,0,,0,0,0
3,1990,1990-09-23,3,23.339,SDG,@,CLE,W 24-14,,0,0,,0,,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
4,1990,1990-10-21,7,24.002,SDG,,RAI,L 9-24,,0,0,,0,,,0,0,,0,2,51,25.50,0,0,0,,0,0,0
5,1990,1990-10-28,8,24.009,SDG,,TAM,W 41-10,,0,0,,0,,,0,0,,0,0,0,,0,3,31,10.33,0,0,0
6,1990,1990-11-04,9,24.016,SDG,@,SEA,W 31-14,,0,0,,0,,,0,0,,0,1,39,39.00,0,4,73,18.25,1,1,6
7,1990,1990-11-11,10,24.023,SDG,,DEN,W 19-7,,1,7,7.00,0,,,0,0,,0,2,34,17.00,0,1,0,0.00,0,0,0
8,1990,1990-11-18,11,24.030,SDG,@,KAN,L 10-27,,5,59,11.80,0,,,0,0,,0,3,62,20.67,0,2,5,2.50,0,0,0
9,1990,1990-11-25,12,24.037,SDG,,SEA,L 10-13,,1,6,6.00,0,,,0,0,,0,3,47,15.67,0,2,0,0.00,0,0,0
10,1990,1990-12-02,13,24.044,SDG,,NYJ,W 38-17,,4,89,22.25,1,,,2,15,7.50,1,0,0,,0,1,8,8.00,0,2,12
11,1990,1990-12-23,15,24.065,SDG,,KAN,L 21-24,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
12,1990,1990-12-30,16,24.072,SDG,@,RAI,L 12-17,,1,17,17.00,0,,,2,10,5.00,0,0,0,,0,0,0,,0,0,0
13,1991,1991-09-01,1,24.317,SDG,@,PIT,L 20-26,,6,74,12.33,1,,,0,0,,0,2,34,17.00,0,0,0,,0,1,6
14,1991,1991-09-08,2,24.324,SDG,@,SFO,L 14-34,,1,7,7.00,0,,,0,0,,0,2,35,17.50,0,0,0,,0,0,0
15,1991,1991-09-15,3,24.331,SDG,,ATL,L 10-13,,2,26,13.00,0,,,0,0,,0,4,91,22.75,0,4,57,14.25,0,0,0
16,1991,1991-09-22,4,24.338,SDG,@,DEN,L 19-27,,4,47,11.75,0,,,0,0,,0,1,3,3.00,0,1,2,2.00,0,0,0
17,1991,1991-09-29,5,24.345,SDG,,KAN,L 13-14,,1,9,9.00,0,,,1,-1,-1.00,0,1,41,41.00,0,0,0,,0,0,0
18,1991,1991-10-06,6,24.352,SDG,@,RAI,W 21-13,,0,0,,0,,,0,0,,0,2,86,43.00,0,0,0,,0,0,0
19,1991,1991-10-13,7,24.359,SDG,@,RAM,L 24-30,,4,74,18.50,1,,,0,0,,0,1,0,0.00,0,0,0,,0,1,6
20,1991,1991-10-20,8,25.001,SDG,,CLE,L 24-30,,5,72,14.40,0,,,0,0,,0,1,25,25.00,0,0,0,,0,0,0
21,1991,1991-10-27,9,25.008,SDG,@,SEA,L 9-20,,4,30,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1991,1991-11-10,10,25.022,SDG,,SEA,W 17-14,,1,11,11.00,0,,,0,0,,0,2,42,21.00,0,0,0,,0,0,0
23,1991,1991-11-17,11,25.029,SDG,,NOR,W 24-21,,2,38,19.00,0,,,0,0,,0,2,124,62.00,1,0,0,,0,1,6
24,1991,1991-11-24,12,25.036,SDG,@,NYJ,L 3-24,,1,6,6.00,0,,,1,9,9.00,0,1,20,20.00,0,0,0,,0,0,0
25,1991,1991-12-01,13,25.043,SDG,,RAI,L 7-9,,1,31,31.00,0,,,1,2,2.00,0,0,0,,0,0,0,,0,0,0
26,1991,1991-12-08,14,25.050,SDG,@,KAN,L 17-20,,6,79,13.17,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
27,1991,1991-12-15,15,25.057,SDG,,MIA,W 38-30,,2,27,13.50,0,,,0,0,,0,2,37,18.50,0,0,0,,0,0,0
28,1991,1991-12-22,16,25.064,SDG,,DEN,L 14-17,,2,23,11.50,0,,,0,0,,0,2,40,20.00,0,0,0,,0,0,0
29,1992,1992-09-06,1,25.323,SDG,,KAN,L 10-24,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,0
30,1992,1992-09-13,2,25.330,SDG,@,DEN,L 13-21,9,6,50,8.33,1,66.7%,5.56,0,0,,0,0,0,,0,0,0,,0,1,6
31,1992,1992-09-20,3,25.337,SDG,,PIT,L 6-23,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
32,1992,1992-10-04,5,25.351,SDG,,SEA,W 17-6,4,1,19,19.00,0,25.0%,4.75,1,3,3.00,0,1,23,23.00,0,0,0,,0,0,0
33,1992,1992-10-18,6,25.365,SDG,@,IND,W 34-14,3,3,94,31.33,0,100.0%,31.33,0,0,,0,1,21,21.00,0,0,0,,0,0,0
34,1992,1992-10-25,7,26.006,SDG,,DEN,W 24-21,4,2,41,20.50,0,50.0%,10.25,0,0,,0,2,38,19.00,0,0,0,,0,0,0
35,1992,1992-11-01,8,26.013,SDG,,IND,W 26-0,4,2,26,13.00,2,50.0%,6.50,1,4,4.00,0,1,25,25.00,0,1,16,16.00,0,2,12
36,1992,1992-11-08,9,26.020,SDG,@,KAN,L 14-16,4,2,13,6.50,0,50.0%,3.25,0,0,,0,2,21,10.50,0,2,9,4.50,0,0,0
37,1992,1992-11-15,10,26.027,SDG,@,CLE,W 14-13,4,1,10,10.00,0,25.0%,2.50,0,0,,0,1,21,21.00,0,0,0,,0,0,0
38,1992,1992-11-22,11,26.034,SDG,,TAM,W 29-14,3,2,25,12.50,0,66.7%,8.33,0,0,,0,3,113,37.67,0,2,22,11.00,0,0,0
