ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-10-09,3,21.353,PIT,@,PHI,L 22-24,1,9,9.00,0
2,1955,1955-09-26,1,22.340,PIT,,CRD,W 14-7,1,4,4.00,1
3,1955,1955-10-02,2,22.346,PIT,@,RAM,L 26-27,1,7,7.00,0
4,1955,1955-10-30,6,23.009,PIT,@,PHI,L 0-24,1,38,38.00,0
5,1955,1955-11-05,7,23.015,PIT,@,CRD,L 13-27,2,32,16.00,0
6,1955,1955-11-13,8,23.023,PIT,,DET,L 28-31,1,6,6.00,1
7,1955,1955-11-20,9,23.030,PIT,@,CLE,L 14-41,2,20,10.00,0
8,1955,1955-11-27,10,23.037,PIT,,WAS,L 14-23,1,-2,-2.00,0
9,1956,1956-11-18,8,24.028,PIT,,CRD,W 14-7,1,15,15.00,0
10,1956,1956-11-25,9,24.035,PIT,@,CRD,L 27-38,2,25,12.50,0
11,1956,1956-12-09,11,24.049,PIT,@,DET,L 7-45,3,31,10.33,0
