ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-09-03,1,22.305,SDG,@,OAK,L 6-9,,3,,,,,0.0%,,,
2,2000,2000-09-10,2,22.312,SDG,,NOR,L 27-28,,5,4,21,5.25,0,80.0%,4.20,0,0
3,2000,2000-09-17,3,22.319,SDG,@,KAN,L 10-42,,3,1,8,8.00,0,33.3%,2.67,0,0
4,2000,2000-10-01,5,22.333,SDG,@,STL,L 31-57,,1,1,62,62.00,1,100.0%,62.00,1,6
5,2000,2000-10-08,6,22.340,SDG,,DEN,L 7-21,,,,,,,0.0%,,,
6,2000,2000-10-29,8,22.361,SDG,,OAK,L 13-15,,1,,,,,0.0%,,,
7,2000,2000-11-05,9,23.002,SDG,@,SEA,L 15-17,,,,,,,0.0%,,,
8,2000,2000-11-12,10,23.009,SDG,,MIA,L 7-17,,5,3,53,17.67,0,60.0%,10.60,0,0
9,2000,2000-11-19,11,23.016,SDG,@,DEN,L 37-38,,,,,,,0.0%,,,
10,2000,2000-11-26,12,23.023,SDG,,KAN,W 17-16,,,,,,,0.0%,,,
11,2000,2000-12-03,13,23.030,SDG,,SFO,L 17-45,,8,3,29,9.67,0,37.5%,3.63,0,0
12,2000,2000-12-10,14,23.037,SDG,@,BAL,L 3-24,*,2,,,,,0.0%,,,
13,2000,2000-12-17,15,23.044,SDG,@,CAR,L 22-30,,1,1,9,9.00,0,100.0%,9.00,0,0
14,2000,2000-12-24,16,23.051,SDG,,PIT,L 21-34,,2,,,,,0.0%,,,
15,2001,2001-11-11,9,24.008,SDG,@,DEN,L 16-26,,,,,,,0.0%,,,
16,2001,2001-11-18,10,24.015,SDG,@,OAK,L 24-34,,3,1,12,12.00,0,33.3%,4.00,0,0
17,2001,2001-11-25,11,24.022,SDG,,ARI,L 17-20,,4,3,43,14.33,0,75.0%,10.75,0,0
18,2001,2001-12-09,13,24.036,SDG,@,PHI,L 14-24,,,,,,,0.0%,,,
19,2001,2001-12-15,14,24.042,SDG,,OAK,L 6-13,*,3,,,,,0.0%,,,
20,2001,2001-12-23,15,24.050,SDG,@,KAN,L 17-20,*,9,5,78,15.60,0,55.6%,8.67,0,0
21,2001,2001-12-30,16,24.057,SDG,,SEA,L 22-25,*,15,5,84,16.80,0,33.3%,5.60,0,0
22,2002,2002-10-06,4,24.337,ATL,,TAM,L 6-20,,,,,,,0.0%,,,
23,2002,2002-10-13,5,24.344,ATL,@,NYG,W 17-10,,2,1,6,6.00,0,50.0%,3.00,0,0
24,2002,2002-10-20,6,24.351,ATL,,CAR,W 30-0,,3,3,38,12.67,0,100.0%,12.67,0,0
25,2002,2002-10-27,7,24.358,ATL,@,NOR,W 37-35,,,,,,,0.0%,,,
26,2002,2002-11-03,8,25.000,ATL,,BAL,W 20-17,,8,4,32,8.00,0,50.0%,4.00,0,0
27,2002,2002-11-10,9,25.007,ATL,@,PIT,T 34-34,,2,1,27,27.00,0,50.0%,13.50,0,0
28,2002,2002-11-17,10,25.014,ATL,,NOR,W 24-17,,4,3,100,33.33,1,75.0%,25.00,1,6
29,2002,2002-11-24,11,25.021,ATL,@,CAR,W 41-0,,2,2,19,9.50,1,100.0%,9.50,1,6
30,2002,2002-12-01,12,25.028,ATL,@,MIN,W 30-24,,2,1,10,10.00,0,50.0%,5.00,0,0
31,2002,2002-12-08,13,25.035,ATL,@,TAM,L 10-34,,3,1,47,47.00,0,33.3%,15.67,0,0
32,2002,2002-12-15,14,25.042,ATL,,SEA,L 24-30,,8,4,60,15.00,1,50.0%,7.50,1,6
33,2002,2002-12-22,15,25.049,ATL,,DET,W 36-15,*,10,2,16,8.00,0,20.0%,1.60,0,0
34,2002,2002-12-29,16,25.056,ATL,@,CLE,L 16-24,*,10,3,30,10.00,0,30.0%,3.00,0,0
