ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1971,1971-12-12,13,23.093,CHI,@,GNB,L 10-31,2,-3,-1.50,0,1,6,6.00,0,0,0
2,1971,1971-12-19,14,23.100,CHI,,MIN,L 10-27,3,16,5.33,0,1,12,12.00,0,0,0
3,1972,1972-09-17,1,24.007,CHI,,ATL,L 21-37,20,113,5.65,1,0,0,,0,1,6
4,1972,1972-09-24,2,24.014,CHI,,RAM,T 13-13,16,46,2.88,0,0,0,,0,0,0
5,1972,1972-10-01,3,24.021,CHI,,DET,L 24-38,18,91,5.06,1,3,27,9.00,0,1,6
6,1972,1972-10-08,4,24.028,CHI,@,GNB,L 17-20,13,40,3.08,0,0,0,,0,0,0
7,1972,1972-10-15,5,24.035,CHI,@,CLE,W 17-0,14,51,3.64,0,0,0,,0,0,0
8,1972,1972-10-23,6,24.043,CHI,,MIN,W 13-10,31,103,3.32,0,1,4,4.00,1,1,6
9,1972,1972-10-29,7,24.049,CHI,@,STL,W 27-10,6,16,2.67,0,0,0,,0,0,0
10,1972,1972-11-05,8,24.056,CHI,@,DET,L 0-14,7,30,4.29,0,1,8,8.00,0,0,0
11,1972,1972-11-12,9,24.063,CHI,,GNB,L 17-23,9,20,2.22,0,1,-8,-8.00,0,0,0
12,1972,1972-11-19,10,24.070,CHI,,SFO,L 21-34,11,26,2.36,0,0,0,,0,0,0
13,1972,1972-11-26,11,24.077,CHI,,CIN,L 3-13,2,14,7.00,0,2,-1,-0.50,0,0,0
14,1972,1972-12-03,12,24.084,CHI,@,MIN,L 10-23,13,55,4.23,0,0,0,,0,0,0
15,1972,1972-12-10,13,24.091,CHI,@,PHI,W 21-12,5,13,2.60,0,0,0,,0,0,0
16,1972,1972-12-17,14,24.098,CHI,@,OAK,L 21-28,2,4,2.00,0,0,0,,0,0,0
17,1973,1973-09-16,1,25.006,CHI,,DAL,L 17-20,16,70,4.38,0,4,30,7.50,0,0,0
18,1973,1973-09-23,2,25.013,CHI,,MIN,L 13-22,5,19,3.80,0,1,5,5.00,0,0,0
19,1973,1973-09-30,3,25.020,CHI,@,DEN,W 33-14,18,98,5.44,1,2,61,30.50,1,2,12
20,1973,1973-10-07,4,25.027,CHI,@,NOR,L 16-21,13,14,1.08,0,4,35,8.75,1,1,6
21,1973,1973-10-14,5,25.034,CHI,@,ATL,L 6-46,11,31,2.82,0,4,34,8.50,0,0,0
22,1973,1973-10-21,6,25.041,CHI,,NWE,L 10-13,9,34,3.78,0,1,10,10.00,0,0,0
23,1973,1973-11-04,8,25.055,CHI,@,GNB,W 31-17,10,52,5.20,0,0,0,,0,0,0
24,1973,1973-11-12,9,25.063,CHI,@,KAN,L 7-19,2,2,1.00,0,2,19,9.50,0,0,0
25,1973,1973-11-18,10,25.069,CHI,,DET,L 7-30,2,10,5.00,0,1,6,6.00,0,0,0
26,1973,1973-11-25,11,25.076,CHI,@,MIN,L 13-31,2,3,1.50,0,1,5,5.00,0,0,0
27,1973,1973-12-02,12,25.083,CHI,,RAM,L 0-26,2,-1,-0.50,0,0,0,,0,0,0
28,1973,1973-12-09,13,25.090,CHI,@,DET,L 7-40,5,21,4.20,0,0,0,,0,0,0
29,1973,1973-12-16,14,25.097,CHI,,GNB,L 0-21,5,17,3.40,0,1,-5,-5.00,0,0,0
30,1974,1974-09-15,1,26.005,CHI,,DET,W 17-9,12,50,4.17,0,0,0,,0,0,0
31,1974,1974-09-22,2,26.012,CHI,,NYJ,L 21-23,10,19,1.90,1,0,0,,0,1,6
32,1974,1974-09-29,3,26.019,CHI,@,MIN,L 7-11,5,7,1.40,0,2,11,5.50,0,0,0
33,1974,1974-10-06,4,26.026,CHI,,NOR,W 24-10,1,2,2.00,0,0,0,,0,0,0
34,1974,1974-10-27,7,26.047,CHI,@,BUF,L 6-16,1,6,6.00,0,0,0,,0,0,0
35,1974,1974-11-03,8,26.054,CHI,,MIN,L 0-17,,,,,,,,,,
36,1974,1974-11-10,9,26.061,CHI,@,GNB,L 3-20,,,,,,,,,,
37,1974,1974-11-17,10,26.068,CHI,,SFO,L 0-34,0,0,,0,1,5,5.00,0,0,0
38,1974,1974-11-24,11,26.075,CHI,@,DET,L 17-34,7,10,1.43,0,2,22,11.00,0,0,0
