ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-10-04,3,26.271,SDG,@,CIN,W 10-9,3,6,2.00,0,1,7,7.00,0,0,0,,0
2,1987,1987-10-11,4,26.278,SDG,@,TAM,W 17-13,8,32,4.00,0,2,13,6.50,0,2,46,23.00,0
3,1987,1987-10-18,5,26.285,SDG,@,RAI,W 23-17,11,50,4.55,0,5,20,4.00,0,0,0,,0
4,1988,1988-09-04,1,27.242,KAN,,CLE,L 3-6,,,,,,,,,0,0,,0
5,1988,1988-09-11,2,27.249,KAN,@,SEA,L 10-31,0,0,,0,0,0,,0,2,12,6.00,0
