ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1961,1961-11-26,11,24.036,CLE,,NYG,L 21-37,1,5,5.00,0
2,1967,1967-09-24,2,29.338,ATL,@,SFO,L 7-38,1,7,7.00,0
3,1967,1967-12-03,12,30.043,ATL,@,RAM,L 3-20,1,18,18.00,0
4,1967,1967-12-10,13,30.050,ATL,,SFO,L 28-34,1,12,12.00,0
5,1970,1970-09-20,1,32.334,NOR,,ATL,L 3-14,,,,
6,1970,1970-09-27,2,32.341,NOR,@,MIN,L 0-26,,,,
7,1970,1970-10-04,3,32.348,NOR,,NYG,W 14-10,,,,
8,1970,1970-10-11,4,32.355,NOR,@,STL,L 17-24,,,,
9,1970,1970-10-18,5,32.362,NOR,@,SFO,T 20-20,,,,
10,1970,1970-10-25,6,33.004,NOR,@,ATL,L 14-32,,,,
11,1970,1970-11-01,7,33.011,NOR,,RAM,L 17-30,,,,
12,1970,1970-11-08,8,33.018,NOR,,DET,W 19-17,,,,
13,1970,1970-11-15,9,33.025,NOR,@,MIA,L 10-21,,,,
14,1970,1970-11-22,10,33.032,NOR,,DEN,L 6-31,,,,
15,1970,1970-11-29,11,33.039,NOR,@,CIN,L 6-26,,,,
16,1970,1970-12-06,12,33.046,NOR,@,RAM,L 16-34,,,,
17,1970,1970-12-13,13,33.053,NOR,,SFO,L 27-38,,,,
18,1970,1970-12-20,14,33.060,NOR,,CHI,L 3-24,,,,
