ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-09,1,28.254,BOS,,DEN,L 10-13,0,0,,0,1,5,5.00,0,0,0,0,0,0
2,1960,1960-09-17,2,28.262,BOS,@,NYT,W 28-24,1,20,20.00,0,2,20,10.00,0,0,0,0,0,0
3,1960,1960-09-23,3,28.268,BOS,,BUF,L 0-13,1,19,19.00,0,0,0,,0,0,0,0,0,0
4,1960,1960-11-04,8,28.310,BOS,,OAK,W 34-28,0,0,,0,0,0,,0,0,0,1,17,0
5,1960,1960-11-11,9,28.317,BOS,,NYT,W 38-21,0,0,,0,0,0,,0,0,0,1,18,0
6,1960,1960-12-18,14,28.354,BOS,@,HOU,L 21-37,0,0,,0,1,6,6.00,0,0,0,1,0,0
7,1961,1961-09-09,1,29.253,BOS,,NYT,L 20-21,0,0,,0,1,2,2.00,0,0,0,0,0,0
8,1961,1961-09-16,2,29.260,BOS,,DEN,W 45-17,0,0,,0,2,8,4.00,0,0,0,0,0,0
9,1961,1961-09-23,3,29.267,BOS,@,BUF,W 23-21,0,0,,0,6,39,6.50,0,0,0,0,0,0
10,1961,1961-10-07,5,29.281,BOS,,SDG,L 27-38,0,0,,0,2,10,5.00,0,0,0,0,0,0
11,1961,1961-10-22,7,29.296,BOS,,BUF,W 52-21,0,0,,0,1,1,1.00,0,0,0,0,0,0
12,1961,1961-10-29,8,29.303,BOS,@,DTX,W 18-17,0,0,,0,3,11,3.67,0,0,0,0,0,0
13,1961,1961-11-03,9,29.308,BOS,,DTX,W 28-21,0,0,,0,1,3,3.00,0,0,0,0,0,0
14,1961,1961-11-12,10,29.317,BOS,@,HOU,L 15-27,0,0,,0,1,4,4.00,0,0,0,0,0,0
15,1961,1961-11-17,11,29.322,BOS,,OAK,W 20-17,0,0,,0,2,13,6.50,0,0,0,0,0,0
16,1961,1961-12-03,12,29.338,BOS,@,DEN,W 28-24,0,0,,0,3,12,4.00,0,0,0,0,0,0
17,1961,1961-12-09,13,29.344,BOS,@,OAK,W 35-21,0,0,,0,1,6,6.00,0,0,0,0,0,0
18,1961,1961-12-17,14,29.352,BOS,@,SDG,W 41-0,0,0,,0,0,0,,0,0,0,2,20,0
19,1962,1962-09-16,2,30.260,BOS,,HOU,W 34-21,0,0,,0,0,0,,0,0,0,1,20,0
20,1962,1962-09-21,3,30.265,BOS,,DEN,W 41-16,0,0,,0,0,0,,0,1,6,1,33,1
21,1962,1962-10-06,4,30.280,BOS,@,NYT,W 43-14,0,0,,0,0,0,,0,0,0,1,17,0
22,1962,1962-11-23,11,30.328,BOS,,BUF,W 21-10,0,0,,0,1,1,1.00,0,0,0,0,0,0
23,1962,1962-12-09,13,30.344,BOS,@,SDG,W 20-14,0,0,,0,1,7,7.00,0,0,0,0,0,0
24,1962,1962-12-16,14,30.351,BOS,@,OAK,L 0-20,0,0,,0,1,0,0.00,0,0,0,0,0,0
