ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-27,4,23.153,STL,,ARI,L 17-20,,,,,,,0.0%,,,
2,1998,1998-10-11,5,23.167,STL,,NYJ,W 30-10,,2,2,13,6.50,0,100.0%,6.50,0,0
3,1998,1998-10-18,6,23.174,STL,@,MIA,L 0-14,,,,,,,0.0%,,,
4,1998,1998-10-25,7,23.181,STL,,SFO,L 10-28,,,,,,,0.0%,,,
5,1998,1998-11-01,8,23.188,STL,@,ATL,L 15-37,,5,3,16,5.33,1,60.0%,3.20,1,6
6,1998,1998-11-08,9,23.195,STL,@,CHI,W 20-12,,1,1,7,7.00,0,100.0%,7.00,0,0
7,1998,1998-11-15,10,23.202,STL,@,NOR,L 3-24,,,,,,,0.0%,,,
8,1998,1998-11-22,11,23.209,STL,,CAR,L 20-24,,2,2,36,18.00,0,100.0%,18.00,0,0
9,1998,1998-11-29,12,23.216,STL,,ATL,L 10-21,,2,2,15,7.50,0,100.0%,7.50,0,0
10,1998,1998-12-03,13,23.220,STL,@,PHI,L 14-17,,3,1,2,2.00,0,33.3%,0.67,0,0
11,1998,1998-12-13,14,23.230,STL,,NWE,W 32-18,,4,2,43,21.50,0,50.0%,10.75,0,0
12,1998,1998-12-20,15,23.237,STL,@,CAR,L 13-20,,2,2,12,6.00,0,100.0%,6.00,0,0
13,1998,1998-12-27,16,23.244,STL,@,SFO,L 19-38,,,,,,,0.0%,,,
14,1999,1999-09-12,1,24.138,STL,,BAL,W 27-10,*,2,2,10,5.00,1,100.0%,5.00,1,6
15,1999,1999-09-26,2,24.152,STL,,ATL,W 35-7,*,3,2,31,15.50,0,66.7%,10.33,0,0
16,1999,1999-10-03,3,24.159,STL,@,CIN,W 38-10,*,,,,,,0.0%,,,
17,1999,1999-10-10,4,24.166,STL,,SFO,W 42-20,*,,,,,,0.0%,,,
18,1999,1999-10-17,5,24.173,STL,@,ATL,W 41-13,*,2,2,17,8.50,0,100.0%,8.50,0,0
19,1999,1999-10-24,6,24.180,STL,,CLE,W 34-3,*,5,5,50,10.00,2,100.0%,10.00,2,12
20,1999,1999-10-31,7,24.187,STL,@,TEN,L 21-24,*,1,1,4,4.00,0,100.0%,4.00,0,0
21,1999,1999-11-07,8,24.194,STL,@,DET,L 27-31,*,2,1,15,15.00,0,50.0%,7.50,0,0
22,1999,1999-11-14,9,24.201,STL,,CAR,W 35-10,,5,3,38,12.67,1,60.0%,7.60,1,6
23,1999,1999-11-21,10,24.208,STL,@,SFO,W 23-7,*,2,1,2,2.00,0,50.0%,1.00,0,0
24,1999,1999-11-28,11,24.215,STL,,NOR,W 43-12,*,,,,,,0.0%,,,
25,1999,1999-12-05,12,24.222,STL,@,CAR,W 34-21,*,4,2,16,8.00,1,50.0%,4.00,1,6
26,1999,1999-12-12,13,24.229,STL,@,NOR,W 30-14,*,3,2,26,13.00,0,66.7%,8.67,0,0
27,1999,1999-12-19,14,24.236,STL,,NYG,W 31-10,*,3,1,4,4.00,0,33.3%,1.33,0,0
28,1999,1999-12-26,15,24.243,STL,,CHI,W 34-12,*,2,2,4,2.00,1,100.0%,2.00,1,6
29,1999,2000-01-02,16,24.250,STL,@,PHI,L 31-38,*,1,1,9,9.00,0,100.0%,9.00,0,0
30,2000,2000-09-04,1,25.130,STL,,DEN,W 41-36,*,1,,,,,0.0%,,,
31,2000,2000-09-10,2,25.136,STL,@,SEA,W 37-34,*,1,1,4,4.00,1,100.0%,4.00,1,6
32,2000,2000-09-17,3,25.143,STL,,SFO,W 41-24,*,2,1,11,11.00,0,50.0%,5.50,0,0
33,2000,2000-09-24,4,25.150,STL,@,ATL,W 41-20,*,,,,,,0.0%,,,
34,2000,2000-10-01,5,25.157,STL,,SDG,W 57-31,*,4,3,36,12.00,0,75.0%,9.00,0,0
35,2000,2000-10-15,6,25.171,STL,,ATL,W 45-29,,1,,,,,0.0%,,,
36,2000,2000-10-22,7,25.178,STL,@,KAN,L 34-54,,4,2,34,17.00,1,50.0%,8.50,1,6
37,2000,2000-10-29,8,25.185,STL,@,SFO,W 34-24,*,1,,,,,0.0%,,,
38,2000,2000-11-05,9,25.192,STL,,CAR,L 24-27,,3,,,,,0.0%,,,
39,2000,2000-11-12,10,25.199,STL,@,NYG,W 38-24,*,1,1,1,1.00,1,100.0%,1.00,1,6
40,2000,2000-11-20,11,25.207,STL,,WAS,L 20-33,,1,,,,,0.0%,,,
41,2000,2000-11-26,12,25.213,STL,,NOR,L 24-31,,3,1,5,5.00,0,33.3%,1.67,0,0
42,2000,2000-12-03,13,25.220,STL,@,CAR,L 3-16,,,,,,,0.0%,,,
