ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,22.256,SEA,,NOR,W 27-10,*,,,,,,,,,,,,
2,2003,2003-09-14,2,22.263,SEA,@,ARI,W 38-0,*,,,,,,,,,,,,
3,2003,2003-09-21,3,22.270,SEA,,STL,W 24-23,*,,,,,,,,,,,,
4,2003,2003-10-05,4,22.284,SEA,@,GNB,L 13-35,*,,,,,,,,,,,,
5,2003,2003-10-12,5,22.291,SEA,,SFO,W 20-19,*,,,,,,,,,,,,
6,2003,2003-10-19,6,22.298,SEA,,CHI,W 24-17,*,0,0,,0,0,0,0.0,,,1,6,0
7,2003,2003-10-26,7,22.305,SEA,@,CIN,L 24-27,*,,,,,,,,,,,,
8,2003,2003-11-02,8,22.312,SEA,,PIT,W 23-16,*,,,,,,,,,,,,
9,2003,2003-11-09,9,22.319,SEA,@,WAS,L 20-27,*,,,,,,,,,,,,
10,2003,2003-11-16,10,22.326,SEA,,DET,W 35-14,*,,,,,,,,,,,,
11,2003,2003-11-23,11,22.333,SEA,@,BAL,L 41-44,*,,,,,,,,,,,,
12,2003,2003-11-30,12,22.340,SEA,,CLE,W 34-7,*,,,,,,,,,,,,
13,2003,2003-12-07,13,22.347,SEA,@,MIN,L 7-34,*,,,,,,,,,,,,
14,2003,2003-12-14,14,22.354,SEA,@,STL,L 22-27,*,,,,,,,,,,,,
15,2003,2003-12-21,15,22.361,SEA,,ARI,W 28-10,*,,,,,,,,,,,,
16,2003,2003-12-27,16,23.002,SEA,@,SFO,W 24-17,*,0,0,,0,0,0,0.0,,,1,15,0
17,2004,2004-09-12,1,23.262,SEA,@,NOR,W 21-7,*,,,,,,,,,,,,
18,2004,2004-09-19,2,23.269,SEA,@,TAM,W 10-6,*,0,0,,0,0,0,0.0,,,1,41,0
19,2004,2004-09-26,3,23.276,SEA,,SFO,W 34-0,*,,,,,,,,,,,,
20,2004,2004-10-10,4,23.290,SEA,,STL,L 27-33,*,0,0,,0,0,0,0.0,,,1,5,0
21,2004,2004-10-17,5,23.297,SEA,@,NWE,L 20-30,*,,,,,,,,,,,,
22,2004,2004-10-24,6,23.304,SEA,@,ARI,L 17-25,*,,,,,,,,,,,,
23,2004,2004-10-31,7,23.311,SEA,,CAR,W 23-17,*,0,0,,0,0,0,0.0,,,1,58,0
24,2004,2004-11-07,8,23.318,SEA,@,SFO,W 42-27,*,0,0,,0,0,0,1.0,,,0,0,0
25,2004,2004-11-14,9,23.325,SEA,@,STL,L 12-23,*,,,,,,,,,,,,
26,2004,2004-11-21,10,23.332,SEA,,MIA,W 24-17,*,,,,,,,,,,,,
27,2004,2004-11-28,11,23.339,SEA,,BUF,L 9-38,*,,,,,,,,,,,,
28,2004,2004-12-06,12,23.347,SEA,,DAL,L 39-43,*,,,,,,,,,,,,
29,2004,2004-12-12,13,23.353,SEA,@,MIN,W 27-23,*,,,,,,,,,,,,
30,2004,2004-12-19,14,23.360,SEA,@,NYJ,L 14-37,*,,,,,,,,,,,,
