ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,22.181,SEA,@,MIA,L 0-23,,1,1,9,9.00,0,100.0%,9.00,1,-5,-5.00,0,0,0,,0,0,0
2,2000,2000-09-10,2,22.188,SEA,,STL,L 34-37,,2,,,,,0.0%,,,,,,,,,,,
3,2000,2000-09-17,3,22.195,SEA,,NOR,W 20-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,3,76,25.33,0,0,0
4,2000,2000-09-24,4,22.202,SEA,@,SDG,W 20-12,,,,,,,0.0%,,,,,,,,,,,
5,2000,2000-10-02,5,22.210,SEA,@,KAN,L 17-24,,,,,,,0.0%,,,,,,,,,,,
6,2000,2000-10-08,6,22.216,SEA,@,CAR,L 3-26,,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,,0,0,0
7,2000,2000-10-15,7,22.223,SEA,,IND,L 24-37,,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0
8,2000,2000-11-12,11,22.251,SEA,@,JAX,W 28-21,,1,,,,,0.0%,,,,,,,,,,,
9,2000,2000-12-03,13,22.272,SEA,@,ATL,W 30-10,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
10,2000,2000-12-16,15,22.285,SEA,,OAK,W 27-24,,,,,,,0.0%,,,,,,,,,,,
11,2001,2001-09-09,1,23.187,SEA,@,CLE,W 9-6,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
12,2001,2001-10-14,5,23.222,SEA,,DEN,W 34-21,,0,0,0,,0,0.0%,,0,0,,0,2,26,13.00,0,0,0
13,2001,2001-11-04,7,23.243,SEA,@,WAS,L 14-27,,3,2,69,34.50,0,66.7%,23.00,0,0,,0,2,44,22.00,0,0,0
14,2001,2001-11-11,8,23.250,SEA,,OAK,W 34-27,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,5,105,21.00,0,0,0
15,2001,2001-12-30,15,23.299,SEA,@,SDG,W 25-22,*,5,4,101,25.25,1,80.0%,20.20,0,0,,0,0,0,,0,1,6
16,2001,2002-01-06,16,23.306,SEA,,KAN,W 21-18,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0
17,2002,2002-09-29,4,24.207,SEA,,MIN,W 48-23,,,,,,,0.0%,,,,,,,,,,,
18,2002,2002-10-14,5,24.222,SEA,,SFO,L 21-28,,,,,,,0.0%,,,,,,,,,,,
19,2002,2002-10-20,6,24.228,SEA,@,STL,L 20-37,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0
20,2002,2002-10-27,7,24.235,SEA,@,DAL,W 17-14,,,,,,,0.0%,,,,,,,,,,,
21,2002,2002-11-03,8,24.242,SEA,,WAS,L 3-14,,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0
22,2002,2002-11-10,9,24.249,SEA,@,ARI,W 27-6,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
23,2002,2002-11-17,10,24.256,SEA,,DEN,L 9-31,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
24,2002,2002-11-24,11,24.263,SEA,,KAN,W 39-32,,0,0,0,,0,0.0%,,0,0,,0,5,73,14.60,0,0,0
25,2002,2002-12-01,12,24.270,SEA,@,SFO,L 24-31,,3,0,0,,0,0.0%,0.00,0,0,,0,4,55,13.75,0,0,0
26,2002,2002-12-08,13,24.277,SEA,,PHI,L 20-27,,0,0,0,,0,0.0%,,0,0,,0,4,81,20.25,0,0,0
27,2002,2002-12-15,14,24.284,SEA,@,ATL,W 30-24,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,2,33,16.50,0,0,0
28,2002,2002-12-22,15,24.291,SEA,,STL,W 30-10,,1,0,0,,0,0.0%,0.00,0,0,,0,3,43,14.33,0,0,0
29,2002,2002-12-29,16,24.298,SEA,@,SDG,W 31-28,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,3,69,23.00,0,0,0
30,2003,2003-12-14,14,25.283,DET,@,KAN,L 17-45,,1,,,,,0.0%,,,,,,,,,,,
