ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-09-12,1,23.041,BUF,,KAN,W 14-9,2,35,17.50,0,0,0
2,1982,1982-09-16,2,23.045,BUF,,MIN,W 23-22,1,9,9.00,0,0,0
3,1982,1982-11-21,3,23.111,BUF,,MIA,L 7-9,0,0,,0,,
4,1982,1982-11-28,4,23.118,BUF,,BAL,W 20-0,0,0,,0,,
5,1982,1982-12-05,5,23.125,BUF,@,GNB,L 21-33,1,12,12.00,0,0,0
6,1982,1982-12-12,6,23.132,BUF,,PIT,W 13-0,3,51,17.00,0,0,0
7,1982,1982-12-27,8,23.147,BUF,@,MIA,L 10-27,0,0,,0,,
8,1983,1983-10-09,6,24.068,BUF,@,MIA,W 38-35,2,22,11.00,0,0,0
9,1983,1983-10-16,7,24.075,BUF,@,BAL,W 30-7,1,8,8.00,0,0,0
10,1983,1983-10-23,8,24.082,BUF,,NWE,L 0-31,3,47,15.67,0,0,0
11,1983,1983-10-30,9,24.089,BUF,,NOR,W 27-21,0,0,,0,,
12,1983,1983-11-20,12,24.110,BUF,,RAI,L 24-27,1,28,28.00,1,1,6
13,1983,1983-11-27,13,24.117,BUF,@,RAM,L 17-41,0,0,,0,,
14,1983,1983-12-04,14,24.124,BUF,@,KAN,W 14-9,2,32,16.00,1,1,6
15,1983,1983-12-11,15,24.131,BUF,,SFO,L 10-23,2,21,10.50,0,0,0
16,1983,1983-12-18,16,24.138,BUF,@,ATL,L 14-31,6,103,17.17,1,1,6
17,1984,1984-09-23,4,25.052,TAM,@,NYG,L 14-17,,,,,,
18,1984,1984-09-30,5,25.059,TAM,,GNB,W 30-27,,,,,,
19,1984,1984-10-07,6,25.066,TAM,,MIN,W 35-31,,,,,,
20,1984,1984-10-14,7,25.073,ATL,,NYG,L 7-19,0,0,,0,,
21,1984,1984-10-28,9,25.087,ATL,@,PIT,L 10-35,0,0,,0,,
22,1984,1984-11-18,12,25.108,ATL,,CLE,L 7-23,1,7,7.00,0,0,0
23,1984,1984-12-02,14,25.122,ATL,,SFO,L 17-35,0,0,,0,,
24,1984,1984-12-09,15,25.129,ATL,@,TAM,L 6-23,0,0,,0,,
