ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2012,2012-09-09,1,22.292,CAR,@,TAM,L 10-16,,0,0,,0,0,0,0,,0,0.0%,,1,31,31.00,0,3,28,9.33,0
2,2012,2012-09-16,2,22.299,CAR,,NOR,W 35-27,,0,0,,0,0,0,0,,0,0.0%,,3,72,24.00,0,1,14,14.00,0
3,2012,2012-09-20,3,22.303,CAR,,NYG,L 7-36,,0,0,,0,0,0,0,,0,0.0%,,5,105,21.00,0,1,0,0.00,0
4,2012,2012-11-18,10,22.362,CAR,,TAM,L 21-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,27,13.50,0
5,2012,2012-11-26,11,23.004,CAR,@,PHI,W 30-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
6,2012,2012-12-02,12,23.010,CAR,@,KAN,L 21-27,,1,5,5.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,12,12.00,0
7,2012,2012-12-09,13,23.017,CAR,,ATL,W 30-20,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
8,2012,2012-12-16,14,23.024,CAR,@,SDG,W 31-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,32,16.00,0
9,2012,2012-12-23,15,23.031,CAR,,OAK,W 17-6,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0
