ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-09-09,1,22.361,NOR,@,BUF,W 24-6,,
2,2001,2001-09-30,2,23.017,NOR,@,NYG,L 13-21,,
3,2001,2001-10-07,3,23.024,NOR,,MIN,W 28-15,,
4,2001,2001-10-14,4,23.031,NOR,@,CAR,W 27-25,,
5,2001,2001-10-21,5,23.038,NOR,,ATL,L 13-20,,
6,2001,2001-10-28,6,23.045,NOR,@,STL,W 34-31,,
7,2001,2001-11-04,7,23.052,NOR,,NYJ,L 9-16,,
8,2001,2001-11-11,8,23.059,NOR,@,SFO,L 27-28,,
9,2001,2001-11-18,9,23.066,NOR,,IND,W 34-20,,
10,2001,2001-11-25,10,23.073,NOR,@,NWE,L 17-34,,
11,2001,2001-12-02,11,23.080,NOR,,CAR,W 27-23,,
12,2001,2001-12-09,12,23.087,NOR,@,ATL,W 28-10,,
13,2001,2001-12-17,13,23.095,NOR,,STL,L 21-34,,
14,2001,2001-12-23,14,23.101,NOR,@,TAM,L 21-48,,
15,2001,2001-12-30,15,23.108,NOR,,WAS,L 10-40,,
16,2001,2002-01-06,16,23.115,NOR,,SFO,L 0-38,*,
17,2002,2002-09-08,1,23.360,NOR,@,TAM,W 26-20,,
18,2002,2002-09-15,2,24.002,NOR,,GNB,W 35-20,*,
19,2002,2002-09-22,3,24.009,NOR,@,CHI,W 29-23,*,
20,2002,2002-09-29,4,24.016,NOR,@,DET,L 21-26,*,
21,2002,2002-10-06,5,24.023,NOR,,PIT,W 32-29,*,
22,2002,2002-10-13,6,24.030,NOR,@,WAS,W 43-27,*,
23,2002,2002-10-20,7,24.037,NOR,,SFO,W 35-27,*,
24,2002,2002-10-27,8,24.044,NOR,,ATL,L 35-37,*,
25,2002,2002-11-10,9,24.058,NOR,@,CAR,W 34-24,*,
26,2002,2002-11-17,10,24.065,NOR,@,ATL,L 17-24,*,
27,2002,2002-11-24,11,24.072,NOR,,CLE,L 15-24,*,
28,2002,2002-12-01,12,24.079,NOR,,TAM,W 23-20,*,
29,2002,2002-12-08,13,24.086,NOR,@,BAL,W 37-25,*,
30,2002,2002-12-15,14,24.093,NOR,,MIN,L 31-32,*,
31,2002,2002-12-22,15,24.100,NOR,@,CIN,L 13-20,*,
32,2002,2002-12-29,16,24.107,NOR,,CAR,L 6-10,*,
33,2003,2003-09-07,1,24.359,NOR,@,SEA,L 10-27,*,
34,2003,2003-09-14,2,25.001,NOR,,HOU,W 31-10,*,
35,2003,2003-11-16,10,25.064,NOR,,ATL,W 23-20,*,
36,2003,2003-11-23,11,25.071,NOR,@,PHI,L 20-33,*,
37,2003,2003-11-30,12,25.078,NOR,@,WAS,W 24-20,*,
38,2003,2003-12-07,13,25.085,NOR,,TAM,L 7-14,*,
39,2003,2003-12-14,14,25.092,NOR,,NYG,W 45-7,*,1.0
40,2003,2003-12-21,15,25.099,NOR,@,JAX,L 19-20,*,
41,2003,2003-12-28,16,25.106,NOR,,DAL,W 13-7,*,
42,2004,2004-10-10,5,26.027,NOR,,TAM,L 17-20,,
43,2004,2004-10-17,6,26.034,NOR,,MIN,L 31-38,*,
44,2004,2004-10-24,7,26.041,NOR,@,OAK,W 31-26,*,
45,2004,2004-11-07,8,26.055,NOR,@,SDG,L 17-43,*,
46,2004,2004-11-14,9,26.062,NOR,,KAN,W 27-20,*,
47,2004,2004-11-21,10,26.069,NOR,,DEN,L 13-34,*,
48,2004,2004-11-28,11,26.076,NOR,@,ATL,L 21-24,*,
49,2004,2004-12-26,15,26.104,NOR,,ATL,W 26-13,,
50,2004,2005-01-02,16,26.111,NOR,@,CAR,W 21-18,,
51,2005,2005-09-11,1,26.363,NOR,@,CAR,W 23-20,*,
52,2005,2005-09-19,2,27.006,NOR,,NYG,L 10-27,*,
53,2005,2005-09-25,3,27.012,NOR,@,MIN,L 16-33,*,
54,2005,2005-10-02,4,27.019,NOR,,BUF,W 19-7,*,
55,2005,2005-10-09,5,27.026,NOR,@,GNB,L 3-52,*,
56,2005,2005-10-16,6,27.033,NOR,,ATL,L 31-34,*,
57,2005,2005-10-23,7,27.040,NOR,@,STL,L 17-28,*,
58,2005,2005-10-30,8,27.047,NOR,,MIA,L 6-21,*,
59,2005,2005-11-06,9,27.054,NOR,,CHI,L 17-20,*,
60,2005,2005-11-20,10,27.068,NOR,@,NWE,L 17-24,,
61,2005,2005-11-27,11,27.075,NOR,@,NYJ,W 21-19,*,
62,2005,2005-12-04,12,27.082,NOR,,TAM,L 3-10,*,
63,2005,2005-12-12,13,27.090,NOR,@,ATL,L 17-36,*,
