ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2012,2012-09-30,4,21.313,DEN,,OAK,W 37-6,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
2,2012,2012-10-28,7,21.341,DEN,,NOR,W 34-14,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
3,2012,2012-12-16,14,22.024,DEN,@,BAL,W 34-17,,0,0,,0,0,0,,0,0,,,2,-4,-2.00,0,0,0,0,,0,0.0%,,0,0
4,2012,2012-12-23,15,22.031,DEN,,CLE,W 34-12,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
5,2012,2012-12-30,16,22.038,DEN,,KAN,W 38-3,,2,4,50.00,12,0,0,56.2,0,0,3.00,3.00,3,-6,-2.00,0,0,0,0,,0,0.0%,,0,0
6,2013,2013-09-29,4,22.311,DEN,,PHI,W 52-20,,2,3,66.67,10,0,0,71.5,0,0,3.33,3.33,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
7,2013,2013-11-24,11,23.002,DEN,@,NWE,L 31-34,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
8,2013,2013-12-22,15,23.030,DEN,@,HOU,W 37-13,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
9,2013,2013-12-29,16,23.037,DEN,@,OAK,W 34-14,,9,13,69.23,85,0,0,87.0,2,8,6.54,6.54,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
10,2014,2014-10-19,6,23.331,DEN,,SFO,W 42-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,0,0.00,0,0,0,0,,0,0.0%,,0,0
11,2014,2014-11-09,9,23.352,DEN,@,OAK,W 41-17,,2,5,40.00,13,0,0,47.9,0,0,2.60,2.60,3,2,0.67,0,0,0,0,,0,0.0%,,0,0
12,2014,2014-12-14,14,24.022,DEN,@,SDG,W 22-10,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
13,2014,2014-12-28,16,24.036,DEN,,OAK,W 47-14,,2,2,100.00,39,1,0,158.3,0,0,19.50,29.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
14,2015,2015-11-08,8,24.351,DEN,@,IND,L 24-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,0,0
15,2015,2015-11-15,9,24.358,DEN,,KAN,L 13-29,,14,24,58.33,146,1,1,72.6,3,20,6.08,5.04,3,18,6.00,0,0,0,0,,0,0.0%,,0,0
16,2015,2015-11-22,10,25.000,DEN,@,CHI,W 17-15,*,20,27,74.07,250,2,0,127.1,5,31,9.26,10.74,2,4,2.00,0,0,0,0,,0,0.0%,,0,0
17,2015,2015-11-29,11,25.007,DEN,,NWE,W 30-24,*,23,42,54.76,270,1,1,72.5,3,16,6.43,5.83,2,4,2.00,0,0,0,0,,0,0.0%,,0,0
18,2015,2015-12-06,12,25.014,DEN,@,SDG,W 17-3,*,16,26,61.54,166,1,1,76.8,1,7,6.38,5.42,3,1,0.33,0,0,0,0,,0,0.0%,,0,0
19,2015,2015-12-13,13,25.021,DEN,,OAK,L 12-15,*,35,51,68.63,308,0,0,84.4,5,32,6.04,6.04,3,10,3.33,0,0,0,0,,0,0.0%,,0,0
20,2015,2015-12-20,14,25.028,DEN,@,PIT,L 27-34,*,21,44,47.73,296,3,1,83.1,2,15,6.73,7.07,5,19,3.80,1,0,0,0,,0,0.0%,,1,6
21,2015,2015-12-28,15,25.036,DEN,,CIN,W 20-17,*,27,39,69.23,299,1,0,100.3,3,22,7.67,8.18,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
22,2015,2016-01-03,16,25.042,DEN,,SDG,W 27-20,*,14,22,63.64,232,1,2,76.3,1,8,10.55,7.36,0,0,,0,0,0,0,,0,0.0%,,0,0
23,2016,2016-09-11,1,25.294,HOU,,CHI,W 23-14,*,22,35,62.86,231,2,1,89.1,2,16,6.60,6.46,4,14,3.50,0,0,0,0,,0,0.0%,,0,0
24,2016,2016-09-18,2,25.301,HOU,,KAN,W 19-12,*,19,33,57.58,268,1,2,68.8,2,14,8.12,6.00,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0
25,2016,2016-09-22,3,25.305,HOU,@,NWE,L 0-27,*,24,41,58.54,196,0,1,60.6,2,21,4.78,3.68,1,13,13.00,0,0,0,0,,0,0.0%,,0,0
26,2016,2016-10-02,4,25.315,HOU,,TEN,W 27-20,*,25,37,67.57,254,2,2,82.5,1,10,6.86,5.51,1,14,14.00,0,0,0,0,,0,0.0%,,0,0
27,2016,2016-10-09,5,25.322,HOU,@,MIN,L 13-31,*,19,42,45.24,184,1,1,56.1,4,29,4.38,3.79,0,0,,0,0,0,0,,0,0.0%,,0,0
28,2016,2016-10-16,6,25.329,HOU,,IND,W 26-23,*,25,39,64.10,269,2,1,90.7,1,13,6.90,6.77,2,-4,-2.00,0,0,0,0,,0,0.0%,,0,0
29,2016,2016-10-24,7,25.337,HOU,@,DEN,L 9-27,*,22,41,53.66,131,0,0,60.1,1,0,3.20,3.20,3,16,5.33,0,0,0,0,,0,0.0%,,0,0
30,2016,2016-10-30,8,25.343,HOU,,DET,W 20-13,*,20,29,68.97,186,1,1,83.4,3,22,6.41,5.55,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
31,2016,2016-11-13,9,25.357,HOU,@,JAX,W 24-21,*,14,27,51.85,99,2,0,85.3,1,7,3.67,5.15,3,23,7.67,0,0,0,0,,0,0.0%,,0,0
32,2016,2016-11-21,10,25.365,HOU,@,OAK,L 20-27,*,26,39,66.67,243,1,1,81.5,2,13,6.23,5.59,2,19,9.50,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0
33,2016,2016-11-27,11,26.005,HOU,,SDG,L 13-21,*,22,37,59.46,246,0,3,45.6,1,7,6.65,3.00,3,23,7.67,1,0,0,0,,0,0.0%,,1,6
34,2016,2016-12-04,12,26.012,HOU,@,GNB,L 13-21,*,22,35,62.86,202,2,0,97.6,2,18,5.77,6.91,3,20,6.67,0,0,0,-8,,0,0.0%,,0,0
35,2016,2016-12-11,13,26.019,HOU,@,IND,W 22-17,*,14,24,58.33,147,0,1,58.9,2,16,6.13,4.25,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
36,2016,2016-12-18,14,26.026,HOU,,JAX,W 21-20,*,6,11,54.55,48,0,2,26.1,0,0,4.36,-3.82,0,0,,0,0,0,0,,0,0.0%,,0,0
37,2016,2017-01-01,16,26.040,HOU,@,TEN,L 17-24,,21,40,52.50,253,1,0,80.5,3,20,6.33,6.83,1,1,1.00,1,0,0,0,,0,0.0%,,1,6
38,2017,2017-10-15,5,26.327,DEN,,NYG,L 10-23,,2,4,50.00,18,0,0,62.5,0,0,4.50,4.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
39,2017,2017-11-05,8,26.348,DEN,@,PHI,L 23-51,*,19,38,50.00,208,1,2,53.4,3,17,5.47,3.63,0,0,,0,0,0,0,,0,0.0%,,0,0
40,2017,2017-11-12,9,26.355,DEN,,NWE,L 16-41,*,18,33,54.55,221,1,1,72.9,0,0,6.70,5.94,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
41,2017,2017-11-19,10,26.362,DEN,,CIN,L 17-20,*,23,42,54.76,254,1,1,70.9,3,25,6.05,5.45,4,24,6.00,0,0,0,0,,0,0.0%,,0,0
42,2017,2017-12-14,14,27.022,DEN,@,IND,W 25-13,,12,17,70.59,194,2,0,147.7,0,0,11.41,13.76,4,15,3.75,1,0,0,0,,0,0.0%,,1,6
43,2017,2017-12-24,15,27.032,DEN,@,WAS,L 11-27,*,22,38,57.89,193,0,1,60.5,4,22,5.08,3.89,4,27,6.75,0,0,0,0,,0,0.0%,,0,0
