ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-11-20,10,23.212,CAR,@,CHI,L 3-13,,,,,,,,
2,2005,2005-11-27,11,23.219,CAR,@,BUF,W 13-9,,,,,,,,
3,2005,2005-12-04,12,23.226,CAR,,ATL,W 24-6,,,,,,,,
4,2005,2005-12-18,14,23.240,CAR,@,NOR,W 27-10,,,,,,,,
5,2005,2005-12-24,15,23.246,CAR,,DAL,L 20-24,,,,,,,,
6,2005,2006-01-01,16,23.254,CAR,@,ATL,W 44-11,,,,,,,,
7,2006,2006-09-10,1,24.141,CAR,,ATL,L 6-20,,,,,,,,
8,2006,2006-09-17,2,24.148,CAR,@,MIN,L 13-16,*,,,,,,,
9,2006,2006-09-24,3,24.155,CAR,@,TAM,W 26-24,*,,,,,,,
10,2006,2006-10-01,4,24.162,CAR,,NOR,W 21-18,*,,,,,,,
11,2006,2006-10-08,5,24.169,CAR,,CLE,W 20-12,*,,,,,,,
12,2006,2006-10-15,6,24.176,CAR,@,BAL,W 23-21,*,,,,,,,
13,2006,2006-10-22,7,24.183,CAR,@,CIN,L 14-17,*,,,,,,,
14,2006,2006-10-29,8,24.190,CAR,,DAL,L 14-35,*,,,,,,,
15,2006,2006-11-13,9,24.205,CAR,,TAM,W 24-10,*,,,,,,,
16,2006,2006-11-19,10,24.211,CAR,,STL,W 15-0,*,,,,,,,
17,2006,2006-11-26,11,24.218,CAR,@,WAS,L 13-17,*,,,,,,,
18,2006,2006-12-04,12,24.226,CAR,@,PHI,L 24-27,*,,,,,,,
19,2006,2006-12-10,13,24.232,CAR,,NYG,L 13-27,*,,,,,,,
20,2006,2006-12-17,14,24.239,CAR,,PIT,L 3-37,*,,,,,,,
21,2006,2006-12-24,15,24.246,CAR,@,ATL,W 10-3,*,,,,,,,
22,2006,2006-12-31,16,24.253,CAR,@,NOR,W 31-21,*,,,,,,,
23,2007,2007-09-09,1,25.140,CAR,@,STL,W 27-13,,,,,,,,
24,2007,2007-09-16,2,25.147,CAR,,HOU,L 21-34,,,,,,,,
25,2007,2007-09-23,3,25.154,CAR,@,ATL,W 27-20,,,,,,,,
26,2007,2007-09-30,4,25.161,CAR,,TAM,L 7-20,,,,,,,,
27,2007,2007-10-07,5,25.168,CAR,@,NOR,W 16-13,,,,,,,,
28,2007,2007-10-14,6,25.175,CAR,@,ARI,W 25-10,,1,10,10.00,0,0.0,,
29,2007,2007-10-28,7,25.189,CAR,,IND,L 7-31,,1,16,16.00,0,0.0,,
30,2007,2007-11-04,8,25.196,CAR,@,TEN,L 7-20,,,,,,,,
31,2007,2007-11-11,9,25.203,CAR,,ATL,L 13-20,,,,,,,,
32,2007,2007-11-18,10,25.210,CAR,@,GNB,L 17-31,,,,,,,,
33,2007,2007-11-25,11,25.217,CAR,,NOR,L 6-31,,,,,,,,
34,2007,2007-12-02,12,25.224,CAR,,SFO,W 31-14,,,,,,,,
35,2007,2007-12-09,13,25.231,CAR,@,JAX,L 6-37,*,,,,,,,
36,2007,2007-12-16,14,25.238,CAR,,SEA,W 13-10,*,1,16,16.00,0,0.0,,
37,2007,2007-12-22,15,25.244,CAR,,DAL,L 13-20,*,,,,,,,
38,2007,2007-12-30,16,25.252,CAR,@,TAM,W 31-23,*,,,,,,,
39,2008,2008-09-07,1,26.138,CAR,@,SDG,W 26-24,,,,,,,,
40,2008,2008-09-14,2,26.145,CAR,,CHI,W 20-17,*,,,,,,,
41,2008,2008-09-21,3,26.152,CAR,@,MIN,L 10-20,*,,,,,,,
42,2008,2008-09-28,4,26.159,CAR,,ATL,W 24-9,,,,,,,,
43,2008,2008-10-05,5,26.166,CAR,,KAN,W 34-0,,,,,,,,
44,2008,2008-10-12,6,26.173,CAR,@,TAM,L 3-27,*,,,,,,,
45,2008,2008-10-19,7,26.180,CAR,,NOR,W 30-7,*,,,,,,,
46,2008,2008-10-26,8,26.187,CAR,,ARI,W 27-23,*,,,,,,,
47,2008,2008-11-09,9,26.201,CAR,@,OAK,W 17-6,,,,,,,,
48,2008,2008-11-16,10,26.208,CAR,,DET,W 31-22,*,,,,,,,
49,2008,2008-11-23,11,26.215,CAR,@,ATL,L 28-45,,,,,,,,
50,2008,2008-11-30,12,26.222,CAR,@,GNB,W 35-31,,,,,,,,
51,2008,2008-12-08,13,26.230,CAR,,TAM,W 38-23,,,,,,,,
52,2008,2008-12-14,14,26.236,CAR,,DEN,W 30-10,,,,,,,,
53,2008,2008-12-21,15,26.243,CAR,@,NYG,L 28-34,*,,,,,,,
54,2008,2008-12-28,16,26.250,CAR,@,NOR,W 33-31,*,,,,,,,
55,2009,2009-09-14,1,27.145,BUF,@,NWE,L 24-25,*,,,,,,,
56,2009,2009-09-20,2,27.151,BUF,,TAM,W 33-20,*,,,,,,,
57,2009,2009-09-27,3,27.158,BUF,,NOR,L 7-27,*,0,0,,0,0.0,1,0
58,2009,2009-10-04,4,27.165,BUF,@,MIA,L 10-38,*,,,,,,,
59,2009,2009-10-11,5,27.172,BUF,,CLE,L 3-6,*,,,,,,,
60,2009,2009-10-18,6,27.179,BUF,@,NYJ,W 16-13,*,,,,,,,
61,2009,2009-10-25,7,27.186,BUF,@,CAR,W 20-9,*,,,,,,,
62,2009,2009-11-01,8,27.193,BUF,,HOU,L 10-31,*,,,,,,,
63,2009,2009-11-15,9,27.207,BUF,@,TEN,L 17-41,*,,,,,,,
64,2009,2009-11-22,10,27.214,BUF,@,JAX,L 15-18,*,,,,,,,
65,2009,2009-11-29,11,27.221,BUF,,MIA,W 31-14,*,,,,,,,
66,2009,2009-12-03,12,27.225,BUF,,NYJ,L 13-19,*,,,,,,,
67,2009,2009-12-13,13,27.235,BUF,@,KAN,W 16-10,*,,,,,,,
68,2009,2009-12-20,14,27.242,BUF,,NWE,L 10-17,*,,,,,,,
69,2009,2009-12-27,15,27.249,BUF,@,ATL,L 3-31,*,,,,,,,
70,2009,2010-01-03,16,27.256,BUF,,IND,W 30-7,*,,,,,,,
71,2010,2010-09-12,1,28.143,BUF,,MIA,L 10-15,*,,,,,,,
72,2010,2010-09-19,2,28.150,BUF,@,GNB,L 7-34,*,,,,,,,
73,2010,2010-09-26,3,28.157,BUF,@,NWE,L 30-38,*,,,,,,,
74,2010,2010-10-03,4,28.164,BUF,,NYJ,L 14-38,*,,,,,,,
75,2010,2010-10-10,5,28.171,BUF,,JAX,L 26-36,*,,,,,,,
76,2010,2010-10-24,6,28.185,BUF,@,BAL,L 34-37,*,,,,,,,
77,2010,2010-10-31,7,28.192,BUF,@,KAN,L 10-13,*,,,,,,,
78,2010,2010-11-07,8,28.199,BUF,,CHI,L 19-22,*,,,,,,,
