ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2006,2006-09-17,2,23.099,DAL,,WAS,W 27-10,,8,39,4.88,1,5,1,26,26.00,0,20.0%,5.20,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
16,2006,2006-10-01,3,23.113,DAL,@,TEN,W 45-14,,9,55,6.11,1,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
17,2006,2006-10-08,4,23.120,DAL,@,PHI,L 24-38,,7,22,3.14,1,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
18,2006,2006-10-15,5,23.127,DAL,,HOU,W 34-6,,10,57,5.70,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
19,2006,2006-10-23,6,23.135,DAL,,NYG,L 22-36,*,6,29,4.83,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
20,2006,2006-10-29,7,23.141,DAL,@,CAR,W 35-14,,9,49,5.44,2,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
21,2006,2006-11-05,8,23.148,DAL,@,WAS,L 19-22,,7,45,6.43,0,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
22,2006,2006-11-12,9,23.155,DAL,@,ARI,W 27-10,,13,65,5.00,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
23,2006,2006-11-19,10,23.162,DAL,,IND,W 21-14,,9,35,3.89,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
24,2006,2006-11-23,11,23.166,DAL,,TAM,W 38-10,,16,83,5.19,0,2,2,3,1.50,2,100.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
25,2006,2006-12-03,12,23.176,DAL,@,NYG,W 23-20,,12,76,6.33,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
26,2006,2006-12-10,13,23.183,DAL,,NOR,L 17-42,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
27,2006,2006-12-16,14,23.189,DAL,@,ATL,W 38-28,,11,69,6.27,2,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
28,2006,2006-12-25,15,23.198,DAL,,PHI,L 7-23,,6,3,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
29,2006,2006-12-31,16,23.204,DAL,,DET,L 31-39,,7,15,2.14,1,5,5,23,4.60,0,100.0%,4.60,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
30,2007,2007-09-09,1,24.091,DAL,,NYG,W 45-35,,11,65,5.91,1,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
31,2007,2007-09-16,2,24.098,DAL,@,MIA,W 37-20,,14,89,6.36,2,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
32,2007,2007-09-23,3,24.105,DAL,@,CHI,W 34-10,,15,102,6.80,1,1,1,10,10.00,1,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
33,2007,2007-09-30,4,24.112,DAL,,STL,W 35-7,,8,50,6.25,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
34,2007,2007-10-08,5,24.120,DAL,@,BUF,W 25-24,,8,28,3.50,0,7,6,45,7.50,0,85.7%,6.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
35,2007,2007-10-14,6,24.126,DAL,,NWE,L 27-48,,9,49,5.44,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
36,2007,2007-10-21,7,24.133,DAL,,MIN,W 24-14,,19,96,5.05,1,5,4,9,2.25,0,80.0%,1.80,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
37,2007,2007-11-04,8,24.147,DAL,@,PHI,W 38-17,,16,56,3.50,1,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
38,2007,2007-11-11,9,24.154,DAL,@,NYG,W 31-20,,12,34,2.83,0,3,3,-1,-0.33,0,100.0%,-0.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
39,2007,2007-11-18,10,24.161,DAL,,WAS,W 28-23,,15,43,2.87,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
40,2007,2007-11-22,11,24.165,DAL,,NYJ,W 34-3,,18,103,5.72,1,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
41,2007,2007-11-29,12,24.172,DAL,,GNB,W 37-27,,17,81,4.76,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
42,2007,2007-12-09,13,24.182,DAL,@,DET,W 28-27,,7,43,6.14,2,10,10,61,6.10,1,100.0%,6.10,0,0,,0,0,0,,,,,,0,0,,0,3,18,0.0,,
43,2007,2007-12-16,14,24.189,DAL,,PHI,L 6-10,,7,32,4.57,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
44,2007,2007-12-22,15,24.195,DAL,@,CAR,W 20-13,,22,110,5.00,1,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
45,2007,2007-12-30,16,24.203,DAL,@,WAS,L 6-27,,6,-6,-1.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
46,2008,2008-09-07,1,25.089,DAL,@,CLE,W 28-10,*,16,80,5.00,2,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
47,2008,2008-09-15,2,25.097,DAL,,PHI,W 41-37,*,18,63,3.50,1,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
48,2008,2008-09-21,3,25.103,DAL,@,GNB,W 27-16,*,28,142,5.07,1,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,1,0
49,2008,2008-09-28,4,25.110,DAL,,WAS,L 24-26,*,8,26,3.25,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
50,2008,2008-10-05,5,25.117,DAL,,CIN,W 31-22,*,23,84,3.65,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,1,0
51,2008,2008-10-12,6,25.124,DAL,@,ARI,L 24-30,*,17,45,2.65,0,12,11,128,11.64,1,91.7%,10.67,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
52,2008,2008-10-19,7,25.131,DAL,@,STL,L 14-34,*,18,100,5.56,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,2,0
53,2008,2008-10-26,8,25.138,DAL,,TAM,W 13-9,*,25,71,2.84,0,7,6,29,4.83,0,85.7%,4.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
54,2008,2008-11-02,9,25.145,DAL,@,NYG,L 14-35,*,19,54,2.84,0,1,1,-12,-12.00,0,100.0%,-12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
55,2008,2008-11-16,10,25.159,DAL,@,WAS,W 14-10,*,24,114,4.75,1,7,6,39,6.50,0,85.7%,5.57,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,1,0
56,2008,2008-11-23,11,25.166,DAL,,SFO,W 35-22,*,19,59,3.11,0,9,7,50,7.14,0,77.8%,5.56,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
57,2008,2008-11-27,12,25.170,DAL,,SEA,W 34-9,*,10,32,3.20,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
58,2008,2008-12-14,14,25.187,DAL,,NYG,W 20-8,*,8,2,0.25,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
59,2008,2008-12-20,15,25.193,DAL,,BAL,L 24-33,,2,0,0.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
60,2008,2008-12-28,16,25.201,DAL,@,PHI,L 6-44,,3,13,4.33,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
61,2009,2009-09-13,1,26.095,DAL,@,TAM,W 34-21,*,14,79,5.64,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
62,2009,2009-09-20,2,26.102,DAL,,NYG,L 31-33,*,18,124,6.89,1,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
63,2009,2009-10-04,4,26.116,DAL,@,DEN,L 10-17,*,11,41,3.73,1,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
64,2009,2009-10-11,5,26.123,DAL,@,KAN,W 26-20,*,15,53,3.53,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
65,2009,2009-10-25,6,26.137,DAL,,ATL,W 37-21,*,14,47,3.36,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
66,2009,2009-11-01,7,26.144,DAL,,SEA,W 38-17,*,14,53,3.79,1,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
67,2009,2009-11-08,8,26.151,DAL,@,PHI,W 20-16,*,12,50,4.17,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
68,2009,2009-11-15,9,26.158,DAL,@,GNB,L 7-17,*,5,26,5.20,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
69,2009,2009-11-22,10,26.165,DAL,,WAS,W 7-6,*,20,99,4.95,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
70,2009,2009-11-26,11,26.169,DAL,,OAK,W 24-7,*,14,61,4.36,0,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
71,2009,2009-12-06,12,26.179,DAL,@,NYG,L 24-31,*,15,36,2.40,0,5,3,7,2.33,0,60.0%,1.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
72,2009,2009-12-13,13,26.186,DAL,,SDG,L 17-20,*,14,47,3.36,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
73,2009,2009-12-19,14,26.192,DAL,@,NOR,W 24-17,*,17,62,3.65,2,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
74,2009,2009-12-27,15,26.200,DAL,@,WAS,W 17-0,*,17,63,3.71,1,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
75,2009,2010-01-03,16,26.207,DAL,,PHI,W 24-0,*,14,91,6.50,0,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
76,2010,2010-09-12,1,27.094,DAL,@,WAS,L 7-13,*,8,39,4.88,0,3,2,1,0.50,0,66.7%,0.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
77,2010,2010-09-19,2,27.101,DAL,,CHI,L 20-27,*,11,31,2.82,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
78,2010,2010-09-26,3,27.108,DAL,@,HOU,W 27-13,*,17,55,3.24,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,0,0
79,2010,2010-10-10,4,27.122,DAL,,TEN,L 27-34,*,6,19,3.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
80,2010,2010-10-17,5,27.129,DAL,@,MIN,L 21-24,*,10,31,3.10,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
81,2010,2010-10-25,6,27.137,DAL,,NYG,L 35-41,*,4,6,1.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
82,2010,2010-10-31,7,27.143,DAL,,JAX,L 17-35,*,9,16,1.78,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,0,0
83,2010,2010-11-07,8,27.150,DAL,@,GNB,L 7-45,*,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
84,2010,2010-11-14,9,27.157,DAL,@,NYG,W 33-20,,8,47,5.88,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
85,2010,2010-11-21,10,27.164,DAL,,DET,W 35-19,*,13,36,2.77,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
86,2010,2010-11-25,11,27.168,DAL,,NOR,L 27-30,*,10,19,1.90,1,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,0,0
87,2010,2010-12-25,15,27.198,DAL,@,ARI,L 26-27,,8,58,7.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,0,0
88,2010,2011-01-02,16,27.206,DAL,@,PHI,W 14-13,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,0,0
89,2011,2011-10-02,4,28.114,CHI,,CAR,W 34-29,,5,17,3.40,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
90,2011,2011-10-10,5,28.122,CHI,@,DET,L 13-24,,1,3,3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
91,2011,2011-10-16,6,28.128,CHI,,MIN,W 39-10,,11,32,2.91,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
92,2011,2011-10-23,7,28.135,CHI,@,TAM,W 24-18,,6,39,6.50,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,1,0
93,2011,2011-11-07,8,28.150,CHI,@,PHI,W 30-24,,9,31,3.44,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
94,2011,2011-11-13,9,28.156,CHI,,DET,W 37-13,,13,27,2.08,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
95,2011,2011-11-20,10,28.163,CHI,,SDG,W 31-20,,7,25,3.57,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
96,2011,2011-11-27,11,28.170,CHI,@,OAK,L 20-25,,10,63,6.30,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
97,2011,2011-12-04,12,28.177,CHI,,KAN,L 3-10,,14,44,3.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
98,2011,2011-12-11,13,28.184,CHI,@,DEN,L 10-13,,27,108,4.00,1,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
99,2011,2011-12-18,14,28.191,CHI,,SEA,L 14-38,*,11,33,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
