ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.039,WAS,@,NOR,W 40-32,,0,0,,0,0.0,0,0,0,0,0
2,2012,2012-09-16,2,22.046,WAS,@,STL,L 28-31,,0,0,,0,0.0,2,0,0,0,0
3,2012,2012-09-23,3,22.053,WAS,,CIN,L 31-38,,0,0,,0,0.0,2,1,0,0,0
4,2012,2012-09-30,4,22.060,WAS,@,TAM,W 24-22,,0,0,,0,0.0,3,0,0,0,0
5,2012,2012-10-07,5,22.067,WAS,,ATL,L 17-24,,0,0,,0,0.0,2,2,0,0,0
6,2012,2012-10-14,6,22.074,WAS,,MIN,W 38-26,,,,,,,,,,,
7,2012,2012-12-09,13,22.130,WAS,,BAL,W 31-28,,3,100,33.33,0,0.0,0,0,0,0,0
8,2012,2012-12-16,14,22.137,WAS,@,CLE,W 38-21,,2,18,9.00,0,0.0,0,0,0,0,0
9,2012,2012-12-23,15,22.144,WAS,@,PHI,W 27-20,,1,20,20.00,0,0.0,3,1,0,0,0
10,2012,2012-12-30,16,22.151,WAS,,DAL,W 28-18,,2,18,9.00,0,0.0,0,1,1,12,0
