ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-12-24,16,22.341,WAS,,ARI,W 20-3,,,,,,,0.0%,,,,,,,,,,,
2,2001,2001-09-09,1,23.234,WAS,@,SDG,L 3-30,,,,,,,0.0%,,,,,,,,,,,
3,2001,2001-09-24,2,23.249,WAS,@,GNB,L 0-37,,,,,,,0.0%,,,,,,,,,,,
4,2001,2001-09-30,3,23.255,WAS,,KAN,L 13-45,,,,,,,0.0%,,,,,,,,,,,
5,2001,2001-10-07,4,23.262,WAS,@,NYG,L 9-23,,0,,,,,0.0%,,,,,,,,,,,
6,2001,2001-10-15,5,23.270,WAS,@,DAL,L 7-9,,0,,,,,0.0%,,,,,,,,,,,
7,2001,2001-10-21,6,23.276,WAS,,CAR,W 17-14,,2,2,47,23.50,0,100.0%,23.50,0,0,,0,0,0,,0,0,0
8,2001,2001-10-28,7,23.283,WAS,,NYG,W 35-21,,0,,,,,0.0%,,,,,,,,,,,
9,2001,2001-11-04,8,23.290,WAS,,SEA,W 27-14,,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,0,0
10,2001,2001-11-18,9,23.304,WAS,@,DEN,W 17-10,,0,,,,,0.0%,,,,,,,,,,,
11,2001,2001-11-25,10,23.311,WAS,@,PHI,W 13-3,,1,,,,,0.0%,,,,,,,,,,,
12,2001,2001-12-02,11,23.318,WAS,,DAL,L 14-20,,,,,,,0.0%,,,,,,,,,,,
13,2001,2001-12-09,12,23.325,WAS,@,ARI,W 20-10,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
14,2001,2001-12-16,13,23.332,WAS,,PHI,L 6-20,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,1,7,7.00,0,0,0
15,2001,2001-12-23,14,23.339,WAS,,CHI,L 15-20,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,1,14,14.00,0,0,0
16,2001,2001-12-30,15,23.346,WAS,@,NOR,W 40-10,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
17,2001,2002-01-06,16,23.353,WAS,,ARI,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0
18,2002,2002-09-08,1,24.233,WAS,,ARI,W 31-23,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0
19,2002,2002-09-16,2,24.241,WAS,,PHI,L 7-37,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
20,2002,2002-09-22,3,24.247,WAS,@,SFO,L 10-20,*,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
