ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,25.047,MIN,,JAX,W 26-23,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,2,40,20.00,0,,0,0,0.0,0,0
2,2012,2012-09-16,2,25.054,MIN,@,IND,L 20-23,,,,,,,,,,,0.0%,,,,,,,,,,,
3,2012,2012-09-23,3,25.061,MIN,,SFO,W 24-13,,,,,,,,,,,0.0%,,,,,,,,,,,
4,2012,2012-09-30,4,25.068,MIN,@,DET,W 20-13,,,,,,,,,,,0.0%,,,,,,,,,,,
5,2012,2012-10-07,5,25.075,MIN,,TEN,W 30-7,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
6,2012,2012-10-14,6,25.082,MIN,@,WAS,L 26-38,,,,,,,,,,,0.0%,,,,,,,,,,,
7,2012,2012-10-21,7,25.089,MIN,,ARI,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,,,
8,2012,2012-10-25,8,25.093,MIN,,TAM,L 17-36,,,,,,,,,,,0.0%,,,,,,,,,,,
9,2012,2012-11-04,9,25.103,MIN,@,SEA,L 20-30,,,,,,,,,,,0.0%,,,,,,,,,,,
10,2012,2012-11-11,10,25.110,MIN,,DET,W 34-24,,,,,,,,,,,0.0%,,,,,,,,,,,
11,2012,2012-11-25,11,25.124,MIN,@,CHI,L 10-28,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,,0,0,0.0,0,0
12,2012,2012-12-02,12,25.131,MIN,@,GNB,L 14-23,,,,,,,,,,,0.0%,,,,,,,,,,,
13,2012,2012-12-09,13,25.138,MIN,,CHI,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,,,
14,2012,2012-12-16,14,25.145,MIN,@,STL,W 36-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
15,2012,2012-12-23,15,25.152,MIN,@,HOU,W 23-6,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
16,2012,2012-12-30,16,25.159,MIN,,GNB,W 37-34,,,,,,,,,,,0.0%,,,,,,,,,,,
17,2013,2013-09-08,1,26.046,MIN,@,DET,L 24-34,,,,,,,,,,,0.0%,,,,,,,,,,,
18,2013,2013-09-15,2,26.053,MIN,@,CHI,L 30-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
19,2013,2013-09-22,3,26.060,MIN,,CLE,L 27-31,,,,,,,,,,,0.0%,,,,,,,,,,,
20,2013,2013-09-29,4,26.067,MIN,,PIT,W 34-27,,,,,,,,,,,0.0%,,,,,,,,,,,
21,2013,2013-10-13,5,26.081,MIN,,CAR,L 10-35,,,,,,,,,,,0.0%,,,,,,,,,,,
