ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
19,2009,2009-10-04,4,22.281,KAN,,NYG,L 16-27,*,2,24,12.00,0,0,0,0,,0,0.0%,,5,138,27.60,0,,0,0,0.0,0,0
20,2009,2009-10-11,5,22.288,KAN,,DAL,L 20-26,,3,9,3.00,0,7,5,54,10.80,0,71.4%,7.71,5,100,20.00,0,,0,0,0.0,0,0
21,2009,2009-10-18,6,22.295,KAN,@,WAS,W 14-6,,4,6,1.50,0,1,1,2,2.00,0,100.0%,2.00,3,79,26.33,0,,0,0,0.0,0,0
22,2009,2009-10-25,7,22.302,KAN,,SDG,L 7-37,,4,33,8.25,0,3,1,1,1.00,0,33.3%,0.33,6,147,24.50,0,,0,0,0.0,0,0
23,2009,2009-11-08,8,22.316,KAN,@,JAX,L 21-24,*,6,36,6.00,0,4,3,19,6.33,0,75.0%,4.75,1,3,3.00,0,1,0,2,0.0,0,0
24,2009,2009-11-15,9,22.323,KAN,@,OAK,W 16-10,*,18,103,5.72,1,5,4,14,3.50,0,80.0%,2.80,3,78,26.00,0,,1,6,0.0,0,0
25,2009,2009-11-22,10,22.330,KAN,,PIT,W 27-24,*,17,58,3.41,0,5,2,8,4.00,1,40.0%,1.60,4,158,39.50,1,,2,12,0.0,0,0
26,2009,2009-11-29,11,22.337,KAN,@,SDG,L 14-43,*,14,93,6.64,1,3,3,54,18.00,0,100.0%,18.00,2,61,30.50,0,,1,6,0.0,0,0
27,2009,2009-12-06,12,22.344,KAN,,DEN,L 13-44,*,18,56,3.11,1,3,1,3,3.00,0,33.3%,1.00,2,44,22.00,0,,1,6,0.0,1,0
28,2009,2009-12-13,13,22.351,KAN,,BUF,L 10-16,*,20,143,7.15,1,8,7,38,5.43,0,87.5%,4.75,0,0,,0,,1,6,0.0,1,0
29,2009,2009-12-20,14,22.358,KAN,,CLE,L 34-41,*,25,154,6.16,1,4,2,16,8.00,0,50.0%,4.00,1,24,24.00,0,,1,6,0.0,0,0
30,2009,2009-12-27,15,23.000,KAN,@,CIN,L 10-17,*,24,102,4.25,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,0,0,0.0,0,0
31,2009,2010-01-03,16,23.007,KAN,@,DEN,W 44-24,*,25,259,10.36,2,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,2,12,0.0,0,0
32,2010,2010-09-13,1,23.260,KAN,,SDG,W 21-14,,11,92,8.36,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
33,2010,2010-09-19,2,23.266,KAN,@,CLE,W 16-14,,11,49,4.45,0,1,1,27,27.00,0,100.0%,27.00,0,0,,0,,0,0,0.0,0,0
34,2010,2010-09-26,3,23.273,KAN,,SFO,W 31-10,*,12,97,8.08,0,3,3,57,19.00,0,100.0%,19.00,0,0,,0,,0,0,0.0,0,0
35,2010,2010-10-10,4,23.287,KAN,@,IND,L 9-19,,16,87,5.44,0,6,3,14,4.67,0,50.0%,2.33,0,0,,0,,0,0,0.0,0,0
36,2010,2010-10-17,5,23.294,KAN,@,HOU,L 31-35,*,16,93,5.81,0,4,4,24,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-24,6,23.301,KAN,,JAX,W 42-20,,15,71,4.73,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
38,2010,2010-10-31,7,23.308,KAN,,BUF,W 13-10,*,22,177,8.05,0,5,4,61,15.25,0,80.0%,12.20,0,0,,0,,0,0,0.0,0,0
39,2010,2010-11-07,8,23.315,KAN,@,OAK,L 20-23,,10,53,5.30,0,8,5,47,9.40,0,62.5%,5.88,0,0,,0,,0,0,0.0,0,0
40,2010,2010-11-14,9,23.322,KAN,@,DEN,L 29-49,*,14,41,2.93,0,9,5,80,16.00,1,55.6%,8.89,0,0,,0,,1,6,0.0,0,0
41,2010,2010-11-21,10,23.329,KAN,,ARI,W 31-13,,12,88,7.33,0,5,4,38,9.50,0,80.0%,7.60,0,0,,0,,0,0,0.0,0,0
42,2010,2010-11-28,11,23.336,KAN,@,SEA,W 42-24,,22,173,7.86,1,3,2,3,1.50,0,66.7%,1.00,0,0,,0,,1,6,0.0,1,0
43,2010,2010-12-05,12,23.343,KAN,,DEN,W 10-6,*,21,116,5.52,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
44,2010,2010-12-12,13,23.350,KAN,@,SDG,L 0-31,,10,40,4.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,,0,0,0.0,0,0
45,2010,2010-12-19,14,23.357,KAN,@,STL,W 27-13,*,11,126,11.45,1,5,3,27,9.00,0,60.0%,5.40,0,0,,0,,1,6,0.0,0,0
46,2010,2010-12-26,15,23.364,KAN,,TEN,W 34-14,,13,77,5.92,0,5,4,40,10.00,2,80.0%,8.00,0,0,,0,,2,12,0.0,0,0
47,2010,2011-01-02,16,24.006,KAN,,OAK,L 10-31,,14,87,6.21,1,4,2,13,6.50,0,50.0%,3.25,0,0,,0,,1,6,0.0,0,0
48,2011,2011-09-11,1,24.258,KAN,,BUF,L 7-41,*,10,56,5.60,0,6,5,9,1.80,1,83.3%,1.50,0,0,,0,,1,6,0.0,1,0
49,2011,2011-09-18,2,24.265,KAN,@,DET,L 3-48,,2,27,13.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
50,2012,2012-09-09,1,25.257,KAN,,ATL,L 24-40,,16,87,5.44,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
51,2012,2012-09-16,2,25.264,KAN,@,BUF,L 17-35,*,6,3,0.50,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,,0,0,0.0,0,0
52,2012,2012-09-23,3,25.271,KAN,@,NOR,W 27-24,*,33,233,7.06,1,8,6,55,9.17,0,75.0%,6.88,0,0,,0,,1,6,0.0,0,0
53,2012,2012-09-30,4,25.278,KAN,,SDG,L 20-37,*,17,88,5.18,1,4,3,23,7.67,1,75.0%,5.75,0,0,,0,,2,12,0.0,0,0
54,2012,2012-10-07,5,25.285,KAN,,BAL,L 6-9,*,31,140,4.52,0,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0
55,2012,2012-10-14,6,25.292,KAN,@,TAM,L 10-38,*,12,40,3.33,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0
56,2012,2012-10-28,7,25.306,KAN,,OAK,L 16-26,*,5,4,0.80,0,3,3,6,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
57,2012,2012-11-01,8,25.310,KAN,@,SDG,L 13-31,*,12,39,3.25,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,,0,0,0.0,0,0
58,2012,2012-11-12,9,25.321,KAN,@,PIT,L 13-16,*,23,100,4.35,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
59,2012,2012-11-18,10,25.327,KAN,,CIN,L 6-28,*,17,87,5.12,0,6,4,31,7.75,0,66.7%,5.17,0,0,,0,,0,0,0.0,0,0
60,2012,2012-11-25,11,25.334,KAN,,DEN,L 9-17,*,23,107,4.65,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
61,2012,2012-12-02,12,25.341,KAN,,CAR,W 27-21,*,27,127,4.70,0,4,4,11,2.75,0,100.0%,2.75,0,0,,0,,0,0,0.0,0,0
62,2012,2012-12-09,13,25.348,KAN,@,CLE,L 7-30,*,18,165,9.17,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
63,2012,2012-12-16,14,25.355,KAN,@,OAK,L 0-15,*,9,10,1.11,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,,0,0,0.0,0,0
64,2012,2012-12-23,15,25.362,KAN,,IND,L 13-20,*,22,226,10.27,1,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,1,6,0.0,0,0
65,2012,2012-12-30,16,26.003,KAN,@,DEN,L 3-38,*,14,53,3.79,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0
66,2013,2013-09-08,1,26.255,KAN,@,JAX,W 28-2,*,16,77,4.81,1,6,3,23,7.67,0,50.0%,3.83,0,0,,0,,1,6,0.0,0,0
67,2013,2013-09-15,2,26.262,KAN,,DAL,W 17-16,*,16,55,3.44,0,10,8,48,6.00,1,80.0%,4.80,0,0,,0,,1,6,0.0,0,0
68,2013,2013-09-19,3,26.266,KAN,@,PHI,W 26-16,*,20,92,4.60,1,8,7,80,11.43,0,87.5%,10.00,0,0,,0,,1,6,0.0,0,0
69,2013,2013-09-29,4,26.276,KAN,,NYG,W 31-7,*,18,65,3.61,0,11,5,62,12.40,1,45.5%,5.64,0,0,,0,,1,6,0.0,1,0
70,2013,2013-10-06,5,26.283,KAN,@,TEN,W 26-17,*,22,108,4.91,1,9,5,37,7.40,0,55.6%,4.11,0,0,,0,,1,6,0.0,1,0
71,2013,2013-10-13,6,26.290,KAN,,OAK,W 24-7,*,22,78,3.55,2,9,5,50,10.00,0,55.6%,5.56,0,0,,0,,2,12,0.0,0,0
72,2013,2013-10-20,7,26.297,KAN,,HOU,W 17-16,*,21,86,4.10,1,4,3,37,12.33,0,75.0%,9.25,0,0,,0,,1,6,0.0,0,0
73,2013,2013-10-27,8,26.304,KAN,,CLE,W 23-17,*,18,74,4.11,0,7,5,46,9.20,0,71.4%,6.57,0,0,,0,,0,0,0.0,0,0
74,2013,2013-11-03,9,26.311,KAN,@,BUF,W 23-13,*,17,90,5.29,0,7,6,6,1.00,0,85.7%,0.86,0,0,,0,,0,0,0.0,0,0
75,2013,2013-11-17,10,26.325,KAN,@,DEN,L 17-27,*,16,78,4.88,0,8,2,-6,-3.00,0,25.0%,-0.75,0,0,,0,,0,0,0.0,0,0
76,2013,2013-11-24,11,26.332,KAN,,SDG,L 38-41,*,14,115,8.21,2,6,4,42,10.50,0,66.7%,7.00,0,0,,0,,2,12,0.0,1,0
77,2013,2013-12-01,12,26.339,KAN,,DEN,L 28-35,*,19,93,4.89,1,2,2,27,13.50,0,100.0%,13.50,0,0,,0,,1,6,0.0,0,0
78,2013,2013-12-08,13,26.346,KAN,@,WAS,W 45-10,*,19,150,7.89,1,3,2,8,4.00,1,66.7%,2.67,0,0,,0,,2,12,0.0,0,0
79,2013,2013-12-15,14,26.353,KAN,@,OAK,W 56-31,*,8,20,2.50,1,8,8,195,24.38,4,100.0%,24.38,0,0,,0,,5,30,0.0,0,0
80,2013,2013-12-22,15,26.360,KAN,,IND,L 7-23,*,13,106,8.15,1,6,5,38,7.60,0,83.3%,6.33,0,0,,0,,1,6,0.0,1,0
81,2014,2014-09-07,1,27.254,KAN,,TEN,L 10-26,*,7,19,2.71,0,4,4,15,3.75,0,100.0%,3.75,0,0,,0,,0,0,0.0,0,0
82,2014,2014-09-14,2,27.261,KAN,@,DEN,L 17-24,*,2,4,2.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,1,0
83,2014,2014-09-29,4,27.276,KAN,,NWE,W 41-14,*,18,92,5.11,1,3,3,16,5.33,2,100.0%,5.33,0,0,,0,,3,18,0.0,0,0
84,2014,2014-10-05,5,27.282,KAN,@,SFO,L 17-22,*,15,80,5.33,0,4,1,4,4.00,0,25.0%,1.00,0,0,,0,,0,0,0.0,0,0
85,2014,2014-10-19,6,27.296,KAN,@,SDG,W 23-20,*,22,95,4.32,1,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,1,6,0.0,0,0
86,2014,2014-10-26,7,27.303,KAN,,STL,W 34-7,*,14,67,4.79,2,4,4,44,11.00,0,100.0%,11.00,0,0,,0,,2,12,0.0,0,0
87,2014,2014-11-02,8,27.310,KAN,,NYJ,W 24-10,*,20,78,3.90,1,4,2,10,5.00,0,50.0%,2.50,0,0,,0,,1,6,0.0,0,0
88,2014,2014-11-09,9,27.317,KAN,@,BUF,W 17-13,*,15,98,6.53,1,4,3,20,6.67,0,75.0%,5.00,0,0,,0,,1,6,0.0,0,0
89,2014,2014-11-16,10,27.324,KAN,,SEA,W 24-20,*,20,159,7.95,2,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,2,12,0.0,1,0
90,2014,2014-11-20,11,27.328,KAN,@,OAK,L 20-24,*,19,80,4.21,0,7,4,42,10.50,1,57.1%,6.00,0,0,,0,,1,6,0.0,0,0
91,2014,2014-11-30,12,27.338,KAN,,DEN,L 16-29,*,10,35,3.50,0,6,4,24,6.00,1,66.7%,4.00,0,0,,0,,1,6,0.0,0,0
92,2014,2014-12-07,13,27.345,KAN,@,ARI,L 14-17,*,10,91,9.10,1,4,2,20,10.00,1,50.0%,5.00,0,0,,0,,2,12,0.0,0,0
93,2014,2014-12-14,14,27.352,KAN,,OAK,W 31-13,*,12,52,4.33,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
94,2014,2014-12-21,15,27.359,KAN,@,PIT,L 12-20,*,9,29,3.22,0,7,5,48,9.60,0,71.4%,6.86,0,0,,0,,0,0,0.0,0,0
95,2014,2014-12-28,16,28.001,KAN,,SDG,W 19-7,*,13,54,4.15,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0
96,2015,2015-09-13,1,28.260,KAN,@,HOU,W 27-20,*,16,57,3.56,0,8,5,46,9.20,1,62.5%,5.75,0,0,,0,,1,6,0.0,0,0
97,2015,2015-09-17,2,28.264,KAN,,DEN,L 24-31,*,21,125,5.95,1,5,4,2,0.50,0,80.0%,0.40,0,0,,0,,1,6,0.0,0,0
98,2015,2015-09-28,3,28.275,KAN,@,GNB,L 28-38,*,11,49,4.45,3,7,5,33,6.60,0,71.4%,4.71,0,0,,0,,3,18,0.0,0,0
99,2015,2015-10-04,4,28.281,KAN,@,CIN,L 21-36,*,11,75,6.82,0,6,6,70,11.67,0,100.0%,11.67,0,0,,0,,0,0,0.0,0,0
100,2015,2015-10-11,5,28.288,KAN,,CHI,L 17-18,*,12,58,4.83,0,3,1,26,26.00,0,33.3%,8.67,0,0,,0,,0,0,0.0,0,0
101,2016,2016-10-02,4,29.280,KAN,@,PIT,L 14-43,,2,7,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
102,2016,2016-10-16,5,29.294,KAN,@,OAK,W 26-10,,9,33,3.67,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,1,6,0.0,0,0
103,2016,2016-10-23,6,29.301,KAN,,NOR,W 27-21,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
104,2017,2017-09-11,1,30.258,DEN,,LAC,W 24-21,,10,40,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
105,2017,2017-09-17,2,30.264,DEN,,DAL,W 42-17,,9,46,5.11,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
106,2017,2017-09-24,3,30.271,DEN,@,BUF,L 16-26,,9,56,6.22,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,1,6,0.0,0,0
107,2017,2017-10-01,4,30.278,DEN,,OAK,W 16-10,,5,33,6.60,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0
108,2017,2017-10-15,5,30.292,DEN,,NYG,L 10-23,,5,19,3.80,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0,,0,0,0.0,0,0
109,2017,2017-10-22,6,30.299,DEN,@,LAC,L 0-21,,4,2,0.50,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
110,2017,2017-10-30,7,30.307,DEN,@,KAN,L 19-29,,8,39,4.88,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
111,2017,2017-11-05,8,30.313,DEN,@,PHI,L 23-51,,4,1,0.25,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,,0,0,0.0,0,0
112,2017,2017-11-12,9,30.320,DEN,,NWE,L 16-41,,8,38,4.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
113,2017,2017-11-19,10,30.327,DEN,,CIN,L 17-20,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
114,2017,2017-11-26,11,30.334,DEN,@,OAK,L 14-21,,1,3,3.00,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0
115,2017,2017-12-03,12,30.341,DEN,@,MIA,L 9-35,,3,12,4.00,0,5,5,39,7.80,0,100.0%,7.80,0,0,,0,,0,0,0.0,0,0
116,2017,2017-12-10,13,30.348,DEN,,NYJ,W 23-0,,0,0,,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
117,2017,2017-12-14,14,30.352,DEN,@,IND,W 25-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
