ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,22.144,MIN,,SFO,W 27-17,,,,
2,1975,1975-09-28,2,22.151,MIN,@,CLE,W 42-10,,,,
3,1975,1975-10-05,3,22.158,MIN,,CHI,W 28-3,,,,
4,1975,1975-10-12,4,22.165,MIN,,NYJ,W 29-21,,,,
5,1975,1975-10-19,5,22.172,MIN,,DET,W 25-19,,,,
6,1975,1975-10-27,6,22.180,MIN,@,CHI,W 13-9,,,,
7,1975,1975-11-02,7,22.186,MIN,@,GNB,W 28-17,,,,
8,1975,1975-11-09,8,22.193,MIN,,ATL,W 38-0,,,,
9,1975,1975-11-16,9,22.200,MIN,@,NOR,W 20-7,,,,
10,1975,1975-11-23,10,22.207,MIN,,SDG,W 28-13,,,,
11,1975,1975-11-30,11,22.214,MIN,@,WAS,L 30-31,,,,
12,1975,1975-12-07,12,22.221,MIN,,GNB,W 24-3,,,,
13,1975,1975-12-14,13,22.228,MIN,@,DET,L 10-17,,,,
14,1975,1975-12-20,14,22.234,MIN,@,BUF,W 35-13,,,,
15,1976,1976-09-12,1,23.135,MIN,@,NOR,W 40-9,,,,
16,1976,1976-10-04,4,23.157,MIN,,PIT,W 17-6,,,,
17,1976,1976-10-10,5,23.163,MIN,,CHI,W 20-19,,,,
18,1976,1976-10-17,6,23.170,MIN,,NYG,W 24-7,,,,
19,1976,1976-10-24,7,23.177,MIN,@,PHI,W 31-12,,,,
20,1976,1976-10-31,8,23.184,MIN,@,CHI,L 13-14,,,,
21,1976,1976-11-07,9,23.191,MIN,,DET,W 31-23,,,,
22,1976,1976-11-14,10,23.198,MIN,,SEA,W 27-21,,,,
23,1976,1976-11-21,11,23.205,MIN,@,GNB,W 17-10,,,,
24,1976,1976-11-29,12,23.213,MIN,@,SFO,L 16-20,,,,
25,1976,1976-12-05,13,23.219,MIN,,GNB,W 20-9,,,,
26,1976,1976-12-11,14,23.225,MIN,@,MIA,W 29-7,,,,
27,1977,1977-09-18,1,24.141,MIN,,DAL,L 10-16,,,,
28,1977,1977-09-24,2,24.147,MIN,@,TAM,W 9-3,,,,
29,1977,1977-10-02,3,24.155,MIN,,GNB,W 19-7,,,,
30,1977,1977-10-09,4,24.162,MIN,,DET,W 14-7,,,,
31,1977,1977-10-16,5,24.169,MIN,,CHI,W 22-16,,,,
32,1977,1977-10-24,6,24.177,MIN,@,RAM,L 3-35,,,,
33,1977,1977-10-30,7,24.183,MIN,@,ATL,W 14-7,,,,
34,1977,1977-11-06,8,24.190,MIN,,STL,L 7-27,,,,
35,1977,1977-11-13,9,24.197,MIN,,CIN,W 42-10,,,,
36,1977,1977-11-20,10,24.204,MIN,@,CHI,L 7-10,,,,
37,1977,1977-11-27,11,24.211,MIN,@,GNB,W 13-6,,,,
38,1977,1977-12-04,12,24.218,MIN,,SFO,W 28-27,,,,
39,1977,1977-12-11,13,24.225,MIN,@,OAK,L 13-35,,,,
40,1977,1977-12-17,14,24.231,MIN,@,DET,W 30-21,,,,
41,1978,1978-09-03,1,25.126,MIN,@,NOR,L 24-31,,,,
42,1978,1978-09-11,2,25.134,MIN,,DEN,W 12-9,,,,
43,1978,1978-09-17,3,25.140,MIN,,TAM,L 10-16,,,,
44,1978,1978-09-25,4,25.148,MIN,@,CHI,W 24-20,,,,
45,1978,1978-10-01,5,25.154,MIN,@,TAM,W 24-7,,,,
46,1978,1978-10-08,6,25.161,MIN,@,SEA,L 28-29,,,,
47,1978,1978-10-15,7,25.168,MIN,,RAM,L 17-34,,,,
48,1978,1978-10-26,9,25.179,MIN,@,DAL,W 21-10,,,,
49,1978,1978-11-05,10,25.189,MIN,,DET,W 17-7,,,,
50,1978,1978-11-12,11,25.196,MIN,,CHI,W 17-14,,,,
51,1978,1978-11-19,12,25.203,MIN,,SDG,L 7-13,,,,
52,1978,1978-11-26,13,25.210,MIN,@,GNB,T 10-10,,,,
53,1978,1978-12-03,14,25.217,MIN,,PHI,W 28-27,,,,
54,1978,1978-12-09,15,25.223,MIN,@,DET,L 14-45,,,,
55,1978,1978-12-17,16,25.231,MIN,@,OAK,L 20-27,,,,
56,1979,1979-09-02,1,26.125,MIN,,SFO,W 28-22,,,,
57,1979,1979-09-09,2,26.132,MIN,@,CHI,L 7-26,,,,
58,1979,1979-09-16,3,26.139,MIN,,MIA,L 12-27,,,,
59,1979,1979-09-23,4,26.146,MIN,,GNB,W 27-21,,,,
60,1979,1979-09-30,5,26.153,MIN,@,DET,W 13-10,,,,
61,1979,1979-10-07,6,26.160,MIN,,DAL,L 20-36,,,,
62,1979,1979-10-15,7,26.168,MIN,@,NYJ,L 7-14,,,,
63,1979,1979-10-21,8,26.174,MIN,,CHI,W 30-27,,,,
64,1979,1979-10-28,9,26.181,MIN,,TAM,L 10-12,,,,
65,1979,1979-11-04,10,26.188,MIN,@,STL,L 7-37,,,,
66,1979,1979-11-11,11,26.195,MIN,@,GNB,L 7-19,,,,
67,1979,1979-11-18,12,26.202,MIN,,DET,W 14-7,,,,
68,1979,1979-11-25,13,26.209,MIN,@,TAM,W 23-22,,,,
69,1979,1979-12-02,14,26.216,MIN,@,RAM,L 21-27,,,,
70,1979,1979-12-09,15,26.223,MIN,,BUF,W 10-3,,,,
71,1979,1979-12-16,16,26.230,MIN,@,NWE,L 23-27,,,,
72,1980,1980-09-07,1,27.130,MIN,,ATL,W 24-23,,,,
73,1980,1980-09-14,2,27.137,MIN,,PHI,L 7-42,,,,
74,1980,1980-09-21,3,27.144,MIN,@,CHI,W 34-14,,,,
75,1980,1980-09-28,4,27.151,MIN,@,DET,L 7-27,,,,
76,1980,1980-10-05,5,27.158,MIN,,PIT,L 17-23,,,,
77,1980,1980-10-12,6,27.165,MIN,,CHI,W 13-7,,,,
78,1980,1980-10-19,7,27.172,MIN,@,CIN,L 0-14,,,,
79,1980,1980-10-26,8,27.179,MIN,@,GNB,L 3-16,,,,
80,1980,1980-11-02,9,27.186,MIN,@,WAS,W 39-14,,,,
81,1980,1980-11-09,10,27.193,MIN,,DET,W 34-0,,,,
82,1980,1980-11-16,11,27.200,MIN,,TAM,W 38-30,,,,
83,1980,1980-11-23,12,27.207,MIN,,GNB,L 13-25,,,,
84,1980,1980-11-30,13,27.214,MIN,@,NOR,W 23-20,,,,
85,1980,1980-12-07,14,27.221,MIN,@,TAM,W 21-10,,,,
86,1980,1980-12-14,15,27.228,MIN,,CLE,W 28-23,,,,
87,1980,1980-12-21,16,27.235,MIN,@,HOU,L 16-20,,,,
88,1981,1981-09-05,1,28.128,MIN,@,TAM,L 13-21,,,,
89,1981,1981-09-14,2,28.137,MIN,,OAK,L 10-36,,,,
90,1981,1981-09-20,3,28.143,MIN,,DET,W 26-24,,,,
91,1981,1981-09-27,4,28.150,MIN,@,GNB,W 30-13,,,,
92,1981,1981-10-04,5,28.157,MIN,,CHI,W 24-21,,,,
93,1981,1981-10-11,6,28.164,MIN,@,SDG,W 33-31,,,,
94,1981,1981-10-18,7,28.171,MIN,,PHI,W 35-23,,,,
95,1981,1981-10-25,8,28.178,MIN,@,STL,L 17-30,,,,
96,1981,1981-11-02,9,28.186,MIN,@,DEN,L 17-19,,,,
97,1981,1981-11-08,10,28.192,MIN,,TAM,W 25-10,,,,
98,1981,1981-11-15,11,28.199,MIN,,NOR,W 20-10,,,,
99,1981,1981-11-23,12,28.207,MIN,@,ATL,L 30-31,,,,
100,1981,1981-12-06,14,28.220,MIN,@,CHI,L 9-10,,,,
101,1981,1981-12-12,15,28.226,MIN,@,DET,L 7-45,,,,
102,1981,1981-12-20,16,28.234,MIN,,KAN,L 6-10,,,,
103,1982,1982-09-12,1,29.135,MIN,,TAM,W 17-10,,,,
104,1982,1982-09-16,2,29.139,MIN,@,BUF,L 22-23,,,,
105,1982,1982-11-21,3,29.205,MIN,@,GNB,L 7-26,2.5,0,0,0
106,1982,1982-11-28,4,29.212,MIN,,CHI,W 35-7,1.5,0,0,0
107,1982,1982-12-05,5,29.219,MIN,@,MIA,L 14-22,0.5,0,0,0
108,1982,1982-12-12,6,29.226,MIN,,BAL,W 13-10,,,,
109,1982,1982-12-19,7,29.233,MIN,@,DET,W 34-31,,,,
110,1982,1982-12-26,8,29.240,MIN,,NYJ,L 14-42,0.5,0,0,0
111,1982,1983-01-03,9,29.248,MIN,,DAL,W 31-27,,,,
112,1983,1983-09-04,1,30.127,MIN,@,CLE,W 27-21,1.0,0,0,0
113,1983,1983-09-08,2,30.131,MIN,,SFO,L 17-48,1.0,0,0,0
114,1983,1983-09-18,3,30.141,MIN,@,TAM,W 19-16,,,,
115,1983,1983-09-25,4,30.148,MIN,,DET,W 20-17,,,,
116,1983,1983-12-05,14,30.219,MIN,@,DET,L 2-13,0.5,0,0,0
117,1983,1983-12-11,15,30.225,MIN,,CHI,L 13-19,,,,
