ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1990,1990-11-11,9,26.173,RAM,,NYG,L 7-31,4,22,5.50,0,0,0,,0,0,0
2,1990,1990-11-25,11,26.187,RAM,@,SFO,W 28-17,0,0,,0,,,,,,
3,1990,1990-12-02,12,26.194,RAM,@,CLE,W 38-23,2,8,4.00,0,0,0,,0,0,0
4,1990,1990-12-09,13,26.201,RAM,,NOR,L 20-24,0,0,,0,,,,,,
5,1990,1990-12-17,14,26.209,RAM,,SFO,L 10-26,0,0,,0,,,,,,
6,1990,1990-12-23,15,26.215,RAM,@,ATL,L 13-20,0,0,,0,,,,,,
7,1990,1990-12-31,16,26.223,RAM,@,NOR,L 17-20,13,42,3.23,0,0,0,,0,0,0
8,1991,1991-10-27,8,27.158,RAM,@,ATL,L 14-31,6,38,6.33,0,0,0,,0,0,0
9,1991,1991-11-03,9,27.165,RAM,,NOR,L 17-24,3,5,1.67,0,0,0,,0,0,0
10,1991,1991-11-10,10,27.172,RAM,,KAN,L 20-27,5,24,4.80,0,1,8,8.00,0,0,0
11,1991,1991-11-17,11,27.179,RAM,@,DET,L 10-21,3,7,2.33,0,0,0,,0,0,0
12,1991,1991-11-25,12,27.187,RAM,,SFO,L 10-33,11,23,2.09,1,1,21,21.00,0,1,6
13,1991,1991-12-01,13,27.193,RAM,,WAS,L 6-27,7,38,5.43,0,0,0,,0,0,0
14,1991,1991-12-08,14,27.200,RAM,,ATL,L 14-31,9,31,3.44,0,0,0,,0,0,0
15,1991,1991-12-22,16,27.214,RAM,@,SEA,L 9-23,5,13,2.60,0,4,17,4.25,0,0,0
