ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-11-29,11,23.075,WAS,@,PHI,L 24-27,,0,0,,0,0.0,1,0,0,0,0
2,2009,2009-12-06,12,23.082,WAS,,NOR,L 30-33,,1,0,0.00,0,0.0,1,0,0,0,0
3,2009,2009-12-13,13,23.089,WAS,@,OAK,W 34-13,,,,,,,,,,,
4,2009,2010-01-03,16,23.110,WAS,@,SDG,L 20-23,,,,,,,,,,,
5,2010,2010-09-12,1,23.362,WAS,,DAL,W 13-7,,,,,,,,,,,
6,2010,2010-09-19,2,24.004,WAS,,HOU,L 27-30,,,,,,,,,,,
7,2010,2010-09-26,3,24.011,WAS,@,STL,L 16-30,,,,,,,,,,,
8,2010,2010-11-21,10,24.067,WAS,@,TEN,W 19-16,,,,,,,,,,,
9,2010,2010-11-28,11,24.074,WAS,,MIN,L 13-17,,0,0,,0,0.0,1,0,0,0,0
10,2010,2010-12-05,12,24.081,WAS,@,NYG,L 7-31,,0,0,,0,0.0,3,0,0,0,0
11,2010,2010-12-12,13,24.088,WAS,,TAM,L 16-17,,,,,,,,,,,
12,2010,2010-12-19,14,24.095,WAS,@,DAL,L 30-33,,0,0,,0,0.0,5,0,0,0,0
13,2010,2010-12-26,15,24.102,WAS,@,JAX,W 20-17,*,0,0,,0,0.0,3,0,1,8,0
14,2010,2011-01-02,16,24.109,WAS,,NYG,L 14-17,*,0,0,,0,0.0,2,2,0,0,0
15,2011,2011-09-11,1,24.361,WAS,,NYG,W 28-14,,0,0,,0,0.0,0,1,0,0,0
16,2011,2011-09-18,2,25.003,WAS,,ARI,W 22-21,*,0,0,,0,0.0,1,1,0,0,0
17,2011,2011-09-26,3,25.011,WAS,@,DAL,L 16-18,,0,0,,0,0.0,3,0,1,0,0
18,2011,2011-10-02,4,25.017,WAS,@,STL,W 17-10,,0,0,,0,0.0,2,0,0,0,0
19,2011,2011-10-16,5,25.031,WAS,,PHI,L 13-20,,0,0,,0,0.0,3,0,0,0,0
20,2011,2011-10-23,6,25.038,WAS,@,CAR,L 20-33,,0,0,,0,0.0,2,0,0,0,0
21,2011,2011-10-30,7,25.045,WAS,@,BUF,L 0-23,,0,0,,0,0.0,3,0,0,0,0
22,2011,2011-11-06,8,25.052,WAS,,SFO,L 11-19,,0,0,,0,0.0,0,0,0,0,0
23,2011,2011-11-13,9,25.059,WAS,@,MIA,L 9-20,,0,0,,0,0.0,4,0,1,30,0
24,2011,2011-11-20,10,25.066,WAS,,DAL,L 24-27,,0,0,,0,0.0,1,0,0,0,0
25,2011,2011-11-27,11,25.073,WAS,@,SEA,W 23-17,,0,0,,0,0.0,0,0,0,0,0
26,2011,2011-12-04,12,25.080,WAS,,NYJ,L 19-34,,,,,,,,,,,
27,2011,2011-12-11,13,25.087,WAS,,NWE,L 27-34,,0,0,,0,0.0,1,1,0,0,0
28,2011,2011-12-18,14,25.094,WAS,@,NYG,W 23-10,,0,0,,0,0.0,3,0,0,0,0
29,2011,2012-01-01,16,25.108,WAS,@,PHI,L 10-34,,,,,,,,,,,
30,2012,2012-09-09,1,25.360,DET,,STL,W 27-23,,,,,,,,,,,
31,2012,2012-09-16,2,26.001,DET,@,SFO,L 19-27,,,,,,,,,,,
