ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-11-10,10,22.196,TAM,,STL,W 16-0,,,,,,,,
2,1985,1985-11-17,11,22.203,TAM,@,NYJ,L 28-62,,,,,,,,
3,1985,1985-11-24,12,22.210,TAM,,DET,W 19-16,,,,,,,,
4,1985,1985-12-01,13,22.217,TAM,@,GNB,L 0-21,,,,,,,,
5,1985,1985-12-08,14,22.224,TAM,@,MIN,L 7-26,,,,,,,,
6,1985,1985-12-15,15,22.231,TAM,,IND,L 23-31,,,,,,,,
7,1985,1985-12-22,16,22.238,TAM,,GNB,L 17-20,,,,,,,,
8,1986,1986-11-09,10,23.195,TAM,,CHI,L 3-23,0,0,,0,0,0,,0
9,1986,1986-11-16,11,23.202,TAM,@,GNB,L 7-31,1,11,11.00,0,0,0,,0
10,1986,1986-11-23,12,23.209,TAM,,DET,L 17-38,0,0,,0,0,0,,0
11,1986,1986-11-30,13,23.216,TAM,@,MIN,L 13-45,0,0,,0,0,0,,0
12,1986,1986-12-07,14,23.223,TAM,@,CHI,L 14-48,0,0,,0,0,0,,0
13,1986,1986-12-14,15,23.230,TAM,,GNB,L 7-21,1,34,34.00,0,0,0,,0
14,1986,1986-12-21,16,23.237,TAM,@,STL,L 17-21,1,38,38.00,0,1,0,0.00,0
15,1987,1987-10-04,3,24.159,WAS,,STL,W 28-21,,,,,,,,
16,1987,1987-10-11,4,24.166,WAS,@,NYG,W 38-12,,,,,,,,
17,1987,1987-10-19,5,24.174,WAS,@,DAL,W 13-7,,,,,,,,
18,1988,1988-09-04,1,25.129,NYJ,@,NWE,L 3-28,0,0,,0,,,,
19,1988,1988-09-11,2,25.136,NYJ,@,CLE,W 23-3,0,0,,0,,,,
20,1988,1988-09-18,3,25.143,NYJ,,HOU,W 45-3,0,0,,0,,,,
21,1988,1988-09-25,4,25.150,NYJ,@,DET,W 17-10,0,0,,0,,,,
22,1988,1988-10-02,5,25.157,NYJ,,KAN,T 17-17,0,0,,0,,,,
23,1988,1988-10-09,6,25.164,NYJ,@,CIN,L 19-36,0,0,,0,,,,
24,1988,1988-10-17,7,25.172,NYJ,,BUF,L 14-37,6,67,11.17,0,0,0,,0
25,1988,1988-10-23,8,25.178,NYJ,@,MIA,W 44-30,0,0,,0,,,,
26,1988,1988-10-30,9,25.185,NYJ,,PIT,W 24-20,0,0,,0,,,,
27,1988,1988-11-06,10,25.192,NYJ,@,IND,L 14-38,0,0,,0,,,,
28,1988,1988-11-13,11,25.199,NYJ,,NWE,L 13-14,0,0,,0,,,,
29,1988,1988-11-20,12,25.206,NYJ,@,BUF,L 6-9,0,0,,0,,,,
30,1988,1988-12-04,14,25.220,NYJ,@,KAN,L 34-38,0,0,,0,,,,
31,1988,1988-12-10,15,25.226,NYJ,,IND,W 34-16,0,0,,0,,,,
32,1988,1988-12-18,16,25.234,NYJ,,NYG,W 27-21,0,0,,0,,,,
33,1989,1989-10-29,8,26.184,NYJ,,SFO,L 10-23,2,13,6.50,0,0,0,,0
