ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.163,TAM,,CAR,W 16-10,,,,,,,0.0%,,,,,,
2,2012,2012-09-16,2,23.170,TAM,@,NYG,L 34-41,,,,,,,0.0%,,,,,,
3,2012,2012-09-23,3,23.177,TAM,@,DAL,L 10-16,,,,,,,0.0%,,,,,,
4,2012,2012-09-30,4,23.184,TAM,,WAS,L 22-24,,,,,,,0.0%,,,,,,
5,2013,2013-11-10,9,24.225,JAX,@,TEN,W 29-27,,,,,,,0.0%,,,,,,
6,2013,2013-11-17,10,24.232,JAX,,ARI,L 14-27,,1,1,62,62.00,1,100.0%,62.00,1,6,0.0,0,0
7,2013,2013-11-24,11,24.239,JAX,@,HOU,W 13-6,,0,0,0,,0,0.0%,,0,0,0.0,2,0
8,2013,2013-12-01,12,24.246,JAX,@,CLE,W 32-28,*,,0,0,,0,0.0%,,0,0,0.0,0,0
9,2013,2013-12-05,13,24.250,JAX,,HOU,W 27-20,,,,,,,0.0%,,,,,,
10,2013,2013-12-15,14,24.260,JAX,,BUF,L 20-27,,,,,,,0.0%,,,,,,
11,2013,2013-12-22,15,24.267,JAX,,TEN,L 16-20,,,,,,,0.0%,,,,,,
12,2013,2013-12-29,16,24.274,JAX,@,IND,L 10-30,,2,1,1,1.00,0,50.0%,0.50,0,0,0.0,0,0
