ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1968,1968-09-14,1,23.037,ATL,@,MIN,L 7-47,1,1,100.0,,2,0.0,0,1
2,1968,1968-09-22,2,23.045,ATL,,BAL,L 20-28,2,2,100.0,2,3,66.7,0,8
3,1968,1968-09-29,3,23.052,ATL,@,SFO,L 13-28,1,1,100.0,2,2,100.0,0,7
4,1968,1968-10-06,4,23.059,ATL,,GNB,L 7-38,1,1,100.0,,,,0,1
5,1968,1968-10-13,5,23.066,ATL,,NYG,W 24-21,3,3,100.0,1,2,50.0,0,6
6,1968,1968-10-20,6,23.073,ATL,@,RAM,L 14-27,2,2,100.0,,1,0.0,0,2
7,1968,1968-10-27,7,23.080,ATL,@,CLE,L 7-30,1,1,100.0,,1,0.0,0,1
8,1968,1968-11-03,8,23.087,ATL,,PIT,L 21-41,3,3,100.0,,,,0,3
9,1968,1968-11-10,9,23.094,ATL,,RAM,L 10-17,1,1,100.0,1,1,100.0,0,4
10,1968,1968-11-17,10,23.101,ATL,@,CHI,W 16-13,1,1,100.0,1,2,50.0,0,4
11,1968,1968-11-24,11,23.108,ATL,@,STL,L 12-17,,1,0.0,2,3,66.7,0,6
12,1968,1968-12-08,13,23.122,ATL,,DET,L 7-24,1,1,100.0,,1,0.0,0,1
13,1968,1968-12-15,14,23.129,ATL,,SFO,L 12-14,,1,0.0,2,3,66.7,0,6
14,1969,1969-09-21,1,24.044,ATL,,SFO,W 24-12,3,3,100.0,1,1,100.0,0,6
15,1969,1969-09-28,2,24.051,ATL,@,RAM,L 7-17,1,1,100.0,,3,0.0,0,1
16,1969,1969-10-05,3,24.058,ATL,,BAL,L 14-21,2,2,100.0,,3,0.0,0,2
17,1969,1969-10-12,4,24.065,ATL,,DAL,L 17-24,2,2,100.0,1,1,100.0,0,5
18,1969,1969-10-19,5,24.072,ATL,@,SFO,W 21-7,3,3,100.0,,3,0.0,0,3
19,1969,1969-10-26,6,24.079,ATL,@,GNB,L 10-28,1,1,100.0,1,3,33.3,0,4
20,1969,1969-11-02,7,24.086,ATL,,RAM,L 6-38,,,,2,2,100.0,0,6
21,1969,1969-11-09,8,24.093,ATL,@,DET,L 21-27,3,3,100.0,,1,0.0,0,3
22,1969,1969-11-16,9,24.100,ATL,,CHI,W 48-31,6,6,100.0,2,2,100.0,0,12
23,1969,1969-11-23,10,24.107,ATL,@,WAS,L 20-27,2,2,100.0,2,2,100.0,0,8
24,1969,1969-11-30,11,24.114,ATL,@,BAL,L 6-13,,,,2,4,50.0,0,6
25,1969,1969-12-07,12,24.121,ATL,,NOR,W 45-17,6,6,100.0,1,1,100.0,0,9
26,1969,1969-12-14,13,24.128,ATL,@,PHI,W 27-3,3,3,100.0,2,3,66.7,0,9
27,1969,1969-12-21,14,24.135,ATL,,MIN,W 10-3,1,1,100.0,1,1,100.0,0,4
