ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-12,1,21.053,CLE,,BAL,W 20-3,*,6,4,39,9.75,0,66.7%,6.50,0,0,,0,,0,0,0.0,,
2,2004,2004-09-19,2,21.060,CLE,@,DAL,L 12-19,*,5,1,11,11.00,0,20.0%,2.20,0,0,,0,,0,0,0.0,,
3,2006,2006-09-10,1,23.051,CLE,,NOR,L 14-19,*,9,8,63,7.88,1,88.9%,7.00,0,0,,0,,1,6,0.0,,
4,2006,2006-09-17,2,23.058,CLE,@,CIN,L 17-34,*,7,4,42,10.50,0,57.1%,6.00,0,0,,0,,0,0,0.0,,
5,2006,2006-09-24,3,23.065,CLE,,BAL,L 14-15,*,8,7,92,13.14,0,87.5%,11.50,0,0,,0,,0,0,0.0,,
6,2006,2006-10-01,4,23.072,CLE,@,OAK,W 24-21,*,4,3,31,10.33,1,75.0%,7.75,0,0,,0,,1,6,0.0,,
7,2006,2006-10-08,5,23.079,CLE,@,CAR,L 12-20,*,9,8,55,6.88,0,88.9%,6.11,0,0,,0,,0,0,0.0,,
8,2006,2006-10-22,6,23.093,CLE,,DEN,L 7-17,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,,0,0,0.0,,
9,2006,2006-10-29,7,23.100,CLE,,NYJ,W 20-13,*,10,7,76,10.86,1,70.0%,7.60,0,0,,0,,1,6,0.0,,
10,2006,2006-11-05,8,23.107,CLE,@,SDG,L 25-32,*,13,11,78,7.09,0,84.6%,6.00,0,0,,0,,0,0,0.0,,
11,2006,2006-11-12,9,23.114,CLE,@,ATL,W 17-13,*,6,5,90,18.00,0,83.3%,15.00,0,0,,0,,0,0,0.0,,
12,2006,2006-11-19,10,23.121,CLE,,PIT,L 20-24,*,6,4,36,9.00,0,66.7%,6.00,0,0,,0,,0,0,0.0,,
13,2006,2006-11-26,11,23.128,CLE,,CIN,L 0-30,*,8,6,52,8.67,0,75.0%,6.50,0,0,,0,,0,0,0.0,,
14,2006,2006-12-03,12,23.135,CLE,,KAN,W 31-28,*,3,1,26,26.00,0,33.3%,8.67,0,0,,0,,0,0,0.0,,
15,2006,2006-12-07,13,23.139,CLE,@,PIT,L 7-27,*,6,4,19,4.75,0,66.7%,3.17,0,0,,0,,0,0,0.0,,
16,2006,2006-12-17,14,23.149,CLE,@,BAL,L 17-27,*,6,5,61,12.20,0,83.3%,10.17,0,0,,0,,0,0,0.0,,
17,2006,2006-12-24,15,23.156,CLE,,TAM,L 7-22,*,6,2,27,13.50,0,33.3%,4.50,0,0,,0,,0,0,0.0,,
18,2006,2006-12-31,16,23.163,CLE,@,HOU,L 6-14,*,13,11,93,8.45,0,84.6%,7.15,0,0,,0,,0,0,0.0,,
19,2007,2007-09-09,1,24.050,CLE,,PIT,L 7-34,*,9,4,83,20.75,0,44.4%,9.22,0,0,,0,,0,0,0.0,,
20,2007,2007-09-16,2,24.057,CLE,,CIN,W 51-45,*,7,6,100,16.67,1,85.7%,14.29,0,0,,0,,1,6,0.0,,
21,2007,2007-09-23,3,24.064,CLE,@,OAK,L 24-26,*,10,6,88,14.67,0,60.0%,8.80,0,0,,0,,0,0,0.0,,
22,2007,2007-09-30,4,24.071,CLE,,BAL,W 27-13,,6,4,96,24.00,0,66.7%,16.00,0,0,,0,,0,0,0.0,,
23,2007,2007-10-07,5,24.078,CLE,@,NWE,L 17-34,*,12,4,49,12.25,1,33.3%,4.08,0,0,,0,,1,6,0.0,,
24,2007,2007-10-14,6,24.085,CLE,,MIA,W 41-31,*,6,5,90,18.00,0,83.3%,15.00,0,0,,0,,0,0,0.0,,
25,2007,2007-10-28,7,24.099,CLE,@,STL,W 27-20,*,4,2,26,13.00,1,50.0%,6.50,0,0,,0,,1,6,0.0,,
26,2007,2007-11-04,8,24.106,CLE,,SEA,W 33-30,*,18,11,125,11.36,0,61.1%,6.94,0,0,,0,,0,0,0.0,,
27,2007,2007-11-11,9,24.113,CLE,@,PIT,L 28-31,*,13,5,46,9.20,1,38.5%,3.54,0,0,,0,,1,6,0.0,,
28,2007,2007-11-18,10,24.120,CLE,@,BAL,W 33-30,,7,5,64,12.80,0,71.4%,9.14,0,0,,0,,0,0,0.0,,
29,2007,2007-11-25,11,24.127,CLE,,HOU,W 27-17,*,10,10,107,10.70,1,100.0%,10.70,0,0,,0,,1,6,0.0,,
30,2007,2007-12-02,12,24.134,CLE,@,ARI,L 21-27,*,8,3,35,11.67,0,37.5%,4.38,0,0,,0,,0,0,0.0,,
31,2007,2007-12-09,13,24.141,CLE,@,NYJ,W 24-18,*,8,4,34,8.50,0,50.0%,4.25,0,0,,0,,0,0,0.0,,
32,2007,2007-12-16,14,24.148,CLE,,BUF,W 8-0,*,9,2,28,14.00,0,22.2%,3.11,0,0,,0,,0,0,0.0,,
33,2007,2007-12-23,15,24.155,CLE,@,CIN,L 14-19,*,12,7,73,10.43,0,58.3%,6.08,0,0,,0,,0,0,0.0,,
34,2007,2007-12-30,16,24.162,CLE,,SFO,W 20-7,*,9,4,62,15.50,0,44.4%,6.89,0,0,,0,,0,0,0.0,,
35,2008,2008-09-07,1,25.048,CLE,,DAL,L 10-28,*,6,5,47,9.40,1,83.3%,7.83,0,0,,0,,1,6,0.0,0,0
36,2008,2008-09-14,2,25.055,CLE,,PIT,L 6-10,*,11,7,55,7.86,0,63.6%,5.00,0,0,,0,,0,0,0.0,0,0
37,2008,2008-09-21,3,25.062,CLE,@,BAL,L 10-28,*,13,2,14,7.00,0,15.4%,1.08,0,0,,0,,0,0,0.0,0,0
38,2008,2008-09-28,4,25.069,CLE,@,CIN,W 20-12,*,8,5,54,10.80,0,62.5%,6.75,0,0,,0,,0,0,0.0,1,0
39,2008,2008-10-19,6,25.090,CLE,@,WAS,L 11-14,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,,0,0,0.0,0,0
40,2008,2008-11-02,8,25.104,CLE,,BAL,L 27-37,*,7,5,64,12.80,0,71.4%,9.14,0,0,,0,,0,0,0.0,0,0
41,2008,2008-11-06,9,25.108,CLE,,DEN,L 30-34,*,14,10,111,11.10,2,71.4%,7.93,0,0,,0,,2,12,0.0,0,0
42,2008,2008-11-17,10,25.119,CLE,@,BUF,W 29-27,*,9,3,40,13.33,0,33.3%,4.44,0,0,,0,,0,0,0.0,0,0
43,2008,2008-11-23,11,25.125,CLE,,HOU,L 6-16,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,,0,0,0.0,0,0
44,2008,2008-11-30,12,25.132,CLE,,IND,L 6-10,*,4,3,15,5.00,0,75.0%,3.75,0,0,,0,,0,0,0.0,0,0
45,2009,2009-09-13,1,26.054,TAM,,DAL,L 21-34,*,9,5,30,6.00,1,55.6%,3.33,1,7,7.00,0,,1,6,0.0,0,0
46,2009,2009-09-20,2,26.061,TAM,@,BUF,L 20-33,*,10,7,90,12.86,1,70.0%,9.00,0,0,,0,,1,6,0.0,1,0
47,2009,2009-09-27,3,26.068,TAM,,NYG,L 0-24,*,8,3,14,4.67,0,37.5%,1.75,0,0,,0,,0,0,0.0,1,0
48,2009,2009-10-04,4,26.075,TAM,@,WAS,L 13-16,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0
49,2009,2009-10-11,5,26.082,TAM,@,PHI,L 14-33,*,12,9,102,11.33,2,75.0%,8.50,0,0,,0,,2,12,0.0,0,0
50,2009,2009-10-18,6,26.089,TAM,,CAR,L 21-28,*,4,3,29,9.67,0,75.0%,7.25,0,0,,0,,0,0,0.0,0,0
51,2009,2009-10-25,7,26.096,TAM,,NWE,L 7-35,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0.0,0,0
52,2009,2009-11-08,8,26.110,TAM,,GNB,W 38-28,*,5,4,57,14.25,1,80.0%,11.40,0,0,,0,,1,6,0.0,0,0
53,2009,2009-11-15,9,26.117,TAM,@,MIA,L 23-25,,12,7,102,14.57,0,58.3%,8.50,0,0,,0,,0,0,0.0,0,0
54,2009,2009-11-22,10,26.124,TAM,,NOR,L 7-38,*,13,5,29,5.80,0,38.5%,2.23,0,0,,0,,0,0,0.0,0,0
55,2009,2009-11-29,11,26.131,TAM,@,ATL,L 17-20,*,8,7,81,11.57,0,87.5%,10.13,0,0,,0,,0,0,0.0,0,0
56,2009,2009-12-06,12,26.138,TAM,@,CAR,L 6-16,*,6,4,69,17.25,0,66.7%,11.50,0,0,,0,,0,0,0.0,1,0
57,2009,2009-12-13,13,26.145,TAM,,NYJ,L 3-26,*,9,4,26,6.50,0,44.4%,2.89,0,0,,0,,0,0,0.0,0,0
58,2009,2009-12-20,14,26.152,TAM,@,SEA,W 24-7,,8,6,93,15.50,0,75.0%,11.63,0,0,,0,,0,0,0.0,0,0
59,2009,2009-12-27,15,26.159,TAM,@,NOR,W 20-17,*,8,4,76,19.00,0,50.0%,9.50,0,0,,0,,0,0,0.0,0,0
60,2009,2010-01-03,16,26.166,TAM,,ATL,L 10-20,*,8,5,56,11.20,0,62.5%,7.00,0,0,,0,,0,0,0.0,0,0
61,2010,2010-09-12,1,27.053,TAM,,CLE,W 17-14,*,6,4,32,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0
62,2010,2010-09-19,2,27.060,TAM,@,CAR,W 20-7,,4,4,83,20.75,0,100.0%,20.75,0,0,,0,,0,0,0.0,0,0
63,2010,2010-09-26,3,27.067,TAM,,PIT,L 13-38,,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
