ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1987,1987-09-13,1,23.215,NYJ,@,BUF,W 31-28,0,0,,0,0.5
2,1987,1987-09-21,2,23.223,NYJ,,NWE,W 43-24,0,0,,0,1.0
3,1987,1987-10-18,5,23.250,NYJ,,MIA,W 37-31,,,,,
4,1987,1987-10-25,6,23.257,NYJ,@,WAS,L 16-17,,,,,
5,1987,1987-11-01,7,23.264,NYJ,,IND,L 14-19,,,,,
6,1987,1987-11-09,8,23.272,NYJ,,SEA,W 30-14,0,0,,0,1.0
7,1987,1987-11-15,9,23.278,NYJ,@,KAN,W 16-9,,,,,
8,1987,1987-11-22,10,23.285,NYJ,,BUF,L 14-17,,,,,
9,1987,1987-11-29,11,23.292,NYJ,,CIN,W 27-20,,,,,
10,1987,1987-12-07,12,23.300,NYJ,@,MIA,L 28-37,,,,,
11,1987,1987-12-13,13,23.306,NYJ,@,NWE,L 20-42,,,,,
12,1987,1987-12-20,14,23.313,NYJ,,PHI,L 27-38,,,,,
13,1987,1987-12-27,15,23.320,NYJ,@,NYG,L 7-20,,,,,
14,1988,1988-09-04,1,24.207,NYJ,@,NWE,L 3-28,,,,,
15,1988,1988-09-11,2,24.214,NYJ,@,CLE,W 23-3,0,0,,0,1.0
16,1988,1988-09-18,3,24.221,NYJ,,HOU,W 45-3,,,,,
17,1988,1988-09-25,4,24.228,NYJ,@,DET,W 17-10,,,,,
18,1988,1988-10-02,5,24.235,NYJ,,KAN,T 17-17,,,,,
19,1988,1988-10-09,6,24.242,NYJ,@,CIN,L 19-36,,,,,
20,1988,1988-10-17,7,24.250,NYJ,,BUF,L 14-37,,,,,
21,1988,1988-10-23,8,24.256,NYJ,@,MIA,W 44-30,,,,,
22,1988,1988-10-30,9,24.263,NYJ,,PIT,W 24-20,0,0,,0,0.5
23,1988,1988-11-06,10,24.270,NYJ,@,IND,L 14-38,,,,,
24,1988,1988-11-13,11,24.277,NYJ,,NWE,L 13-14,,,,,
25,1988,1988-11-20,12,24.284,NYJ,@,BUF,L 6-9,,,,,
26,1988,1988-11-27,13,24.291,NYJ,,MIA,W 38-34,,,,,
27,1988,1988-12-04,14,24.298,NYJ,@,KAN,L 34-38,,,,,
28,1988,1988-12-10,15,24.304,NYJ,,IND,W 34-16,,,,,
29,1988,1988-12-18,16,24.312,NYJ,,NYG,W 27-21,,,,,
30,1989,1989-09-10,1,25.212,NYJ,,NWE,L 24-27,0,0,,0,
31,1989,1989-09-17,2,25.219,NYJ,@,CLE,L 24-38,0,0,,0,
32,1989,1989-09-24,3,25.226,NYJ,@,MIA,W 40-33,0,0,,0,
33,1989,1989-10-01,4,25.233,NYJ,,IND,L 10-17,0,0,,0,1.0
34,1989,1989-10-09,5,25.241,NYJ,,RAI,L 7-14,0,0,,0,0.5
35,1989,1989-10-15,6,25.247,NYJ,@,NOR,L 14-29,0,0,,0,
36,1989,1989-10-22,7,25.254,NYJ,@,BUF,L 3-34,0,0,,0,
37,1989,1989-10-29,8,25.261,NYJ,,SFO,L 10-23,0,0,,0,
38,1989,1989-11-05,9,25.268,NYJ,@,NWE,W 27-26,0,0,,0,1.0
39,1989,1989-11-12,10,25.275,NYJ,,MIA,L 23-31,0,0,,0,
40,1989,1989-11-19,11,25.282,NYJ,@,IND,L 10-27,0,0,,0,1.0
41,1989,1989-11-26,12,25.289,NYJ,,ATL,W 27-7,0,0,,0,0.5
42,1989,1989-12-03,13,25.296,NYJ,@,SDG,W 20-17,0,0,,0,
43,1989,1989-12-10,14,25.303,NYJ,,PIT,L 0-13,0,0,,0,
44,1989,1989-12-17,15,25.310,NYJ,@,RAM,L 14-38,2,9,4.50,0,0.0
45,1989,1989-12-23,16,25.316,NYJ,,BUF,L 0-37,0,0,,0,
46,1990,1990-09-09,1,26.211,NYJ,@,CIN,L 20-25,0,0,,0,0.5
47,1990,1990-09-16,2,26.218,NYJ,,CLE,W 24-21,0,0,,0,
48,1990,1990-09-24,3,26.226,NYJ,,BUF,L 7-30,0,0,,0,
49,1990,1990-09-30,4,26.232,NYJ,@,NWE,W 37-13,0,0,,0,
50,1990,1990-10-07,5,26.239,NYJ,@,MIA,L 16-20,0,0,,0,
51,1990,1990-10-14,6,26.246,NYJ,,SDG,L 3-39,0,0,,0,
52,1990,1990-10-28,8,26.260,NYJ,@,HOU,W 17-12,1,0,0.00,0,1.0
53,1990,1990-11-04,9,26.267,NYJ,,DAL,W 24-9,0,0,,0,0.5
54,1990,1990-11-11,10,26.274,NYJ,,MIA,L 3-17,0,0,,0,
55,1990,1990-11-18,11,26.281,NYJ,@,IND,L 14-17,0,0,,0,
56,1990,1990-11-25,12,26.288,NYJ,,PIT,L 7-24,0,0,,0,0.5
57,1990,1990-12-02,13,26.295,NYJ,@,SDG,L 17-38,1,3,3.00,0,0.0
58,1990,1990-12-16,14,26.309,NYJ,,IND,L 21-29,0,0,,0,
59,1990,1990-12-23,15,26.316,NYJ,,NWE,W 42-7,0,0,,0,1.0
60,1990,1990-12-30,16,26.323,NYJ,@,TAM,W 16-14,0,0,,0,
61,1991,1991-09-01,1,27.203,TAM,@,NYJ,L 13-16,,,,,
62,1991,1991-09-08,2,27.210,TAM,,CHI,L 20-21,,,,,
63,1991,1991-09-15,3,27.217,TAM,@,GNB,L 13-15,,,,,
64,1991,1991-09-22,4,27.224,TAM,,BUF,L 10-17,,,,,
65,1991,1991-09-29,5,27.231,TAM,@,DET,L 3-31,,,,,
66,1991,1991-10-06,6,27.238,TAM,,PHI,W 14-13,,,,,
67,1991,1991-10-20,7,27.252,TAM,@,NOR,L 7-23,,,,,
