ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1975,1975-10-12,4,25.246,HOU,@,CLE,W 40-10,,,,
2,1975,1975-10-19,5,25.253,HOU,,WAS,W 13-10,,,,
3,1975,1975-10-26,6,25.260,HOU,,DET,W 24-8,,,,
4,1975,1975-11-02,7,25.267,HOU,@,KAN,W 17-13,,,,
5,1975,1975-11-09,8,25.274,HOU,@,PIT,L 17-24,,,,
6,1975,1975-11-16,9,25.281,HOU,,MIA,W 20-19,,,,
7,1975,1975-11-24,10,25.289,HOU,,PIT,L 9-32,1,32,32.00,0
8,1975,1975-11-30,11,25.295,HOU,@,CIN,L 19-23,,,,
9,1975,1975-12-07,12,25.302,HOU,@,SFO,W 27-13,,,,
10,1975,1975-12-14,13,25.309,HOU,@,OAK,W 27-26,,,,
11,1975,1975-12-21,14,25.316,HOU,,CLE,W 21-10,,,,
