ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-12-27,16,22.304,CHI,,GNB,L 13-16,,,,,,,
2,1999,1999-11-21,10,23.268,SFO,,STL,L 7-23,,,,,,,
3,1999,1999-11-29,11,23.276,SFO,,GNB,L 3-20,,,,,,,
4,1999,1999-12-05,12,23.282,SFO,@,CIN,L 30-44,,,,,,,
5,1999,1999-12-12,13,23.289,SFO,,ATL,W 26-7,,,,,,,
6,1999,1999-12-18,14,23.295,SFO,@,CAR,L 24-41,,,,,,,
7,1999,1999-12-26,15,23.303,SFO,,WAS,L 20-26,,,,,,,
8,1999,2000-01-03,16,23.311,SFO,@,ATL,L 29-34,,,,,,,
9,2000,2000-09-03,1,24.190,ATL,,SFO,W 36-28,,,,,,,
10,2000,2000-10-01,5,24.218,ATL,@,PHI,L 10-38,,,,,,,
11,2000,2000-10-08,6,24.225,ATL,,NYG,L 6-13,*,,,,,,
12,2000,2000-10-15,7,24.232,ATL,@,STL,L 29-45,,,,,,,
13,2000,2000-10-22,8,24.239,ATL,,NOR,L 19-21,*,,,,,,
14,2000,2000-10-29,9,24.246,ATL,,CAR,W 13-12,*,,,,,,
15,2000,2000-11-05,10,24.253,ATL,,TAM,L 14-27,*,1.0,,,0,0,0
16,2000,2000-11-12,11,24.260,ATL,@,DET,L 10-13,,,,,,,
17,2000,2000-11-19,12,24.267,ATL,@,SFO,L 6-16,,,,,,,
18,2000,2000-11-26,13,24.274,ATL,@,OAK,L 14-41,*,,,,,,
19,2000,2000-12-03,14,24.281,ATL,,SEA,L 10-30,,,,,,,
20,2000,2000-12-17,15,24.295,ATL,@,NOR,L 7-23,,,,,,,
21,2000,2000-12-24,16,24.302,ATL,,KAN,W 29-13,*,,,,,,
22,2001,2001-09-09,1,25.195,ATL,@,SFO,L 13-16,,,,,,,
23,2001,2001-09-23,2,25.209,ATL,,CAR,W 24-16,*,,,,,,
24,2001,2001-09-30,3,25.216,ATL,@,ARI,W 34-14,*,,,,,,
25,2001,2001-11-04,7,25.251,ATL,,NWE,L 10-24,*,,,,,,
26,2001,2001-11-11,8,25.258,ATL,,DAL,W 20-13,*,,,,,,
27,2001,2001-11-18,9,25.265,ATL,@,GNB,W 23-20,*,,,,,,
28,2001,2001-11-25,10,25.272,ATL,@,CAR,W 10-7,*,,,,,,
29,2001,2001-12-02,11,25.279,ATL,,STL,L 6-35,,,,,,,
30,2001,2001-12-09,12,25.286,ATL,,NOR,L 10-28,,,,,,,
31,2001,2001-12-16,13,25.293,ATL,@,IND,L 27-41,*,,,,,,
32,2001,2001-12-23,14,25.300,ATL,,BUF,W 33-30,*,,,,,,
33,2001,2001-12-30,15,25.307,ATL,@,MIA,L 14-21,*,,,,,,
34,2001,2002-01-06,16,25.314,ATL,@,STL,L 13-31,,,,,,,
35,2002,2002-09-15,2,26.201,ATL,,CHI,L 13-14,*,,,,,,
36,2002,2002-09-22,3,26.208,ATL,,CIN,W 30-3,,,,,,,
37,2002,2002-10-06,4,26.222,ATL,,TAM,L 6-20,,,,,,,
38,2002,2002-10-13,5,26.229,ATL,@,NYG,W 17-10,,1.0,,,0,0,0
39,2002,2002-10-20,6,26.236,ATL,,CAR,W 30-0,,1.0,,,0,0,0
40,2002,2002-10-27,7,26.243,ATL,@,NOR,W 37-35,,0.0,,,1,9,0
41,2002,2002-11-03,8,26.250,ATL,,BAL,W 20-17,,,,,,,
42,2002,2002-11-10,9,26.257,ATL,@,PIT,T 34-34,,,,,,,
43,2002,2002-11-17,10,26.264,ATL,,NOR,W 24-17,,1.0,,,0,0,0
44,2002,2002-11-24,11,26.271,ATL,@,CAR,W 41-0,,0.5,,,0,0,0
45,2002,2002-12-01,12,26.278,ATL,@,MIN,W 30-24,*,,,,,,
46,2002,2002-12-08,13,26.285,ATL,@,TAM,L 10-34,*,,,,,,
47,2002,2002-12-15,14,26.292,ATL,,SEA,L 24-30,,,,,,,
48,2002,2002-12-22,15,26.299,ATL,,DET,W 36-15,*,,,,,,
49,2002,2002-12-29,16,26.306,ATL,@,CLE,L 16-24,*,0.0,,,1,3,0
50,2003,2003-09-07,1,27.193,ATL,@,DAL,W 27-13,*,,,,,,
51,2003,2003-09-14,2,27.200,ATL,,WAS,L 31-33,*,,,,,,
52,2003,2003-09-21,3,27.207,ATL,,TAM,L 10-31,*,,,,,,
53,2003,2003-09-28,4,27.214,ATL,@,CAR,L 3-23,*,,,,,,
54,2003,2003-10-05,5,27.221,ATL,,MIN,L 26-39,*,,,,,,
55,2003,2003-10-13,6,27.229,ATL,@,STL,L 0-36,*,,,,,,
56,2003,2003-10-19,7,27.235,ATL,,NOR,L 17-45,*,,,,,,
57,2003,2003-11-02,8,27.249,ATL,,PHI,L 16-23,*,,,,,,
58,2003,2003-11-09,9,27.256,ATL,@,NYG,W 27-7,*,1.0,,,0,0,0
59,2003,2003-11-16,10,27.263,ATL,@,NOR,L 20-23,*,,,,,,
60,2003,2003-11-23,11,27.270,ATL,,TEN,L 31-38,*,1.0,,,0,0,0
61,2003,2003-11-30,12,27.277,ATL,@,HOU,L 13-17,*,0.0,,,1,4,0
62,2003,2003-12-07,13,27.284,ATL,,CAR,W 20-14,*,,,,,,
63,2003,2003-12-14,14,27.291,ATL,@,IND,L 7-38,*,,,,,,
64,2003,2003-12-20,15,27.297,ATL,@,TAM,W 30-28,*,,,,,,
65,2003,2003-12-28,16,27.305,ATL,,JAX,W 21-14,*,,,,,,
66,2004,2004-09-12,1,28.199,ATL,@,SFO,W 21-19,*,,,,,,
67,2004,2004-09-19,2,28.206,ATL,,STL,W 34-17,*,,,,,,
68,2004,2004-09-26,3,28.213,ATL,,ARI,W 6-3,*,,,,,,
69,2004,2004-10-03,4,28.220,ATL,@,CAR,W 27-10,*,,,,,,
70,2004,2004-10-10,5,28.227,ATL,,DET,L 10-17,*,,,,,,
71,2004,2004-10-31,8,28.248,ATL,@,DEN,W 41-28,*,,,,,,
72,2004,2004-11-14,9,28.262,ATL,,TAM,W 24-14,*,,,,,,
73,2004,2004-11-21,10,28.269,ATL,@,NYG,W 14-10,*,,,,,,
74,2004,2004-11-28,11,28.276,ATL,,NOR,W 24-21,*,,,,,,
75,2004,2004-12-05,12,28.283,ATL,@,TAM,L 0-27,*,0.0,,,1,33,0
76,2004,2004-12-12,13,28.290,ATL,,OAK,W 35-10,*,,,,,,
77,2004,2004-12-18,14,28.296,ATL,,CAR,W 34-31,,,,,,,
78,2004,2004-12-26,15,28.304,ATL,@,NOR,L 13-26,*,,,,,,
79,2004,2005-01-02,16,28.311,ATL,@,SEA,L 26-28,*,,,,,,
80,2005,2005-09-11,1,29.197,CAR,,NOR,L 20-23,,,,,,,
81,2005,2005-09-18,2,29.204,CAR,,NWE,W 27-17,,,,,,,
