ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-09-02,1,24.316,MIN,,SDG,L 13-42,0,0,,0
2,1984,1984-09-09,2,24.323,MIN,@,PHI,L 17-19,0,0,,0
3,1984,1984-09-16,3,24.330,MIN,,ATL,W 27-20,0,0,,0
4,1984,1984-09-23,4,24.337,MIN,@,DET,W 29-28,0,0,,0
5,1984,1984-09-30,5,24.344,MIN,,SEA,L 12-20,0,0,,0
6,1984,1984-10-07,6,24.351,MIN,@,TAM,L 31-35,0,0,,0
7,1984,1984-10-14,7,24.358,MIN,@,RAI,L 20-23,0,0,,0
8,1984,1984-10-21,8,24.365,MIN,,DET,L 14-16,0,0,,0
9,1984,1984-10-28,9,25.006,MIN,@,CHI,L 7-16,0,0,,0
10,1984,1984-11-04,10,25.013,MIN,,TAM,W 27-24,0,0,,0
11,1984,1984-11-11,11,25.020,MIN,@,GNB,L 17-45,0,0,,0
12,1984,1984-11-18,12,25.027,MIN,@,DEN,L 21-42,0,0,,0
13,1984,1984-11-25,13,25.034,MIN,,CHI,L 3-34,0,0,,0
14,1984,1984-11-29,14,25.038,MIN,,WAS,L 17-31,0,0,,0
15,1984,1984-12-08,15,25.047,MIN,@,SFO,L 7-51,0,0,,0
16,1984,1984-12-16,16,25.055,MIN,,GNB,L 14-38,2,26,13.00,0
