ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-09-10,1,23.122,NYG,@,DEN,L 20-31,,
2,2001,2001-09-23,2,23.135,NYG,@,KAN,W 13-3,,
3,2001,2001-10-22,6,23.164,NYG,,PHI,L 9-10,,
4,2001,2001-10-28,7,23.170,NYG,@,WAS,L 21-35,,
5,2001,2001-11-04,8,23.177,NYG,,DAL,W 27-24,*,
6,2001,2001-11-11,9,23.184,NYG,@,ARI,W 17-10,,
7,2001,2001-11-19,10,23.192,NYG,@,MIN,L 16-28,,
8,2001,2001-11-25,11,23.198,NYG,,OAK,L 10-28,,
9,2001,2001-12-09,12,23.212,NYG,@,DAL,L 13-20,,
10,2002,2002-12-08,13,24.211,NYG,@,WAS,W 27-21,,
11,2004,2004-09-12,1,26.124,ARI,@,STL,L 10-17,,
12,2004,2004-09-19,2,26.131,ARI,,NWE,L 12-23,*,1.0
13,2004,2004-09-26,3,26.138,ARI,@,ATL,L 3-6,,
14,2004,2004-10-31,7,26.173,ARI,@,BUF,L 14-38,,
15,2004,2004-11-07,8,26.180,ARI,@,MIA,W 24-23,,
16,2004,2004-11-14,9,26.187,ARI,,NYG,W 17-14,,
17,2004,2004-11-21,10,26.194,ARI,@,CAR,L 10-35,*,
18,2004,2004-11-28,11,26.201,ARI,,NYJ,L 3-13,,
19,2004,2004-12-05,12,26.208,ARI,@,DET,L 12-26,,
20,2004,2004-12-12,13,26.215,ARI,,SFO,L 28-31,,
21,2004,2004-12-19,14,26.222,ARI,,STL,W 31-7,*,
22,2004,2004-12-26,15,26.229,ARI,@,SEA,L 21-24,,
23,2004,2005-01-02,16,26.236,ARI,,TAM,W 12-7,*,
24,2005,2005-09-11,1,27.123,ARI,@,NYG,L 19-42,*,
25,2005,2005-09-18,2,27.130,ARI,,STL,L 12-17,*,
26,2005,2005-09-25,3,27.137,ARI,@,SEA,L 12-37,,
27,2005,2005-10-02,4,27.144,ARI,,SFO,W 31-14,*,1.0
28,2005,2005-10-09,5,27.151,ARI,,CAR,L 20-24,*,
29,2005,2005-10-23,6,27.165,ARI,,TEN,W 20-10,*,
30,2005,2005-10-30,7,27.172,ARI,@,DAL,L 13-34,*,
31,2005,2005-11-06,8,27.179,ARI,,SEA,L 19-33,*,
32,2005,2005-11-13,9,27.186,ARI,@,DET,L 21-29,*,
33,2005,2005-11-20,10,27.193,ARI,@,STL,W 38-28,*,
34,2005,2005-11-27,11,27.200,ARI,,JAX,L 17-24,*,
35,2005,2005-12-04,12,27.207,ARI,@,SFO,W 17-10,*,1.0
36,2005,2005-12-11,13,27.214,ARI,,WAS,L 13-17,*,
37,2005,2005-12-18,14,27.221,ARI,@,HOU,L 19-30,,1.0
38,2005,2005-12-24,15,27.227,ARI,,PHI,W 27-21,*,
39,2005,2006-01-01,16,27.235,ARI,@,IND,L 13-17,*,
40,2006,2006-09-11,1,28.123,MIN,@,WAS,W 19-16,,
41,2006,2006-09-17,2,28.129,MIN,,CAR,W 16-13,,
42,2006,2006-09-24,3,28.136,MIN,,CHI,L 16-19,,
43,2006,2006-10-01,4,28.143,MIN,@,BUF,L 12-17,,
44,2006,2006-10-08,5,28.150,MIN,,DET,W 26-17,,
45,2006,2006-10-22,6,28.164,MIN,@,SEA,W 31-13,,
46,2006,2006-11-05,8,28.178,MIN,@,SFO,L 3-9,,
47,2006,2006-11-12,9,28.185,MIN,,GNB,L 17-23,,
48,2006,2006-12-03,12,28.206,MIN,@,CHI,L 13-23,,
49,2006,2006-12-17,14,28.220,MIN,,NYJ,L 13-26,,
50,2006,2006-12-21,15,28.224,MIN,@,GNB,L 7-9,,
51,2006,2006-12-31,16,28.234,MIN,,STL,L 21-41,,
52,2007,2007-09-23,3,29.135,ARI,@,BAL,L 23-26,,
53,2007,2007-10-07,5,29.149,ARI,@,STL,W 34-31,,
54,2007,2007-11-18,10,29.191,ARI,@,CIN,W 35-27,,
