ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1978,1978-10-29,9,22.355,KAN,@,PIT,L 24-27,,,,
2,1978,1978-11-05,10,22.362,KAN,,OAK,L 10-20,,,,
3,1978,1978-11-12,11,23.004,KAN,@,SDG,L 23-29,,,,
4,1978,1978-11-19,12,23.011,KAN,,SEA,L 10-13,,,,
5,1978,1978-11-26,13,23.018,KAN,,SDG,W 23-0,,,,
6,1978,1978-12-03,14,23.025,KAN,,BUF,W 14-10,,,,
7,1978,1978-12-10,15,23.032,KAN,@,DEN,L 3-24,4,59,14.75,0
8,1978,1978-12-17,16,23.039,KAN,@,SEA,L 19-23,,,,
