ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
40,1971,1971-12-05,12,31.337,CIN,@,CLE,L 27-31,3,3,100.0,2,3,66.7,0,9,0,0,,0
41,1971,1971-12-12,13,31.344,CIN,,PIT,L 13-21,1,1,100.0,2,3,66.7,0,7,0,0,,0
42,1971,1971-12-19,14,31.351,CIN,@,NYJ,L 21-35,2,2,100.0,,3,0.0,0,2,0,0,,0
43,1972,1972-09-17,1,32.259,CIN,@,NWE,W 31-7,4,4,100.0,1,2,50.0,0,7,0,0,,0
44,1972,1972-09-24,2,32.266,CIN,,PIT,W 15-10,,,,5,5,100.0,0,15,0,0,,0
45,1972,1972-10-01,3,32.273,CIN,@,CLE,L 6-27,,,,2,4,50.0,0,6,0,0,,0
46,1972,1972-10-08,4,32.280,CIN,,DEN,W 21-10,3,3,100.0,,1,0.0,0,3,0,0,,0
47,1972,1972-10-15,5,32.287,CIN,@,KAN,W 23-16,2,2,100.0,3,3,100.0,0,11,0,0,,0
48,1972,1972-10-22,6,32.294,CIN,@,RAM,L 12-15,1,1,100.0,1,4,25.0,0,4,0,0,,0
49,1972,1972-10-29,7,32.301,CIN,,HOU,W 30-7,3,3,100.0,3,3,100.0,0,12,0,0,,0
50,1972,1972-11-05,8,32.308,CIN,@,PIT,L 17-40,2,2,100.0,1,1,100.0,0,5,0,0,,0
51,1972,1972-11-12,9,32.315,CIN,,OAK,L 14-20,2,2,100.0,,2,0.0,0,2,0,0,,0
52,1972,1972-11-19,10,32.322,CIN,,BAL,L 19-20,1,2,50.0,2,2,100.0,0,7,0,0,,0
53,1972,1972-11-26,11,32.329,CIN,@,CHI,W 13-3,1,1,100.0,2,3,66.7,0,7,0,0,,0
54,1972,1972-12-03,12,32.336,CIN,,NYG,W 13-10,1,1,100.0,2,5,40.0,0,7,0,0,,0
55,1972,1972-12-09,13,32.342,CIN,,CLE,L 24-27,3,3,100.0,1,1,100.0,0,6,0,0,,0
56,1972,1972-12-17,14,32.350,CIN,@,HOU,W 61-17,7,7,100.0,4,4,100.0,0,19,0,0,,0
57,1973,1973-09-16,1,33.257,CIN,@,DEN,L 10-28,1,1,100.0,1,1,100.0,0,4,0,0,,0
58,1973,1973-09-23,2,33.264,CIN,,HOU,W 24-10,3,3,100.0,1,3,33.3,0,6,0,0,,0
59,1973,1973-09-30,3,33.271,CIN,@,SDG,W 20-13,2,3,66.7,,3,0.0,0,2,0,0,,0
60,1973,1973-10-07,4,33.278,CIN,@,CLE,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
61,1973,1973-10-14,5,33.285,CIN,,PIT,W 19-7,1,1,100.0,4,5,80.0,0,13,0,0,,0
62,1973,1973-10-21,6,33.292,CIN,,KAN,W 14-6,2,2,100.0,,2,0.0,0,2,0,0,,0
63,1973,1973-10-28,7,33.299,CIN,@,PIT,L 13-20,1,1,100.0,2,2,100.0,0,7,0,0,,0
64,1973,1973-11-04,8,33.306,CIN,@,DAL,L 10-38,1,1,100.0,1,1,100.0,0,4,0,0,,0
65,1973,1973-11-11,9,33.313,CIN,@,BUF,W 16-13,1,1,100.0,3,5,60.0,0,10,0,0,,0
66,1973,1973-11-18,10,33.320,CIN,,NYJ,W 20-14,2,2,100.0,2,2,100.0,0,8,0,0,,0
67,1973,1973-11-25,11,33.327,CIN,,STL,W 42-24,6,6,100.0,,,,0,6,,,,
68,1973,1973-12-02,12,33.334,CIN,,MIN,W 27-0,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1973,1973-12-09,13,33.341,CIN,,CLE,W 34-17,4,4,100.0,2,2,100.0,0,10,0,0,,0
70,1973,1973-12-16,14,33.348,CIN,@,HOU,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
71,1974,1974-09-15,1,34.256,CIN,,CLE,W 33-7,4,4,100.0,1,1,100.0,0,7,0,0,,0
72,1974,1974-09-22,2,34.263,CIN,,SDG,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
73,1974,1974-09-29,3,34.270,CIN,@,SFO,W 21-3,3,3,100.0,,,,0,3,,,,
74,1974,1974-10-06,4,34.277,CIN,,WAS,W 28-17,4,4,100.0,,,,0,4,,,,
75,1974,1974-10-13,5,34.284,CIN,@,CLE,W 34-24,4,5,80.0,,1,0.0,0,4,0,0,,0
76,1974,1974-10-20,6,34.291,CIN,@,OAK,L 27-30,3,4,75.0,,,,0,3,,,,
77,1974,1974-10-27,7,34.298,CIN,,HOU,L 21-34,3,3,100.0,,,,0,3,,,,
78,1974,1974-11-03,8,34.305,CIN,@,BAL,W 24-14,3,3,100.0,1,3,33.3,0,6,0,0,,0
79,1974,1974-11-10,9,34.312,CIN,,PIT,W 17-10,2,2,100.0,1,1,100.0,0,5,0,0,,0
80,1974,1974-11-17,10,34.319,CIN,@,HOU,L 3-20,,,,1,2,50.0,0,3,0,0,,0
81,1974,1974-11-24,11,34.326,CIN,,KAN,W 33-6,3,4,75.0,,1,0.0,0,3,0,0,,0
82,1974,1974-12-02,12,34.334,CIN,@,MIA,L 3-24,,,,1,1,100.0,0,3,0,0,,0
83,1974,1974-12-08,13,34.340,CIN,,DET,L 19-23,1,1,100.0,4,4,100.0,0,13,0,0,,0
84,1974,1974-12-14,14,34.346,CIN,@,PIT,L 3-27,,,,1,2,50.0,0,3,0,0,,0
85,1975,1975-09-21,1,35.262,PHI,,NYG,L 14-23,2,2,100.0,,,,0,2,,,,
86,1975,1975-09-28,2,35.269,PHI,@,CHI,L 13-15,1,1,100.0,2,2,100.0,0,7,0,0,,0
87,1975,1975-10-05,3,35.276,PHI,,WAS,W 26-10,2,3,66.7,2,4,50.0,0,8,0,0,,0
88,1975,1975-10-12,4,35.283,PHI,@,MIA,L 16-24,1,2,50.0,1,1,100.0,0,4,0,0,,0
89,1975,1975-10-19,5,35.290,PHI,@,STL,L 20-31,2,2,100.0,2,3,66.7,0,8,0,0,,0
90,1975,1975-10-26,6,35.297,PHI,,DAL,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
91,1975,1975-11-03,7,35.305,PHI,,RAM,L 3-42,,,,1,1,100.0,0,3,0,0,,0
92,1975,1975-11-09,8,35.311,PHI,,STL,L 23-24,2,2,100.0,3,3,100.0,0,11,0,0,,0
93,1975,1975-11-16,9,35.318,PHI,@,NYG,W 13-10,1,1,100.0,2,3,66.7,0,7,0,0,,0
94,1975,1975-11-23,10,35.325,PHI,@,DAL,L 17-27,2,2,100.0,1,3,33.3,0,5,0,0,,0
95,1975,1975-11-30,11,35.332,PHI,,SFO,W 27-17,3,3,100.0,2,2,100.0,0,9,0,0,,0
96,1975,1975-12-07,12,35.339,PHI,,CIN,L 0-31,,,,,1,0.0,0,0,0,0,,0
97,1975,1975-12-14,13,35.346,PHI,@,DEN,L 10-25,1,1,100.0,1,2,50.0,0,4,0,0,,0
98,1975,1975-12-21,14,35.353,PHI,@,WAS,W 26-3,2,3,66.7,2,3,66.7,0,8,0,0,,0
99,1976,1976-09-12,1,36.254,PHI,@,DAL,L 7-27,1,1,100.0,,1,0.0,0,1,0,0,,0
100,1976,1976-09-19,2,36.261,PHI,,NYG,W 20-7,2,2,100.0,2,2,100.0,0,8,0,0,,0
101,1976,1976-09-27,3,36.269,PHI,,WAS,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
102,1976,1976-10-03,4,36.275,PHI,@,ATL,W 14-13,2,2,100.0,,,,0,2,,,,
103,1976,1976-10-10,5,36.282,PHI,@,STL,L 14-33,2,2,100.0,,,,0,2,,,,
104,1976,1976-10-17,6,36.289,PHI,@,GNB,L 13-28,1,1,100.0,2,2,100.0,0,7,0,0,,0
105,1976,1976-10-24,7,36.296,PHI,,MIN,L 12-31,,1,0.0,2,3,66.7,0,6,0,0,,0
106,1976,1976-10-31,8,36.303,PHI,@,NYG,W 10-0,1,1,100.0,1,2,50.0,0,4,0,0,,0
107,1976,1976-11-07,9,36.310,PHI,,STL,L 14-17,2,2,100.0,,,,0,2,,,,
108,1976,1976-11-14,10,36.317,PHI,@,CLE,L 3-24,,,,1,1,100.0,0,3,0,0,,0
109,1976,1976-11-21,11,36.324,PHI,,OAK,L 7-26,1,1,100.0,,,,0,1,,,,
110,1976,1976-11-28,12,36.331,PHI,@,WAS,L 0-24,,,,,1,0.0,0,0,0,0,,0
111,1976,1976-12-05,13,36.338,PHI,,DAL,L 7-26,1,1,100.0,,,,0,1,,,,
112,1976,1976-12-12,14,36.345,PHI,,SEA,W 27-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
113,1977,1977-09-18,1,37.259,PHI,,TAM,W 13-3,1,2,50.0,,,,0,1,,,,
114,1977,1977-09-25,2,37.266,PHI,@,RAM,L 0-20,,,,,,,,,,,,
115,1977,1977-10-02,3,37.273,PHI,@,DET,L 13-17,1,2,50.0,,2,0.0,0,1,0,0,,0
116,1977,1977-10-09,4,37.280,PHI,@,NYG,W 28-10,4,4,100.0,,,,0,4,,,,
117,1977,1977-10-16,5,37.287,PHI,,STL,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
118,1977,1977-10-23,6,37.294,PHI,,DAL,L 10-16,1,1,100.0,1,1,100.0,0,4,0,0,,0
119,1977,1977-10-30,7,37.301,PHI,@,WAS,L 17-23,2,2,100.0,1,1,100.0,0,5,0,0,,0
120,1977,1977-11-06,8,37.308,PHI,,NOR,W 28-7,4,4,100.0,,,,0,4,,,,
121,1977,1977-11-13,9,37.315,PHI,,WAS,L 14-17,2,2,100.0,,3,0.0,0,2,0,0,,0
122,1977,1977-11-20,10,37.322,PHI,@,STL,L 16-21,,,,,,,,,,,,
123,1977,1977-11-27,11,37.329,PHI,@,NWE,L 6-14,,,,,,,,,,,,
124,1977,1977-12-04,12,37.336,PHI,@,DAL,L 14-24,,,,,,,,,,,,
125,1977,1977-12-11,13,37.343,PHI,,NYG,W 17-14,,,,,,,,,,,,
126,1977,1977-12-18,14,37.350,PHI,,NYJ,W 27-0,,,,,,,,,,,,
