ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1983,1983-09-04,1,23.055,GNB,@,HOU,W 41-38,0,0,,0,0,0,,0,0,0,,,,,,3,106,35.33,0
2,1983,1983-09-11,2,23.062,GNB,,PIT,L 21-25,0,0,,0,0,0,,0,0,0,,,,,,5,223,44.60,0
3,1983,1983-09-18,3,23.069,GNB,,RAM,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,4,170,42.50,0
4,1983,1983-09-26,4,23.077,GNB,@,NYG,L 3-27,0,0,,0,0,0,,0,0,0,,,,,,4,173,43.25,0
5,1983,1983-10-02,5,23.083,GNB,,TAM,W 55-14,0,0,,0,0,0,,0,0,0,,,,,,3,138,46.00,0
6,1983,1983-10-09,6,23.090,GNB,@,DET,L 14-38,0,0,,0,0,0,,0,0,0,,,,,,5,201,40.20,0
7,1983,1983-10-17,7,23.098,GNB,,WAS,W 48-47,0,0,,0,0,0,,0,0,0,,,,,,1,42,42.00,1
8,1983,1983-10-23,8,23.104,GNB,,MIN,L 17-20,0,0,,0,0,0,,0,0,0,,,,,,4,125,31.25,0
9,1983,1983-10-30,9,23.111,GNB,@,CIN,L 14-34,0,0,,0,0,0,,0,0,0,,,,,,5,236,47.20,0
10,1983,1983-11-06,10,23.118,GNB,,CLE,W 35-21,0,0,,0,0,0,,0,0,0,,,,,,4,147,36.75,0
11,1983,1983-11-13,11,23.125,GNB,@,MIN,W 29-21,0,0,,0,0,0,,0,0,0,,,,,,5,231,46.20,0
12,1983,1983-11-20,12,23.132,GNB,,DET,L 20-23,0,0,,0,0,0,,0,0,0,,,,,,8,344,43.00,0
13,1983,1983-11-27,13,23.139,GNB,@,ATL,L 41-47,0,0,,0,0,0,,0,0,0,,,,,,1,52,52.00,0
14,1983,1983-12-04,14,23.146,GNB,,CHI,W 31-28,0,0,,0,0,0,,0,0,0,,,,,,7,283,40.43,0
15,1983,1983-12-12,15,23.154,GNB,@,TAM,W 12-9,0,0,,0,0,0,,0,0,0,,,,,,4,172,43.00,0
16,1983,1983-12-18,16,23.160,GNB,@,CHI,L 21-23,0,0,,0,0,0,,0,0,0,,,,,,6,226,37.67,0
17,1984,1984-09-02,1,24.053,GNB,,STL,W 24-23,0,0,,0,0,0,,0,0,0,,0,,,,5,245,49.00,0
18,1984,1984-09-09,2,24.060,GNB,@,RAI,L 7-28,0,0,,0,0,0,,0,0,0,,0,,,,9,410,45.56,0
19,1984,1984-09-16,3,24.067,GNB,,CHI,L 7-9,0,0,,0,0,0,,0,0,0,,0,,,,8,341,42.63,0
